timestep,edge_mask_0,edge_mask_1,edge_mask_2,edge_mask_3,edge_mask_4,edge_mask_5,edge_mask_6,edge_mask_7,edge_mask_8,edge_mask_9,edge_mask_10,edge_mask_11,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7
17,0.2076211,0.30587548,0.48341134,0.19793715,0.43476102,0.39692208,0.19166298,0.3152039,0.11966662,0.61039984,0.47717497,0.25936353,-0.08213398,0.31647712,-0.07308489,0.010031124,0.0018913373,0.005184144,-0.040500365,-0.16567002,-0.1289621,0.12051168,0.08870172,-0.21193907,-0.5167109,-0.05348583,0.013505124,0.041650668,-0.001293242,-0.0029034764,-0.061636392,0.07244359,0.27170128,0.22433521,-0.46354103,0.44724065,0.42979655,-0.00049443165,-0.56407154,0.7080403,-0.11704908,-0.31900334,0.95373756,0.20897453
18,0.23744668,0.2855226,0.51478255,0.24296552,0.5015314,0.39026955,0.16020928,0.31255725,0.09494788,0.5968252,0.44999605,0.21294595,-0.08577191,0.31707227,-0.024089765,0.0049035326,-0.0017465949,0.005779296,-0.053536594,-0.15227805,-0.15278943,0.16294378,0.07566549,-0.1985471,-0.5160577,-0.051531557,0.004134191,0.0117459325,-0.0006400943,-0.00094920397,-0.035553545,0.089472264,0.29886353,0.17164358,-0.4374582,0.4642693,0.30723903,-0.026198095,-0.5606785,0.72560024,-0.05994652,-0.19492066,0.9508756,0.0339215
19,0.26488099,0.2679933,0.5157252,0.29177642,0.55377537,0.40248823,0.1414166,0.31323853,0.08178664,0.56680703,0.42188042,0.17823134,-0.08664903,0.3172706,-0.0025736922,0.00085419114,-0.0026237145,0.0059776306,-0.06831859,-0.13542394,-0.16997187,0.19942945,0.060883492,-0.18169299,-0.51591533,-0.05120138,0.00030654494,-0.00037006894,-0.0004976988,-0.00061902776,-0.007550713,0.101225436,0.3172821,0.11006432,-0.40945536,0.47602248,0.1549363,-0.028234586,-0.55379784,0.7722164,-0.027940987,-0.09179518,0.93134445,-0.1866837
20,0.28878722,0.2549387,0.5250912,0.33460033,0.59565455,0.39664167,0.13483378,0.31125426,0.078267105,0.53056586,0.3999585,0.14940678,-0.0865277,0.31721902,0.0033093034,-0.0012867703,-0.0025023818,0.005926043,-0.084404,-0.115445904,-0.18310419,0.23325261,0.044798084,-0.16171494,-0.5159757,-0.05141873,-0.0011592981,-0.0034374092,-0.0005580783,-0.0008363761,0.021638455,0.10680347,0.3278451,0.037935074,-0.3802662,0.48160052,0.052395724,-0.019274138,-0.5562532,0.8368052,-0.013892069,-0.031598575,0.89883524,-0.44613165
21,0.31531614,0.24672149,0.5222303,0.38067484,0.6253288,0.39907968,0.13507693,0.31178594,0.07869,0.48424825,0.37289792,0.12794967,-0.086215414,0.31703117,0.0035501288,-0.002487149,-0.0021900982,0.0057381988,-0.10155967,-0.092560366,-0.1943756,0.26479912,0.027642414,-0.13882941,-0.51609886,-0.051698565,-0.0014734403,-0.0029452238,-0.0006812215,-0.0011162125,0.051453084,0.10580626,0.33298796,-0.035587627,-0.35045156,0.4806033,0.010681517,-0.015220715,-0.5704744,0.8985969,-0.006039665,-0.0036716706,0.8710418,-0.6403893
22,0.3492106,0.2405282,0.519347,0.44070166,0.6479482,0.3981128,0.13785622,0.31760672,0.082540184,0.42144212,0.33318266,0.11152369,-0.08590314,0.31668568,0.0034294918,-0.0045148465,-0.001877822,0.0053927004,-0.11924256,-0.06708799,-0.19752702,0.29214004,0.009959526,-0.11335703,-0.5162029,-0.051889002,-0.000997211,-0.0017014076,-0.0007852912,-0.0013066493,0.081540234,0.09856214,0.3349585,-0.102941565,-0.32036442,0.47335917,0.007668952,-0.026494853,-0.5174532,0.9354071,0.0010786946,0.0050751017,0.8521758,-0.7625085
23,0.38685974,0.24249887,0.51192826,0.5060807,0.65603185,0.40015903,0.1387377,0.32550383,0.08791272,0.3551816,0.28763646,0.10146927,-0.085524514,0.31608,0.004595666,-0.007837235,-0.0014991984,0.004787028,-0.13517743,-0.0395471,-0.16681768,0.3129448,-0.0059753507,-0.08581614,-0.51619405,-0.052014668,0.0006466799,-0.001243751,-0.0007764101,-0.0014323145,0.11169784,0.0858362,0.3351477,-0.16062811,-0.2902068,0.46063325,0.020235473,-0.04451101,-0.18672438,0.938398,0.013945882,0.000323046,0.8392891,-0.8342196
24,0.43911895,0.25171334,0.49594453,0.57539684,0.65233463,0.41085303,0.13642593,0.31203842,0.09320246,0.28817725,0.24884261,0.09595201,-0.084969476,0.3152645,0.006952753,-0.009673229,-0.0009441599,0.003971517,-0.14586239,-0.010815732,-0.09467369,0.32238376,-0.016660303,-0.05708477,-0.5159979,-0.052140534,0.0029460536,-0.0014759088,-0.0005802512,-0.0015581809,0.14181909,0.06852774,0.33444726,-0.20816024,-0.26008555,0.4433248,0.03506003,-0.037953045,0.30439574,0.8767519,0.024610437,-0.005430954,0.83086455,-0.8768914
25,0.50645,0.27259368,0.4656217,0.639921,0.63230157,0.43875927,0.131356,0.27078253,0.095619045,0.22872297,0.22276747,0.09510479,-0.08430309,0.3146212,0.007629994,-0.0058849696,-0.00027777255,0.003328234,-0.15035146,0.016839068,-0.027481101,0.29972145,-0.021149382,-0.029429968,-0.51564765,-0.052253418,0.00436433,-0.0011434255,-0.00023001432,-0.0016710646,0.17186455,0.04749897,0.3335342,-0.24639946,-0.23004009,0.42229602,0.024154285,0.01369952,0.43524176,0.579336,0.0215479,-0.00036494058,0.8269883,-0.90279317
26,0.569479,0.29388532,0.44356495,0.6854493,0.6119087,0.45598122,0.12982443,0.22991385,0.10045385,0.18472633,0.20060717,0.09420603,-0.08380021,0.3144434,0.004566335,-2.1388754e-05,0.00022510439,0.0031504333,-0.15062907,0.039333098,0.009113535,0.22503978,-0.02142699,-0.006935939,-0.5152907,-0.052297823,0.0037663372,-0.00016845007,0.0001269579,-0.0017154701,0.20181456,0.023503557,0.33239985,-0.27672383,-0.20009008,0.3983006,-0.011561594,0.043923385,0.29724362,0.0024869726,0.004930903,0.00689119,0.82249177,-0.9192425
27,0.5932788,0.30140996,0.4203909,0.7079134,0.6108622,0.47319016,0.13587685,0.2213339,0.10641893,0.15620977,0.18538731,0.08772789,-0.08377598,0.314538,-0.0018793566,0.0015872042,0.00024933368,0.0032450259,-0.14894152,0.05399428,0.023569044,0.13183315,-0.019739434,0.0077252425,-0.5151089,-0.05221615,0.0011465433,0.0014454552,0.00030875206,-0.0016337968,0.2315891,-0.002834645,0.33004212,-0.3006081,-0.17031555,0.3719624,-0.053041082,0.016032457,0.16733894,-0.3694669,-0.016782094,0.01571793,0.8074232,-0.9306528
28,0.5836626,0.29980215,0.39735535,0.718524,0.62325263,0.49058264,0.14638512,0.23865247,0.112062015,0.13509086,0.1776849,0.07694524,-0.08426876,0.31454545,-0.0072733336,-0.0006695861,-0.00024344772,0.0032524765,-0.14636214,0.06050639,0.03120521,0.04261855,-0.017160058,0.014237352,-0.51517963,-0.052015293,-0.0017528097,0.0026248344,0.00023800135,-0.0014329404,0.2609742,-0.03101585,0.32473108,-0.31938273,-0.14093044,0.3437812,-0.058638163,-0.018599894,0.13528433,-0.5625632,-0.026127173,0.015407435,0.7719946,-0.93926656
29,0.56605846,0.30315688,0.37636712,0.7216172,0.6282346,0.50740194,0.15941603,0.2602388,0.11623097,0.11896674,0.17370272,0.06860845,-0.08506901,0.3143057,-0.009700686,-0.0036617015,-0.0010436922,0.0030127168,-0.14328046,0.060081318,0.03575863,-0.028393775,-0.014078379,0.013812281,-0.5154323,-0.05179032,-0.0033340792,0.0024372,-1.4662743e-05,-0.0012079664,0.28954583,-0.06064892,0.31382933,-0.3341931,-0.11235881,0.31414813,-0.042456854,-0.031595122,0.12354723,-0.6035769,-0.02019472,0.0046857437,0.7028104,-0.9465609
30,0.5507068,0.3058081,0.36018047,0.71701485,0.6322756,0.52223635,0.17548732,0.28031483,0.11758314,0.10749776,0.16897841,0.06191633,-0.08591755,0.31385306,-0.009291837,-0.005713323,-0.0018922314,0.002560079,-0.14010692,0.055140786,0.035013366,-0.06814534,-0.010904834,0.008871749,-0.5157309,-0.051645104,-0.0033103898,0.001201653,-0.000313282,-0.0010627508,0.3166385,-0.091433115,0.2946299,-0.34597337,-0.08526614,0.28336394,-0.020163218,-0.029670464,0.08194398,-0.4685001,-0.008098306,-0.00626247,0.5925791,-0.95328534
31,0.53898734,0.3067582,0.3351696,0.7136072,0.6362165,0.54555935,0.18946175,0.2973851,0.11927103,0.09693107,0.16362761,0.057025243,-0.08659534,0.31328467,-0.006650689,-0.0066166515,-0.0025700256,0.0019916892,-0.13739304,0.048855197,0.027724493,-0.07068727,-0.00819096,0.0025861599,-0.51598364,-0.05159878,-0.0025563773,0.00017125577,-0.0005660057,-0.0010164268,0.34148332,-0.12313813,0.2667657,-0.3554304,-0.060421318,0.25165892,0.003181879,-0.023316601,0.014644649,-0.19578263,-0.000735849,-0.0072998414,0.45793286,-0.959503
32,0.5390035,0.30649295,0.31637165,0.7188965,0.63959116,0.55983275,0.19583511,0.30791667,0.123795636,0.085268326,0.15307982,0.053915877,-0.08696,0.31268385,-0.0027523611,-0.0067050327,-0.0029346868,0.0013908744,-0.13545802,0.043635443,0.018387942,-0.05165226,-0.0062559396,-0.002633594,-0.51616484,-0.051608086,-0.0017414616,-0.00024073684,-0.0007472038,-0.0010257326,0.36343476,-0.15558353,0.23247448,-0.36304128,-0.03846988,0.21921352,0.022356555,-0.017425438,-0.024054311,0.013632008,0.001758216,-0.003691787,0.32400197,-0.9646847
33,0.5501268,0.30585346,0.30180132,0.7302204,0.64186496,0.56504107,0.1959497,0.3133315,0.13315763,0.07382992,0.13654165,0.052281655,-0.08699145,0.31210878,0.0008520752,-0.0062320875,-0.0029661357,0.0008158088,-0.13419327,0.040370632,0.011885176,-0.028587352,-0.0049911886,-0.005898405,-0.51627916,-0.05163479,-0.0010348584,-0.00032469255,-0.00086152554,-0.0010524355,0.38193107,-0.18862037,0.1920343,-0.3690935,-0.019973576,0.18617667,0.029163463,-0.012033138,-0.019057812,0.101518445,0.002712377,-0.0014413995,0.17678432,-0.9681259
34,0.5638606,0.30632472,0.2848757,0.7425196,0.6436653,0.5731839,0.19348298,0.3141841,0.14194043,0.063997425,0.121955335,0.050009962,-0.08678514,0.3116068,0.0030125275,-0.005250678,-0.0027598217,0.00031381845,-0.1333443,0.038908046,0.0082070455,-0.010082777,-0.00414221,-0.007360991,-0.51634175,-0.051659726,-0.00052549783,-0.00025328374,-0.0009241104,-0.0010773726,0.39619282,-0.2221122,0.14167827,-0.37365025,-0.0057118237,0.15268485,0.023734715,-0.0057661305,-0.007068367,0.11357735,0.0025064594,-9.7643584e-05,-0.023474447,-0.9683015
35,0.57547534,0.30669734,0.26813042,0.7529216,0.6433173,0.5803369,0.1908923,0.3128307,0.1515327,0.05618613,0.111693986,0.049985375,-0.08647538,0.31120735,0.0036563189,-0.0040319813,-0.0024500638,-8.562207e-05,-0.13271011,0.038666,0.0064662574,0.0010072703,-0.0035080314,-0.007603038,-0.5163677,-0.051677797,-0.00017111443,-0.00017453224,-0.00095003843,-0.001095444,0.40522635,-0.25589877,0.07971907,-0.3762846,0.0033217072,0.11889827,0.013969228,-0.00093973026,0.0031097282,0.08569352,0.0022300892,0.00015430525,-0.26539642,-0.96046865
