timestep,,,,,,,,,,,,,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7
15,,,,,,,,,,,,,-0.45601535,0.5290169,-0.00065087597,-0.020636026,-0.74118364,0.9275073,-0.09638405,-0.4528101,0.002233048,0.004110811,-0.0011926219,-0.0032174587,-0.43048245,-0.17515215,0.015203217,-0.04043016,-0.011185646,0.0001269877,0.08302535,0.3091966,0.09571476,-0.2372209,0.47993535,0.75168145,0.058984738,-0.107820734,-0.011444948,0.04956345,-0.031223338,0.391481,0.2824582,-0.6638206
16,,,,,,,,,,,,,-0.45553488,0.52678615,0.008333565,-0.026862383,-0.7407032,0.9252765,-0.09631558,-0.45244727,0.000024624576,0.0039921664,-0.001124151,-0.0028546154,-0.4294057,-0.17665754,0.010344659,-0.004874872,-0.010108888,-0.0013784021,0.09216118,0.2872447,0.104406394,-0.24725413,0.48907116,0.72972953,0.08821722,-0.11385363,-0.016501613,0.009090587,-0.010577522,0.25447747,0.32620326,-0.69338435
17,,,,,,,,,,,,,-0.45424357,0.524082,0.017355176,-0.03163755,-0.7394119,0.9225724,-0.09631549,-0.4520842,-0.000010861524,0.0040546358,-0.0011240616,-0.0024915636,-0.4286828,-0.17635214,0.0068753446,0.0075276066,-0.009386003,-0.0010730028,0.10218546,0.2643774,0.11486804,-0.25749487,0.49909544,0.7068622,0.111050025,-0.114907615,-0.00029329956,0.010605113,-0.008831509,0.11183761,0.36563227,-0.7205429
18,,,,,,,,,,,,,-0.45216912,0.521054,0.025896117,-0.034647834,-0.73733747,0.91954434,-0.096270174,-0.45170587,0.0007606328,0.0042775543,-0.0010787472,-0.002113223,-0.42822385,-0.17561726,0.0042110113,0.00848433,-0.008927047,-0.00033812225,0.113199875,0.24059752,0.12613952,-0.26758313,0.51010984,0.68308234,0.12879734,-0.109196715,0.00768779,0.01236578,-0.009454981,0.028386256,0.399885,-0.74461985
19,,,,,,,,,,,,,-0.44936532,0.51788336,0.033781704,-0.035521463,-0.73453367,0.9163737,-0.0961799,-0.4513255,0.0011241202,0.0042004734,-0.000988476,-0.001732856,-0.42797157,-0.17502272,0.002099758,0.0056665274,-0.008674771,0.00025641918,0.12522212,0.21593541,0.13730116,-0.27724376,0.5221321,0.65842026,0.14359611,-0.09535588,0.005536455,0.009923076,-0.010585003,-0.0069672046,0.42696506,-0.76556426
20,,,,,,,,,,,,,-0.4458931,0.5147742,0.040979605,-0.034058664,-0.73106146,0.9132645,-0.09609851,-0.45096454,0.0007944064,0.0039159977,-0.00090708584,-0.0013718903,-0.42786905,-0.1746969,0.0006586404,0.0025970857,-0.008572251,0.0005822331,0.13815849,0.19045486,0.14695552,-0.2860541,0.53506845,0.6329397,0.15643324,-0.07417566,-0.0004868358,0.0076564285,-0.009161782,-0.016528096,0.43979636,-0.7812131
21,,,,,,,,,,,,,-0.44181755,0.5119237,0.047436148,-0.030480288,-0.7269859,0.910414,-0.09608365,-0.45063594,-0.00014953007,0.0035189854,-0.0008922219,-0.0010432899,-0.4278558,-0.17459513,-0.000109257555,0.0003979899,-0.008558989,0.000684008,0.15167506,0.16429335,0.15179855,-0.29299816,0.54858506,0.6067782,0.16701448,-0.049362887,-0.0074533485,0.0058198697,-0.006032379,-0.015498242,0.41581902,-0.78457606
22,,,,,,,,,,,,,-0.4372116,0.50947475,0.05304768,-0.025574882,-0.7223799,0.90796506,-0.09617213,-0.4503578,-0.0013999466,0.0028761954,-0.000980705,-0.0007651448,-0.4278821,-0.1746398,-0.0003837161,-0.0009435966,-0.008585304,0.0006393343,0.16504271,0.13771074,0.14689508,-0.2965446,0.5619527,0.5801956,0.17470561,-0.027146667,-0.01287799,0.002369567,-0.0030177294,-0.012420891,0.33046183,-0.7679601
23,,,,,,,,,,,,,-0.43215206,0.50747937,0.057801876,-0.020468408,-0.7173204,0.90596974,-0.09635833,-0.45016202,-0.0024033305,0.0018248439,-0.0011669025,-0.00056937337,-0.4279157,-0.17476937,-0.0003680924,-0.0016874127,-0.008618891,0.0005097687,0.17739265,0.11100465,0.13238466,-0.2968289,0.5743026,0.5534895,0.18016121,-0.012872458,-0.013533705,-0.0033230248,-0.0008030532,-0.009797151,0.22213347,-0.7442049
24,,,,,,,,,,,,,-0.42670688,0.50589335,0.06185146,-0.016198846,-0.7118752,0.90438366,-0.096591584,-0.45008835,-0.0026858817,0.00031527423,-0.0014001578,-0.000495702,-0.42793766,-0.17493798,-0.00018215773,-0.0019664462,-0.008640856,0.0003411621,0.18821955,0.08434711,0.11425615,-0.2958779,0.5851295,0.526832,0.1850006,-0.00847538,-0.008833834,-0.010533588,0.0009391156,-0.0070088664,0.14967641,-0.7325624
25,,,,,,,,,,,,,-0.42092314,0.5046003,0.06546978,-0.013451706,-0.70609146,0.9030906,-0.0968214,-0.45014986,-0.0024873589,-0.001183109,-0.001629971,-0.000557214,-0.42793435,-0.17511213,0.00014677718,-0.0019192036,-0.0086375475,0.00016701221,0.19751549,0.057731733,0.097804375,-0.29565054,0.59442544,0.5002166,0.19081186,-0.013025706,-0.004729474,-0.014195647,0.0028339548,-0.004443687,0.12112273,-0.7374209
26,,,,,,,,,,,,,-0.41481987,0.5034454,0.068986334,-0.012522115,-0.6999882,0.9019357,-0.09702407,-0.45033497,-0.0021341757,-0.002493607,-0.0018326417,-0.00074231625,-0.4278999,-0.17527458,0.00050099345,-0.0017478183,-0.008603096,0.0000045597553,0.20554377,0.03105471,0.08490243,-0.2967918,0.60245377,0.47353956,0.19884007,-0.024333378,-0.0026865685,-0.016062751,0.003909106,-0.0030841543,0.11549128,-0.7505387
27,,,,,,,,,,,,,-0.40837318,0.50227344,0.072951406,-0.013271745,-0.6935415,0.90076375,-0.097202964,-0.45062134,-0.001914573,-0.0035259107,-0.0020115376,-0.0010286868,-0.42783687,-0.17542167,0.0007997402,-0.0015774909,-0.008540064,-0.0001425296,0.21262138,0.00420615,0.07550849,-0.29908013,0.60953134,0.446691,0.21211651,-0.038801577,-0.003139411,-0.016557056,0.004239951,-0.0026662697,0.1183167,-0.7648626
28,,,,,,,,,,,,,-0.401514,0.50095296,0.07784403,-0.015371425,-0.68668234,0.89944327,-0.097375326,-0.45098838,-0.0019154393,-0.004354793,-0.0021838993,-0.0013957322,-0.4277509,-0.17555586,0.0010321193,-0.0014477692,-0.008454084,-0.00027671456,0.21900228,-0.022868289,0.06859395,-0.3017006,0.61591226,0.41961658,0.23130478,-0.054176174,-0.0047950973,-0.017103601,0.0043231426,-0.0026465107,0.11962583,-0.7739046
29,,,,,,,,,,,,,-0.3941758,0.49937853,0.083380915,-0.018554673,-0.6793441,0.8978689,-0.09755988,-0.45142293,-0.0021182878,-0.005065268,-0.0023684502,-0.0018302798,-0.42765236,-0.17568307,0.0011261383,-0.001396221,-0.008355558,-0.00040392578,0.22478046,-0.050100043,0.06200612,-0.30301228,0.62169045,0.39238483,0.24997881,-0.07026106,-0.006817086,-0.01799173,0.0035204892,-0.0031039428,0.10560664,-0.76736873
30,,,,,,,,,,,,,-0.38633022,0.49747318,0.08906922,-0.022478603,-0.67149854,0.89596355,-0.097772,-0.45191532,-0.0024762398,-0.0056739594,-0.0025805756,-0.0023226738,-0.4275473,-0.1758047,0.0011871936,-0.001329144,-0.008250505,-0.00052556396,0.2298648,-0.07728982,0.05373579,-0.30165696,0.6267748,0.36519504,0.26533538,-0.085626,-0.0088752415,-0.01875009,0.0034258976,-0.0028197803,0.07231193,-0.74397707
31,,,,,,,,,,,,,-0.37798855,0.49518925,0.09449293,-0.026825976,-0.66315687,0.8936796,-0.098022476,-0.45245513,-0.0029364012,-0.006159677,-0.0028310493,-0.0028624833,-0.4274356,-0.17591654,0.001268178,-0.0011993718,-0.008138806,-0.00063739717,0.23411766,-0.104256086,0.0440129,-0.2986093,0.63102764,0.33822876,0.27691004,-0.09967021,-0.010792209,-0.019042078,0.0037778288,-0.0020251358,0.037110668,-0.72366536
32,,,,,,,,,,,,,-0.36918238,0.49250317,0.099523105,-0.03135526,-0.6543507,0.8909935,-0.09831611,-0.45303392,-0.0034256524,-0.0065666363,-0.003124684,-0.0034412742,-0.4273161,-0.17601404,0.0013576081,-0.0010254149,-0.008019298,-0.00073489547,0.23749973,-0.13101704,0.034361452,-0.29671142,0.6344097,0.31146783,0.28653422,-0.11235781,-0.012233512,-0.019468779,0.004064746,-0.0012588606,0.013517771,-0.72754407
33,,,,,,,,,,,,,-0.35993654,0.48940784,0.10433576,-0.035911262,-0.6451049,0.8878982,-0.098653734,-0.45365173,-0.0039140866,-0.007013254,-0.0034623072,-0.0040590763,-0.4271872,-0.17609505,0.0014693865,-0.00083745865,-0.007890403,-0.0008159131,0.2400549,-0.15774761,0.025406104,-0.2971538,0.6369649,0.28473723,0.29693416,-0.12394818,-0.01344847,-0.02088277,0.0045118025,-0.00068397436,-0.0036498741,-0.7462024
34,,,,,,,,,,,,,-0.35024613,0.48590377,0.1093387,-0.04044571,-0.6354145,0.8843941,-0.09905131,-0.45431677,-0.0046693035,-0.0075767054,-0.003859885,-0.004724115,-0.42704654,-0.17615937,0.0016090146,-0.00065312005,-0.0077497363,-0.0008802265,0.24185203,-0.18467382,0.017248929,-0.3001933,0.638762,0.25781104,0.31086886,-0.13512269,-0.017337387,-0.023167647,0.005069749,-0.00025026128,-0.018056486,-0.77328
35,,,,,,,,,,,,,-0.34005865,0.48198894,0.11512137,-0.0450242,-0.625227,0.8804793,-0.09954167,-0.45503935,-0.005838026,-0.008254656,-0.004350245,-0.0054467022,-0.42690212,-0.17620832,0.0016027471,-0.0004898083,-0.0076053143,-0.0009291768,0.24292439,-0.21200341,0.0092481375,-0.30539668,0.6398344,0.23048145,0.33117354,-0.14689922,-0.023360487,-0.025721274,0.003959859,0.00000031664968,-0.036885597,-0.80251676
36,,,,,,,,,,,,,-0.32925987,0.47764882,0.12241905,-0.049822997,-0.61442816,0.87613916,-0.10016945,-0.45582324,-0.007543987,-0.008937416,-0.0049780235,-0.0062305927,-0.4267595,-0.1762416,0.0015747978,-0.00030991342,-0.00746271,-0.000962466,0.24325776,-0.2398734,0.0009319085,-0.3118014,0.6401677,0.20261146,0.36078018,-0.1605484,-0.031654686,-0.027464243,0.0037273741,0.00057442853,-0.06004194,-0.8275391
37,,,,,,,,,,,,,-0.31768796,0.4728389,0.13165575,-0.055253986,-0.6028563,0.87132925,-0.10099181,-0.45665196,-0.00993393,-0.009342854,-0.0058003813,-0.007059306,-0.42661512,-0.17625614,0.0016192048,-0.00008740033,-0.007318318,-0.0009769946,0.24280387,-0.26833102,-0.0080307815,-0.3183925,0.6397139,0.17415383,0.3984148,-0.17886744,-0.042759407,-0.026397908,0.0043810625,0.0014503476,-0.08729713,-0.845415
38,,,,,,,,,,,,,-0.30514348,0.46748763,0.14324681,-0.061560914,-0.59031177,0.865978,-0.102077074,-0.45747352,-0.013120865,-0.009021316,-0.006885648,-0.0078808665,-0.4264631,-0.17624775,0.0017240099,0.00018355678,-0.0071662962,-0.0009686053,0.24149796,-0.2973702,-0.017749742,-0.32479,0.63840795,0.14511466,0.44504997,-0.2012043,-0.05670419,-0.020141741,0.0050960635,0.0024910704,-0.11726655,-0.85995644
39,,,,,,,,,,,,,-0.29139695,0.46150547,0.15748529,-0.06892259,-0.57656527,0.85999584,-0.103490345,-0.45819712,-0.0169941,-0.0075496505,-0.008298919,-0.008604467,-0.4263002,-0.17621261,0.0018530902,0.0004940948,-0.0070033967,-0.00093346834,0.23927103,-0.32698834,-0.028240755,-0.33124053,0.636181,0.115496516,0.50050193,-0.22751896,-0.07153454,-0.00783664,0.005600826,0.0035642718,-0.14928453,-0.8764798
40,,,,,,,,,,,,,-0.27621597,0.454793,0.17427324,-0.07741336,-0.5613843,0.85328335,-0.10525392,-0.458719,-0.020895867,-0.0049229166,-0.010062493,-0.009126335,-0.42612642,-0.1761487,0.0019700667,0.00081792957,-0.0068296194,-0.00086955726,0.2360077,-0.35719854,-0.040268283,-0.3378831,0.6329177,0.08528632,0.56159276,-0.25721413,-0.08150292,0.0073932107,0.0058024917,0.0044735856,-0.19087721,-0.8945273
41,,,,,,,,,,,,,-0.25942162,0.447258,0.19276819,-0.08687708,-0.54458994,0.8457483,-0.107393675,-0.4589206,-0.025214612,-0.00089833146,-0.012202248,-0.009327948,-0.42594406,-0.17605796,0.0020543349,0.001103264,-0.006647259,-0.0007788241,0.23150319,-0.38798204,-0.054941088,-0.34411675,0.6284132,0.054502815,0.6206326,-0.28817058,-0.09542713,0.027938556,0.005767848,0.00489817,-0.24739875,-0.9070436
42,,,,,,,,,,,,,-0.24094087,0.43883377,0.21162815,-0.09696486,-0.5261092,0.83732414,-0.109709926,-0.45880443,-0.02599688,0.0023851397,-0.014518499,-0.009211779,-0.42575824,-0.17594273,0.002070466,0.0013688008,-0.0064614415,-0.0006635934,0.22546896,-0.4192197,-0.073099874,-0.34856907,0.62237895,0.023265153,0.6705199,-0.31807053,-0.07085925,0.030588882,0.0052971495,0.0054135276,-0.3189406,-0.904815
43,,,,,,,,,,,,,-0.22080998,0.42949745,0.22970094,-0.10712338,-0.5059783,0.8279878,-0.1120525,-0.45834032,-0.02604444,0.006542395,-0.016861074,-0.008747667,-0.42557138,-0.17581464,0.0020794442,0.0014504007,-0.006274581,-0.00053550303,0.21760215,-0.45068192,-0.09456384,-0.35008574,0.61451215,-0.008197069,0.7097982,-0.3439973,-0.06546776,0.047535397,0.005265947,0.004238003,-0.3973894,-0.8865893
44,,,,,,,,,,,,,-0.1991448,0.41925058,0.24623598,-0.1172193,-0.48431313,0.8177409,-0.11439433,-0.45739186,-0.026008125,0.01253627,-0.019202903,-0.007799208,-0.42536682,-0.17566223,0.0023700201,0.0018148322,-0.006070018,-0.00038309395,0.20762345,-0.4822023,-0.11902968,-0.35029638,0.60453343,-0.039717436,0.73960304,-0.36876744,-0.06474795,0.076294735,0.00810437,0.007270316,-0.48106787,-0.8773209
45,,,,,,,,,,,,,-0.17610373,0.40807807,0.26090017,-0.12759872,-0.46127206,0.8065684,-0.11664593,-0.45577675,-0.024522644,0.020650335,-0.021454506,-0.006184101,-0.42514077,-0.17547366,0.0025829414,0.0022354743,-0.005843967,-0.00019451976,0.19532582,-0.51379025,-0.14544606,-0.35131893,0.5922358,-0.071305394,0.762232,-0.39684248,-0.050165515,0.11248131,0.008054261,0.008743499,-0.5617379,-0.8859666
46,,,,,,,,,,,,,-0.15184699,0.39593956,0.27382895,-0.13850988,-0.4370153,0.7944299,-0.11863977,-0.45309693,-0.020969277,0.03433812,-0.02344834,-0.0035042763,-0.42491308,-0.17526476,0.0025031348,0.0023639428,-0.0056162775,0.000014379621,0.18054381,-0.5455071,-0.1736436,-0.35295352,0.5774538,-0.10302222,0.7815383,-0.42810836,-0.025772927,0.18850368,0.0056592813,0.006873369,-0.64559054,-0.8946429
47,,,,,,,,,,,,,-0.12651466,0.38277787,0.2852911,-0.15010636,-0.41168296,0.78126824,-0.11978254,-0.44889346,-0.008561315,0.05288827,-0.02459111,0.0006991923,-0.4247119,-0.17507154,0.0021015357,0.0020382765,-0.005415112,0.00020760298,0.16310267,-0.5772966,-0.20386381,-0.35334843,0.56001264,-0.13481176,0.7991936,-0.46223953,0.07165642,0.27134675,0.0022418462,0.002653194,-0.73631096,-0.8863335
48,,,,,,,,,,,,,-0.10022707,0.36853004,0.29548082,-0.16241053,-0.3853954,0.76702034,-0.11876437,-0.44346318,0.021250153,0.064060055,-0.023572944,0.0061294734,-0.42455202,-0.17494495,0.001613904,0.0010906894,-0.0052552223,0.00033418834,0.1429557,-0.6087531,-0.2338508,-0.34760055,0.5398657,-0.16626823,0.81512505,-0.49830773,0.2767114,0.24393849,0.0003775209,-0.0043801796,-0.80952936,-0.82589257
49,,,,,,,,,,,,,-0.0730926,0.35315695,0.3045007,-0.1750128,-0.35826093,0.7516473,-0.114879645,-0.43813577,0.054120257,0.056759816,-0.019688219,0.011456877,-0.4244212,-0.17494643,0.0013738339,-0.00056973845,-0.00512439,0.00033271313,0.12027483,-0.6390585,-0.26108935,-0.33128944,0.5171848,-0.19657362,0.82890075,-0.5320493,0.3818264,0.087147854,0.0016340599,-0.013877555,-0.85701245,-0.7058897
50,,,,,,,,,,,,,-0.045213822,0.33662736,0.31239602,-0.18798712,-0.33038214,0.7351177,-0.10920273,-0.43453184,0.067555144,0.03168553,-0.014011301,0.015060812,-0.42426348,-0.17505158,0.0019412996,-0.0014678154,-0.0049666762,0.00022755563,0.09538204,-0.6676903,-0.28433508,-0.3115525,0.49229202,-0.22520542,0.8402053,-0.567275,0.2696495,-0.10884322,0.009109245,-0.010405117,-0.8851805,-0.6308541
51,,,,,,,,,,,,,-0.016690686,0.3188835,0.31918758,-0.20173746,-0.30185902,0.71737385,-0.10379614,-0.4333948,0.056332357,0.0031078197,-0.008604713,0.01619786,-0.42403087,-0.17512533,0.00290647,-0.0004953493,-0.004734069,0.00015380979,0.06871664,-0.6945172,-0.3022558,-0.291339,0.46562663,-0.25203234,0.8489053,-0.60747147,0.056659926,-0.20656331,0.0145049505,0.006055121,-0.89004517,-0.5767466
52,,,,,,,,,,,,,0.012375221,0.2998305,0.32483798,-0.21668142,-0.2727931,0.69832087,-0.10000457,-0.43426198,0.035026733,-0.016007222,-0.004813142,0.015330672,-0.4237331,-0.17506254,0.0035100013,0.0012939966,-0.0044362843,0.00021660328,0.0407656,-0.71907866,-0.3147227,-0.26368785,0.4376756,-0.2765938,0.85447323,-0.65378356,-0.07222531,-0.18338087,0.013301482,0.016655086,-0.8803083,-0.45183632
53,,,,,,,,,,,,,0.04187298,0.27934307,0.3292103,-0.23311627,-0.24329534,0.67783344,-0.09793629,-0.43611023,0.01695798,-0.022800677,-0.002744861,0.013482422,-0.42345607,-0.1749736,0.0028619708,0.0008352147,-0.0041592717,0.0003055334,0.011929828,-0.74057984,-0.32323483,-0.22650926,0.40883982,-0.298095,0.855818,-0.7060519,-0.0931207,-0.10795263,0.0022947004,-0.0013528272,-0.8719281,-0.2874338
54,,,,,,,,,,,,,0.07165146,0.2572957,0.3317028,-0.2508983,-0.21351686,0.65578604,-0.09705727,-0.4380793,0.006171325,-0.021418054,-0.0018658414,0.011513352,-0.423289,-0.17506957,0.00135351,-0.0020169884,-0.0039922,0.00020956993,-0.017576244,-0.75850147,-0.33015046,-0.1854395,0.37933373,-0.3160166,0.8479501,-0.7606111,-0.06547159,-0.043175425,-0.007929681,-0.026433995,-0.8772433,-0.15557545
55,,,,,,,,,,,,,0.10144752,0.23363003,0.33074972,-0.2689787,-0.1837208,0.6321204,-0.0967731,-0.43974033,0.001650177,-0.016975185,-0.0015816763,0.00985232,-0.4232452,-0.17543505,0.00005333699,-0.0050827973,-0.0039483905,-0.00015591085,-0.04765117,-0.7726003,-0.33617356,-0.1422605,0.3492588,-0.33011544,0.8197266,-0.80804974,-0.02978317,-0.009116397,-0.009617956,-0.035700563,-0.88560665,-0.031808946
56,,,,,,,,,,,,,0.13083309,0.20840177,0.3243847,-0.28598133,-0.15433523,0.6068921,-0.0966311,-0.4410419,0.0015416112,-0.013204905,-0.0014396757,0.008550763,-0.42327595,-0.17603001,-0.0005394999,-0.0073746233,-0.0039791465,-0.0007508695,-0.07814621,-0.78242993,-0.34016386,-0.09269593,0.31876376,-0.33994508,0.76322454,-0.8424734,0.0030397829,-0.0047351588,-0.0057950267,-0.035625257,-0.8803375,0.13999467
57,,,,,,,,,,,,,0.15930825,0.18174948,0.3123937,-0.30121404,-0.12586007,0.58023983,-0.09637549,-0.44215,0.0034894275,-0.011866231,-0.0011840612,0.007442653,-0.42330825,-0.17679057,-0.00026870408,-0.008988088,-0.004011452,-0.0015114248,-0.108790085,-0.7872931,-0.3406493,-0.03470453,0.2881199,-0.34480822,0.69105166,-0.8672801,0.02333219,-0.019625524,0.0013592086,-0.034571197,-0.85526353,0.3481742
58,,,,,,,,,,,,,0.18650222,0.15384147,0.29703572,-0.31452653,-0.0986661,0.5523318,-0.095943466,-0.44326407,0.005455511,-0.012634524,-0.00075203925,0.0063285828,-0.42327228,-0.17762342,0.00073406025,-0.009386785,-0.003975481,-0.0023442805,-0.13933748,-0.7868687,-0.3387986,0.024426796,0.2575725,-0.34438384,0.6274047,-0.88615984,0.028384406,-0.037348516,0.009355883,-0.026457194,-0.8331166,0.50455195
