timestep,,,,,,,,,,,,,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7
10,,,,,,,,,,,,,-0.26108533,-0.06080803,-0.30080074,0.31201527,0.116324365,-0.20434384,0.20046628,0.3854024,-0.35396713,0.025272455,0.07030739,0.00007280707,-0.3169605,0.40700313,0.33684197,0.13770562,-0.3036924,0.24820898,0.58213335,-0.25532642,-0.10507766,-0.21944296,1.1073273,-0.10788146,-0.7612041,0.9473708,-0.84983647,-0.28064197,0.9023671,0.51851934,-0.41057947,-0.440397
11,,,,,,,,,,,,,-0.288024,-0.031655516,-0.29857737,0.32986763,0.08938569,-0.17519133,0.17150283,0.38608396,-0.3057405,-0.0012772409,0.041343942,0.0007543564,-0.28617594,0.42031136,0.3446554,0.15295155,-0.27290782,0.26151723,0.5715693,-0.2742505,-0.12352846,-0.20568007,1.0967634,-0.12680554,-0.72976804,0.95856243,-0.4026517,-0.20231582,0.9202384,0.4967232,-0.44720206,-0.4109783
12,,,,,,,,,,,,,-0.31430134,-0.0011352566,-0.2886673,0.34373719,0.063108355,-0.14467107,0.150811,0.38527513,-0.19199362,-0.012841167,0.020652115,-0.000054478645,-0.25487885,0.43391672,0.34929073,0.15027998,-0.24161075,0.27512258,0.5592854,-0.29210612,-0.14296623,-0.19475389,1.0844793,-0.14466116,-0.64734274,0.96336395,0.37311774,-0.118832365,0.9079925,0.35566327,-0.50319874,-0.4049386
13,,,,,,,,,,,,,-0.33862394,0.0304103,-0.261043,0.35389066,0.038785756,-0.11312551,0.13920501,0.3839725,-0.09743682,-0.015289964,0.009046122,-0.0013571084,-0.22342832,0.4466688,0.3495301,0.13739428,-0.21016023,0.28787464,0.5449899,-0.30922547,-0.16677605,-0.18794483,1.0701839,-0.1617805,-0.44542524,0.9608768,0.4655841,-0.056590896,0.8756208,0.24684288,-0.5955138,-0.41879433
14,,,,,,,,,,,,,-0.3578816,0.062497117,-0.19043915,0.357835,0.019528091,-0.08103869,0.13410318,0.38278404,-0.036312133,-0.012162422,0.0039442927,-0.0025455654,-0.19210392,0.45844728,0.34730846,0.12761131,-0.17883582,0.2996531,0.5284451,-0.32591063,-0.19235831,-0.18411373,1.0536392,-0.17846566,0.053431258,0.9241696,0.36765477,-0.006949473,0.8516087,0.24565609,-0.67276275,-0.43155104
15,,,,,,,,,,,,,-0.36959854,0.09327491,-0.100063324,0.3340458,0.007811159,-0.0502609,0.13268249,0.38187876,-0.00552213,-0.0090069985,0.002523601,-0.0034508407,-0.1611546,0.46961483,0.34216774,0.122320466,-0.1478865,0.3108207,0.5097305,-0.3423699,-0.21573135,-0.18226433,1.0349245,-0.19492495,0.42766032,0.6566951,0.2171197,0.0011481899,0.81686425,0.2661198,-0.7146262,-0.4417905
16,,,,,,,,,,,,,-0.374965,0.117520094,-0.039409578,0.23706348,0.0024446845,-0.026015714,0.13287991,0.38110033,0.006051721,-0.008470107,0.0027210265,-0.0042292774,-0.13110372,0.48051846,0.32976443,0.12056739,-0.117835626,0.3217243,0.48906976,-0.35878086,-0.23648134,-0.18238372,1.0142637,-0.2113359,0.35637912,-0.13470888,0.10193319,-0.017148582,0.73138684,0.28827032,-0.7468283,-0.45685467
17,,,,,,,,,,,,,-0.37672248,0.13288574,-0.009586183,0.13756232,0.00068721175,-0.0106500685,0.13354532,0.38025945,0.008064382,-0.009780122,0.003386438,-0.00507015,-0.10292731,0.4913455,0.3047247,0.12016729,-0.089659214,0.33255136,0.46670032,-0.37530416,-0.2545832,-0.18419687,0.9918943,-0.2278592,0.19970997,-0.40235266,0.03525591,-0.03427543,0.57401377,0.29741764,-0.7722219,-0.47409093
18,,,,,,,,,,,,,-0.3769145,0.1408318,0.0015923498,0.06365311,0.0004951954,-0.0027040094,0.13412902,0.3793459,0.0056960997,-0.010335854,0.0039701313,-0.0059837103,-0.07732481,0.50212246,0.274346,0.11953243,-0.06405671,0.3433283,0.44287318,-0.39204,-0.2698278,-0.1868325,0.96806717,-0.24459505,0.087819874,-0.3951862,-0.0035218599,-0.030007616,0.4580249,0.29406947,-0.78890425,-0.48684862
19,,,,,,,,,,,,,-0.3766584,0.14392781,0.0034720306,0.019774005,0.00075128675,0.00039200485,0.13443401,0.3784687,0.0022354145,-0.0094524855,0.0042751282,-0.006860912,-0.054377284,0.5127961,0.2452858,0.11812723,-0.041109182,0.35400194,0.4178199,-0.4089959,-0.28264114,-0.18918161,0.9430139,-0.26155093,0.022777686,-0.27965835,-0.02036661,-0.017005932,0.3952627,0.28477922,-0.8027026,-0.49057198
20,,,,,,,,,,,,,-0.3764286,0.14456014,0.002094323,0.0006517372,0.0009810925,0.0010243356,0.13444541,0.3777248,-0.0009277952,-0.0076719113,0.0042865276,-0.0076048076,-0.033866916,0.52330655,0.21919657,0.1161106,-0.020598814,0.36451238,0.39171642,-0.42604104,-0.2937371,-0.18949564,0.9169104,-0.27859607,-0.0050970023,-0.14178766,-0.02604356,-0.0058254795,0.35232243,0.27515182,-0.8175628,-0.4760947
21,,,,,,,,,,,,,-0.37634405,0.14432292,0.00036205328,-0.0042795925,0.0010656416,0.00078710914,0.13420871,0.37716323,-0.0034811585,-0.0055232937,0.0040498227,-0.008166373,-0.015537405,0.53360736,0.19589357,0.11362464,-0.0022693034,0.3748132,0.36469328,-0.44278607,-0.3035169,-0.18433598,0.8898873,-0.2953411,-0.012086891,-0.047683954,-0.027853122,0.0023063938,0.3149611,0.2654169,-0.83214086,-0.42214265
22,,,,,,,,,,,,,-0.37638086,0.14397821,-0.00079419394,-0.0036054237,0.0010288358,0.00044240057,0.13379917,0.37679145,-0.005085188,-0.0034346674,0.0036402792,-0.008538157,0.0008274608,0.54366237,0.17480099,0.110771775,0.0140955625,0.3848682,0.33685747,-0.4584776,-0.31217223,-0.1693575,0.8620515,-0.31103262,-0.010657339,-0.003957292,-0.0247432,0.007078034,0.27880833,0.2555328,-0.84534514,-0.31105494
23,,,,,,,,,,,,,-0.37647852,0.14375488,-0.0012304995,-0.0019191632,0.00093117356,0.00021907687,0.1333165,0.37658456,-0.0055019064,-0.0017309932,0.0031576157,-0.0087450445,0.015409492,0.5534337,0.15563335,0.10747069,0.028677594,0.39463955,0.3083058,-0.4722468,-0.31977478,-0.1448084,0.8334998,-0.32480183,-0.0063485396,0.007849044,-0.01688016,0.008450072,0.24532592,0.24391857,-0.8564556,-0.17790255
24,,,,,,,,,,,,,-0.37658498,0.1436473,-0.0011587314,-0.00083362486,0.00082471967,0.00011149049,0.13285978,0.3764974,-0.004860717,-0.00058732554,0.002700895,-0.008832216,0.028367674,0.5628687,0.13815302,0.10351471,0.041635774,0.40407455,0.2791381,-0.48358703,-0.326241,-0.11659961,0.8043321,-0.33614206,-0.0023585663,0.006057475,-0.0073428773,0.0071091945,0.21427998,0.22911699,-0.864099,-0.07993329
25,,,,,,,,,,,,,-0.37667453,0.14359008,-0.0009130413,-0.0005370107,0.0007351637,0.00005427003,0.13248745,0.37648737,-0.0037751987,0.00012622855,0.0023285598,-0.00884223,0.039846353,0.571899,0.12223481,0.09874699,0.053114455,0.41310483,0.24945258,-0.49250194,-0.33163792,-0.09028171,0.7746466,-0.34505698,-0.00043992695,0.00088207773,-0.0012966089,0.0056672273,0.18620038,0.21110961,-0.86957145,-0.028320102
26,,,,,,,,,,,,,-0.37674105,0.1435263,-0.00065205956,-0.00079398113,0.0006686449,-0.000009506941,0.1322251,0.376528,-0.0024851565,0.0006137405,0.00206621,-0.008801609,0.049983237,0.580458,0.107830636,0.093276076,0.06325134,0.42166382,0.21934046,-0.4993189,-0.33604985,-0.068475075,0.74453443,-0.35187393,0.0003272146,-0.0039122314,0.00346242,0.005190691,0.16154526,0.19215813,-0.8732144,-0.007637922
27,,,,,,,,,,,,,-0.37678805,0.14342605,-0.00045751827,-0.0012739055,0.00062164664,-0.00010976195,0.13206823,0.37659958,-0.0013719393,0.00088635285,0.0019093454,-0.008730024,0.05891876,0.58850807,0.09501004,0.087529846,0.07218686,0.4297139,0.18888293,-0.50447655,-0.33960035,-0.051723044,0.71407694,-0.35703158,0.00031526387,-0.006784197,0.0049192808,0.0042604734,0.14137064,0.17572808,-0.8756296,-0.003667379
28,,,,,,,,,,,,,-0.37682486,0.14328614,-0.0003846965,-0.0016950122,0.0005848408,-0.00024966896,0.13199149,0.37668628,-0.000592824,0.0010019529,0.0018326044,-0.008643329,0.06679029,0.5960308,0.08368726,0.0816132,0.080058396,0.4372366,0.15814999,-0.50839716,-0.3424155,-0.03948243,0.683344,-0.3609522,-0.00041557846,-0.007395829,0.004361304,0.0033718816,0.12429736,0.15965827,-0.8771526,-0.0069015385
29,,,,,,,,,,,,,-0.37686613,0.14312701,-0.0004956527,-0.0018044873,0.00054356456,-0.00040879846,0.13195515,0.37678993,-0.00030934237,0.0012266714,0.0017962605,-0.008539677,0.07372926,0.6030199,0.07380594,0.075678326,0.08699736,0.44422573,0.12720288,-0.51141495,-0.34457722,-0.030555718,0.65239686,-0.36396998,-0.002071303,-0.0053322813,0.0013527564,0.0047520674,0.11040499,0.14468415,-0.87765586,-0.009438998
30,,,,,,,,,,,,,-0.37693298,0.14298992,-0.00086603547,-0.0013825101,0.00047671795,-0.00054588914,0.13193169,0.37691003,-0.0002360167,0.0013881206,0.001772806,-0.008419573,0.07986527,0.6094854,0.065363795,0.069919385,0.093133375,0.45069122,0.09610016,-0.51372164,-0.3460902,-0.023167873,0.62129414,-0.36627668,-0.0049429582,-0.0002914481,-0.000040099025,0.0046811732,0.10009334,0.13160641,-0.8765735,-0.0025108664
31,,,,,,,,,,,,,-0.37705177,0.14292763,-0.0015470607,-0.00034689327,0.0003579259,-0.000608176,0.131908,0.37703893,-0.00027716468,0.0014540203,0.0017491132,-0.008290678,0.08532038,0.6154444,0.058236755,0.06435775,0.09858848,0.45665026,0.06490401,-0.5153124,-0.3468907,-0.014928473,0.590098,-0.3678674,-0.008975339,0.006899892,-0.0010015216,0.004129297,0.09213901,0.11918207,-0.87323093,0.024474304
32,,,,,,,,,,,,,-0.37725157,0.14298858,-0.0025564865,0.0011892795,0.00015813112,-0.00054723024,0.13187632,0.377169,-0.00038933224,0.0014412262,0.0017174333,-0.008160591,0.09020548,0.62091315,0.052299958,0.0589658,0.10347359,0.46211898,0.033689134,-0.5159469,-0.34680262,-0.003112111,0.55888313,-0.36850196,-0.013961913,0.0144944955,-0.0018145869,0.0035071117,0.08622392,0.10697489,-0.8663461,0.08084244
33,,,,,,,,,,,,,-0.3775701,0.14321014,-0.0040309434,0.003098075,-0.0001603961,-0.00032566488,0.13183336,0.37729374,-0.0005213739,0.001357434,0.0016744733,-0.008035868,0.09462087,0.62590486,0.047439884,0.053711638,0.10788897,0.4671107,0.002539781,-0.51519704,-0.3457546,0.014053771,0.52773374,-0.36775208,-0.021135788,0.022061154,-0.0022937467,0.0027651456,0.08214915,0.09487286,-0.8565268,0.16387855
34,,,,,,,,,,,,,-0.37805313,0.14360382,-0.0060350765,0.005012331,-0.00064343214,0.0000680089,0.13178037,0.37740627,-0.0006225433,0.0011973854,0.0016214848,-0.007923335,0.098657295,0.6304314,0.043553952,0.048586283,0.11192539,0.47163725,-0.028472552,-0.51259375,-0.34399492,0.036361873,0.49672145,-0.36514878,-0.030118681,0.026887748,-0.0023151296,0.0017930957,0.079740316,0.08302549,-0.8467893,0.25821546
35,,,,,,,,,,,,,-0.37873355,0.14411537,-0.00832259,0.0060197706,-0.001323849,0.00057956576,0.13172087,0.37750092,-0.00068046903,0.0009791299,0.0015619844,-0.007828683,0.102396704,0.6345035,0.040546373,0.04357435,0.11566481,0.47570932,-0.059318155,-0.50777674,-0.34209597,0.06210315,0.46587583,-0.36033177,-0.037962824,0.022605222,-0.0021356163,0.00081090984,0.07880915,0.07134646,-0.8409978,0.3483175
36,,,,,,,,,,,,,-0.3796012,0.14459154,-0.01029964,0.0049261907,-0.0021915138,0.0010557324,0.13165769,0.3775738,-0.00071283296,0.0007248797,0.0014988035,-0.007755816,0.10591261,0.6381303,0.03832524,0.03866021,0.11918071,0.47933614,-0.09001952,-0.5005424,-0.34064135,0.08952101,0.43517447,-0.35309744,-0.040576965,0.0041136397,-0.0020248117,-0.00009467825,0.079154514,0.059794452,-0.84069365,0.42943648
37,,,,,,,,,,,,,-0.38059115,0.14482623,-0.011349479,0.0014483,-0.0031814575,0.0012904257,0.13159251,0.37762156,-0.0007300727,0.00043420668,0.0014336258,-0.007708043,0.10927022,0.64131945,0.0367976,0.03382373,0.12253833,0.4825253,-0.12063656,-0.49082878,-0.33996344,0.117133446,0.40455744,-0.34338382,-0.036247488,-0.022463428,-0.0019544784,-0.0010945308,0.08053673,0.04828573,-0.84482396,0.499927
38,,,,,,,,,,,,,-0.38159466,0.14473638,-0.011050494,-0.00222211,-0.0041849613,0.0012005717,0.13152735,0.37764063,-0.00072105293,0.00010094588,0.001368463,-0.0076889694,0.11252683,0.64407635,0.03587787,0.029036034,0.12579493,0.48528218,-0.15124199,-0.4786594,-0.34010887,0.14425592,0.373952,-0.33121443,-0.02538386,-0.033083353,-0.0017349852,-0.0022470914,0.08279671,0.03668234,-0.85136324,0.5640584
39,,,,,,,,,,,,,-0.38253075,0.14445795,-0.010076094,-0.0035291682,-0.0051210523,0.00092214346,0.13146666,0.37762836,-0.0006510149,-0.000254663,0.0013077706,-0.007701248,0.115734294,0.6464024,0.03551889,0.024248673,0.12900239,0.48760825,-0.18190001,-0.4640837,-0.3409122,0.17079976,0.34329396,-0.31663874,-0.017882213,-0.018625857,-0.0011022533,-0.0033037243,0.08610483,0.024716442,-0.8583055,0.6260784
40,,,,,,,,,,,,,-0.38336506,0.14428689,-0.008867279,-0.001086253,-0.0059553683,0.0007510781,0.13141552,0.37758628,-0.000526861,-0.0005741675,0.0012566298,-0.007743329,0.11894353,0.64828926,0.03572791,0.019322354,0.13221163,0.4894951,-0.21265239,-0.44715175,-0.34208345,0.19679917,0.3125416,-0.2997068,-0.01310208,0.015606227,-0.00038599965,-0.003831703,0.09088747,0.011358536,-0.8639928,0.6869931
41,,,,,,,,,,,,,-0.38408393,0.14451088,-0.0075476533,0.004276329,-0.00667423,0.0009750724,0.13137782,0.37751892,-0.0003650454,-0.00083542673,0.0012189299,-0.007810682,0.12220898,0.64972246,0.036560316,0.0142247,0.13547708,0.4909283,-0.24350895,-0.42790458,-0.34323445,0.2223866,0.28168505,-0.2804596,-0.008971943,0.05091019,0.00030100346,-0.0040480127,0.097643845,-0.0026706804,-0.86671793,0.74787235
42,,,,,,,,,,,,,-0.38470614,0.14516902,-0.0065962975,0.008830861,-0.007296443,0.001633212,0.13134265,0.37743697,-0.00040347318,-0.0009476412,0.0011837631,-0.007892638,0.12559018,0.6506835,0.038072947,0.008906057,0.13885827,0.49188936,-0.2744378,-0.4064186,-0.34386316,0.24690634,0.2507562,-0.25897363,-0.00935557,0.05623614,-0.0012968921,-0.0032107125,0.106527075,-0.017624695,-0.8643733,0.80116373
43,,,,,,,,,,,,,-0.3852209,0.14607114,-0.0052811885,0.010619861,-0.0078111887,0.0025353283,0.13125637,0.37736282,-0.001236146,-0.000761935,0.0010974854,-0.007966787,0.12915167,0.6511492,0.040321972,0.0033088017,0.14241977,0.49235505,-0.3053668,-0.38283488,-0.34355238,0.26960856,0.21982718,-0.23538992,-0.0033396434,0.039967146,-0.009335411,-0.0005120411,0.11767256,-0.033707418,-0.8565506,0.8442879
44,,,,,,,,,,,,,-0.38547432,0.14716247,-0.0015831307,0.012878833,-0.008064628,0.0036266595,0.13108344,0.37729618,-0.0022645295,-0.0007296504,0.00092455745,-0.008033425,0.13296606,0.6510885,0.043412093,-0.002666743,0.14623415,0.4922943,-0.33621368,-0.35733762,-0.3423382,0.29014966,0.18898031,-0.20989266,0.023777613,0.0491394,-0.013374202,-0.0015819917,0.13170612,-0.051483445,-0.8467398,0.8794326
45,,,,,,,,,,,,,-0.38527647,0.14854142,0.0040894905,0.016543033,-0.00786677,0.005005613,0.13082509,0.37721914,-0.0031735573,-0.00091998454,0.0006662011,-0.008110464,0.13710862,0.6504781,0.047336664,-0.008839359,0.15037672,0.49168396,-0.36694628,-0.33011892,-0.34104133,0.3085703,0.15824771,-0.18267396,0.05276839,0.06883907,-0.014751601,-0.0037274673,0.147776,-0.068393014,-0.84287614,0.90958095
46,,,,,,,,,,,,,-0.38457435,0.15014453,0.009656914,0.018446948,-0.007164657,0.0066087246,0.13050129,0.37711543,-0.0038099717,-0.0012688088,0.00034239888,-0.008214176,0.14164512,0.64931196,0.051939968,-0.0150165865,0.15491322,0.4905178,-0.39761794,-0.3013697,-0.3406738,0.3248686,0.12757605,-0.15392473,0.06589796,0.06039672,-0.014298031,-0.0057882057,0.1643747,-0.08387068,-0.8489282,0.93440896
47,,,,,,,,,,,,,-0.38323602,0.15163459,0.01747697,0.01561081,-0.005826324,0.008098781,0.1301228,0.3769803,-0.00440323,-0.0016176362,-0.000036090612,-0.008349299,0.146615,0.6475858,0.05686135,-0.021261761,0.1598831,0.48879164,-0.42826945,-0.27131358,-0.3405217,0.33850136,0.09692454,-0.123868614,0.10234286,0.017756,-0.015457517,-0.006660296,0.17906363,-0.099993214,-0.85016334,0.9484986
48,,,,,,,,,,,,,-0.38115174,0.1525258,0.02599971,0.0070480257,-0.0037420392,0.00898999,0.1296776,0.37681496,-0.005218437,-0.0019467898,-0.0004812926,-0.008514643,0.15201302,0.64529514,0.061536234,-0.027547518,0.16528112,0.48650098,-0.45863932,-0.2402677,-0.33590403,0.3481807,0.066554666,-0.09282273,0.12891982,-0.04660082,-0.019160146,-0.007335624,0.18890224,-0.11601193,-0.8051271,0.943047
49,,,,,,,,,,,,,-0.37861615,0.15242745,0.029259773,-0.0051630335,-0.0012064576,0.008891642,0.12916295,0.376616,-0.005968237,-0.002342575,-0.000995934,-0.008713603,0.15776949,0.64244556,0.06517351,-0.033719543,0.17103758,0.4836514,-0.48663846,-0.20913881,-0.2987004,0.34472433,0.038555533,-0.061693847,0.097599916,-0.104490526,-0.020544097,-0.008824823,0.19021332,-0.13058904,-0.46772343,0.83588755
50,,,,,,,,,,,,,-0.37621126,0.15138453,0.025451614,-0.014800269,0.0011984408,0.007848725,0.12862346,0.37636986,-0.006007116,-0.0029310426,-0.0015354306,-0.00895974,0.16372676,0.63908327,0.06670099,-0.039176665,0.17699486,0.4802891,-0.507249,-0.1821504,-0.19415964,0.27744493,0.017944992,-0.03470543,0.035067834,-0.10927994,-0.01530939,-0.011741118,0.17820857,-0.13887009,0.29865643,0.18901694
51,,,,,,,,,,,,,-0.37506333,0.15040383,0.0064060763,-0.008944968,0.0023463666,0.0068680197,0.12811981,0.37606227,-0.005390538,-0.0036607236,-0.002039075,-0.00926733,0.16961642,0.6352908,0.064810544,-0.043619126,0.18288451,0.47649664,-0.5195485,-0.16323845,-0.107911356,0.17647654,0.0056455135,-0.015793487,-0.12682635,0.021552362,-0.008852012,-0.014624413,0.14784805,-0.14236626,0.37708378,-0.31607172
52,,,,,,,,,,,,,-0.37594423,0.15053299,-0.017884668,0.00662537,0.0014654696,0.006997183,0.12767898,0.37572366,-0.0046520606,-0.003812942,-0.0024799109,-0.009605944,0.17511366,0.63120997,0.059215616,-0.04620457,0.18838176,0.4724158,-0.5257085,-0.1523833,-0.04871218,0.09268101,-0.0005145073,-0.004938334,-0.22689226,0.13334095,-0.006091564,-0.01067399,0.10607712,-0.13490222,0.32221332,-0.39676407
53,,,,,,,,,,,,,-0.3786207,0.151686,-0.035666056,0.015904156,-0.0012110174,0.00815019,0.12731628,0.37541,-0.0037189284,-0.0033217042,-0.002842605,-0.009919614,0.17992356,0.6270302,0.05055708,-0.046558805,0.19319166,0.46823603,-0.5279694,-0.14746518,-0.013326161,0.03562825,-0.0027754307,-0.000020220876,-0.22252552,0.109351285,-0.002298828,-0.004619979,0.06145366,-0.11905379,0.23207971,-0.3388251
54,,,,,,,,,,,,,-0.38191506,0.15309699,-0.03707299,0.015564224,-0.004505366,0.009561181,0.12705778,0.37515247,-0.0024489702,-0.0026308252,-0.0031011105,-0.0101771355,0.18382797,0.6229533,0.03979478,-0.044668898,0.19709606,0.46415913,-0.52809024,-0.1461655,0.004649577,0.0038475757,-0.0028962493,0.0012794584,-0.10323448,0.03636107,0.0034022648,-0.0013954742,0.018769667,-0.097497895,0.14644198,-0.22873613
55,,,,,,,,,,,,,-0.38469413,0.15421085,-0.027782103,0.01078246,-0.0072844326,0.010675043,0.12692598,0.37495235,-0.0009720883,-0.0020201576,-0.0032329112,-0.010377258,0.18669444,0.6191672,0.027877297,-0.040766977,0.19996254,0.46037304,-0.5273634,-0.14653371,0.009788539,-0.008060485,-0.0021694303,0.0009112507,0.00022639334,-0.008907094,0.008646392,-0.00047038865,-0.019687865,-0.072653025,0.063013576,-0.10946167
56,,,,,,,,,,,,,-0.3865217,0.15489802,-0.016568484,0.0060616215,-0.009112,0.01136221,0.12693459,0.3748016,0.0006295395,-0.0015022584,-0.0032242984,-0.010527998,0.18847288,0.6158238,0.015701925,-0.035339788,0.20174098,0.45702964,-0.5265728,-0.14731862,0.008281975,-0.009051263,-0.0013788342,0.00012634695,0.04268089,-0.02025224,0.013586057,0.00012860075,-0.0520605,-0.0476456,0.0094057005,-0.030059008
57,,,,,,,,,,,,,-0.3874733,0.15525341,-0.0075757983,0.0028924667,-0.010063589,0.011717603,0.12708871,0.3746973,0.0022540402,-0.0009873458,-0.0030701756,-0.010632306,0.18918857,0.6130319,0.004077214,-0.028860603,0.20245667,0.45423776,-0.52602345,-0.14796564,0.005014394,-0.0062580663,-0.00082945824,-0.0005206764,0.04850564,-0.016537495,0.017818859,0.0013934774,-0.076992296,-0.023557622,-0.0119708795,0.0053038136
58,,,,,,,,,,,,,-0.38781616,0.15540804,-0.0019270408,0.00113099,-0.010406464,0.011872232,0.12738054,0.3746422,0.003736725,-0.00042446534,-0.0027783513,-0.010687411,0.18893115,0.6108587,-0.0063289087,-0.021790171,0.20219925,0.4520645,-0.52573764,-0.14834684,0.0022567748,-0.0032244022,-0.00054365396,-0.0009018779,0.037548076,-0.010383601,0.02046195,0.0031604401,-0.093868196,-0.0014471662,-0.015040202,0.014691477
59,,,,,,,,,,,,,-0.38782436,0.15545875,0.00082699035,0.0002795746,-0.01041466,0.011922941,0.1277857,0.37463957,0.004884764,0.00016870165,-0.0023731887,-0.010690033,0.18784203,0.6093304,-0.014987914,-0.014575879,0.20111012,0.45053625,-0.5256345,-0.14851202,0.0005887188,-0.0011409135,-0.00044053793,-0.0010670573,0.02272271,-0.00568668,0.020822197,0.0048705065,-0.10241233,0.0176675,-0.011038623,0.012773881
