timestep,,,,,,,,,,,,,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7
10,,,,,,,,,,,,,-0.056297194,0.600581,0.18018304,0.06937123,-0.5534852,1.1796173,-0.18724945,-0.34378338,-0.35194546,-0.016366914,0.19467944,-0.060995758,0.5957327,0.13669077,0.12407237,-0.32928312,0.6172607,0.67152226,-0.61083645,0.3345954,-0.0032637704,0.2875858,-0.77633417,-0.17020896,0.67067516,0.2018463,-0.90511745,0.5135533,0.07197392,-0.89705104,0.12019059,0.79242885
11,,,,,,,,,,,,,-0.038458724,0.606973,0.20721635,0.07184742,-0.53564674,1.1860093,-0.21903834,-0.3412207,-0.35384187,0.050894797,0.16289055,-0.058433086,0.6042397,0.10657805,0.07974646,-0.337237,0.6257677,0.6414095,-0.60988826,0.3609504,0.017435377,0.29545718,-0.775386,-0.14385396,0.7207906,0.19818988,-0.898827,0.6316998,-0.13307828,-0.9027462,0.19883205,0.7976784
12,,,,,,,,,,,,,-0.01837261,0.613546,0.23116037,0.07362629,-0.5155606,1.1925824,-0.25092778,-0.33340678,-0.35456976,0.10478489,0.13100111,-0.050619155,0.6084637,0.07583922,0.030526906,-0.34369534,0.6299917,0.6106707,-0.60692185,0.3879746,0.04072304,0.3026741,-0.7724196,-0.11682978,0.75748146,0.19740716,-0.8918841,0.666138,-0.2928294,-0.9076756,0.2764651,0.810812
13,,,,,,,,,,,,,0.003701354,0.6202452,0.25231922,0.0748403,-0.49348664,1.1992815,-0.28273296,-0.32192796,-0.35280108,0.13892086,0.09919593,-0.039140344,0.60835254,0.044576004,-0.017113987,-0.3492059,0.62988055,0.57940745,-0.6017954,0.41565478,0.0650795,0.30999953,-0.7672931,-0.089149594,0.7894895,0.19620582,-0.86873776,0.60332215,-0.40009165,-0.9143443,0.3453723,0.8299393
14,,,,,,,,,,,,,0.02751477,0.626984,0.27073067,0.07489301,-0.46967322,1.2060204,-0.31381562,-0.30922794,-0.34164384,0.14220648,0.06811327,-0.026440322,0.6042098,0.012830976,-0.060488082,-0.35448086,0.6257378,0.54766244,-0.5945179,0.44399068,0.08875145,0.31726518,-0.7600156,-0.060813695,0.81491274,0.18762779,-0.7704299,0.3801581,-0.47652593,-0.9257649,0.39941838,0.84765494
15,,,,,,,,,,,,,0.05281061,0.6335837,0.286232,0.07254736,-0.4443774,1.21262,-0.34186515,-0.2981022,-0.29667047,0.114326045,0.04006374,-0.015314579,0.5964383,-0.019371616,-0.099279836,-0.35946944,0.6179663,0.51545984,-0.5852026,0.4728734,0.1108783,0.32274634,-0.7507003,-0.031930983,0.8318399,0.16377603,-0.40437594,0.07671179,-0.53913766,-0.93608814,0.44314727,0.8479738
16,,,,,,,,,,,,,0.07930223,0.6397947,0.2984111,0.067242615,-0.41788578,1.2188311,-0.36289173,-0.29000834,-0.20210756,0.07773415,0.019037157,-0.0072207153,0.58544236,-0.05198862,-0.13362516,-0.36388204,0.60697037,0.48284283,-0.57380956,0.50200874,0.13444477,0.32421595,-0.7393073,-0.0027956367,0.83737135,0.12832093,0.2039529,-0.08010394,-0.591653,-0.9427997,0.5128605,0.8215618
17,,,,,,,,,,,,,0.106629394,0.64534014,0.30624732,0.058802277,-0.3905586,1.2243764,-0.37555146,-0.28500926,-0.10994184,0.04445112,0.006377429,-0.002221644,0.5716396,-0.08495292,-0.16323365,-0.367464,0.5931676,0.44987854,-0.56011957,0.5308807,0.16094583,0.31909084,-0.7256173,0.026076317,0.82438993,0.08370311,0.4163882,-0.13849495,-0.6301478,-0.9455256,0.6011225,0.7592894
18,,,,,,,,,,,,,0.1343279,0.6499382,0.30851844,0.047233168,-0.36286008,1.2289746,-0.3812576,-0.28264728,-0.040131085,0.017141515,0.0006712973,0.00014033914,0.55546117,-0.11818161,-0.18802351,-0.37007955,0.5769892,0.41664985,-0.54411167,0.55895257,0.1863253,0.30831945,-0.7096094,0.054148197,0.78832936,0.031314537,0.423253,-0.1619683,-0.6559825,-0.9448163,0.65615904,0.69001293
19,,,,,,,,,,,,,0.16190504,0.6533107,0.30535954,0.03259265,-0.33528298,1.232347,-0.38307658,-0.28174058,-0.010250004,0.0065409495,-0.0011476874,0.001047045,0.5372668,-0.151583,-0.2092277,-0.37164977,0.5587948,0.38324845,-0.5259847,0.58599573,0.20895383,0.296559,-0.6914824,0.08119136,0.7397071,-0.028322313,0.19848312,-0.06315189,-0.68210065,-0.9409014,0.6920984,0.6531944
20,,,,,,,,,,,,,0.18902448,0.6552006,0.29931095,0.015200803,-0.30816352,1.234237,-0.3836971,-0.28158608,-0.0052169417,-0.0006957607,-0.0017682016,0.0012015402,0.5173153,-0.18505338,-0.22790916,-0.37201458,0.53884333,0.3497781,-0.50600296,0.6121137,0.22855185,0.28702044,-0.6715007,0.10730934,0.7029131,-0.09243682,0.024705611,-0.056014728,-0.70988417,-0.932772,0.71836513,0.6460122
21,,,,,,,,,,,,,0.21562663,0.6552784,0.29371372,-0.00630219,-0.28156137,1.2343147,-0.383646,-0.2823295,0.0034595395,-0.012042695,-0.0017171204,0.0004581213,0.49575707,-0.21848482,-0.24534976,-0.37118343,0.51728505,0.31634665,-0.48441452,0.63751817,0.24553137,0.27989796,-0.64991224,0.1327138,0.6923052,-0.17702793,0.07372246,-0.11520875,-0.7441788,-0.92172426,0.74117506,0.64632654
22,,,,,,,,,,,,,0.24186371,0.6530946,0.29042777,-0.03324524,-0.2553243,1.2321309,-0.38321313,-0.28303462,0.0054857065,-0.005731507,-0.0012842417,-0.00024700165,0.4726858,-0.25178507,-0.26184624,-0.3694125,0.4942138,0.2830464,-0.46142024,0.6622714,0.26047158,0.2726044,-0.62691796,0.15746701,0.70142496,-0.285186,0.028910521,0.03300514,-0.77833927,-0.9102497,0.7632307,0.62680924
23,,,,,,,,,,,,,0.26785988,0.6485521,0.2880558,-0.05908607,-0.22932813,1.2275884,-0.38282296,-0.28336856,0.003760094,-0.0026995689,-0.0008940697,-0.00058093667,0.44817945,-0.28490084,-0.27751613,-0.36722302,0.46970743,0.24993062,-0.43719563,0.6860572,0.2735081,0.26012874,-0.6026934,0.18125284,0.7023498,-0.34152147,-0.003541857,0.015990611,-0.8113143,-0.9016364,0.781544,0.556754
24,,,,,,,,,,,,,0.29367867,0.6418937,0.28628486,-0.0814304,-0.20350933,1.22093,-0.3824424,-0.28365645,0.0044623627,-0.0034488016,-0.0005135238,-0.0008688271,0.42230925,-0.31781536,-0.2924112,-0.364964,0.44383723,0.2170161,-0.41190866,0.7078573,0.28469583,0.2332708,-0.5774064,0.20305294,0.7024297,-0.37115845,0.016422926,-0.01424125,-0.842741,-0.8954673,0.79564744,0.3817421
25,,,,,,,,,,,,,0.31938028,0.6333884,0.2852176,-0.101039015,-0.17780772,1.2124248,-0.3823678,-0.28336865,-0.0009874864,0.0065207183,-0.0004388988,-0.0005810261,0.39514408,-0.35053638,-0.30654755,-0.3628686,0.41667205,0.18429509,-0.38569552,0.7264352,0.29453766,0.1929967,-0.55119324,0.22163081,0.70503986,-0.3996622,-0.043342583,0.0910732,-0.87239134,-0.8914563,0.81015754,0.18043624
26,,,,,,,,,,,,,0.34498405,0.6231952,0.28412086,-0.11936732,-0.15220395,1.2022314,-0.38278508,-0.28241813,-0.006461336,0.012581727,-0.0008561909,0.0003694892,0.3667607,-0.38306937,-0.31978226,-0.3607818,0.38828868,0.1517621,-0.35864478,0.7411678,0.30357698,0.14904487,-0.5241425,0.23636341,0.70207644,-0.43588045,-0.057207208,0.07691189,-0.89871585,-0.8863038,0.8267372,0.04297313
27,,,,,,,,,,,,,0.37040552,0.61130106,0.2816305,-0.13855076,-0.12678248,1.1903374,-0.38331062,-0.28157994,-0.005527835,0.007678618,-0.0013817251,0.0012076795,0.33725682,-0.41539153,-0.33184063,-0.35831213,0.3587848,0.11943993,-0.3308177,0.75197184,0.31199586,0.10554472,-0.49631542,0.24716747,0.68539846,-0.49025258,-0.006818323,-0.017576773,-0.92004013,-0.87725747,0.8431308,-0.06238925
28,,,,,,,,,,,,,0.3954828,0.5975845,0.27713948,-0.15933397,-0.10170519,1.1766207,-0.38348624,-0.28130084,-0.00016309728,0.000811578,-0.0015573502,0.0014867783,0.30674893,-0.44742355,-0.3425444,-0.35471067,0.3282769,0.08740792,-0.302265,0.7589085,0.31988078,0.06283902,-0.4677627,0.25410414,0.65916634,-0.5542089,0.039827786,-0.049473852,-0.93663883,-0.8597654,0.85883945,-0.1631951
29,,,,,,,,,,,,,0.42003313,0.5819714,0.27060223,-0.1805498,-0.077154875,1.1610076,-0.38333443,-0.2815295,0.002611427,-0.0042162985,-0.0014055371,0.0012581348,0.27536792,-0.47894892,-0.3517448,-0.34806776,0.2968959,0.055882543,-0.2730365,0.76202947,0.32720143,0.020596106,-0.43853426,0.2572251,0.62747604,-0.6104935,0.027337503,-0.04824982,-0.9483656,-0.82034755,0.8729082,-0.26533163
30,,,,,,,,,,,,,0.44396207,0.5645561,0.26351446,-0.19998087,-0.053225935,1.1435924,-0.38315883,-0.28189248,0.0016209619,-0.003941734,-0.0012299418,0.00089514256,0.24325347,-0.50934815,-0.3593684,-0.3326193,0.26478145,0.02548331,-0.24318798,0.7613612,0.33387476,-0.021436224,-0.4086857,0.2565568,0.6056282,-0.64568555,-0.0033760837,-0.007795098,-0.9555977,-0.7156842,0.8847371,-0.36883304
31,,,,,,,,,,,,,0.46731916,0.5455655,0.25752747,-0.21652038,-0.029868841,1.1246018,-0.3830817,-0.28200567,0.00047501177,8.439447e-05,-0.0011528134,0.00078195333,0.21054795,-0.537404,-0.36540782,-0.30128747,0.23207593,-0.0025725365,-0.21277806,0.75693434,0.3398944,-0.063061565,-0.3782758,0.25212997,0.5989163,-0.6653471,-0.0074070976,0.030406952,-0.9588149,-0.5182304,0.89488363,-0.46984395
32,,,,,,,,,,,,,0.49022824,0.5252538,0.2530543,-0.23026851,-0.006959766,1.10429,-0.38320497,-0.28204724,-0.0022924526,-0.0007343028,-0.0012760758,0.0007403791,0.17740583,-0.5609148,-0.36966485,-0.24120249,0.19893381,-0.02608335,-0.18185979,0.7488319,0.34535715,-0.10350988,-0.3473575,0.24402755,0.599087,-0.67878187,-0.026487114,-0.007975986,-0.9560904,-0.15236905,0.90436333,-0.5621371
33,,,,,,,,,,,,,0.5127996,0.50384945,0.24966218,-0.24160555,0.015611619,1.0828857,-0.38357675,-0.2822868,-0.005050404,-0.0036252337,-0.0016478598,0.000500828,0.1440068,-0.5771852,-0.37181795,-0.15057227,0.1655348,-0.04235375,-0.15047544,0.73721755,0.35039416,-0.14181815,-0.31597316,0.23241317,0.59871423,-0.68904173,-0.033310648,-0.030745063,-0.9456939,0.30329597,0.913763,-0.6418574
34,,,,,,,,,,,,,0.53508765,0.48154935,0.24663633,-0.2508656,0.037899643,1.0605856,-0.38411584,-0.2826004,-0.0064593437,-0.0034143846,-0.002186954,0.00018721819,0.110538125,-0.5850584,-0.3719023,-0.055932336,0.1320661,-0.050226927,-0.11865791,0.722328,0.3550952,-0.17724873,-0.28415564,0.21752363,0.59389675,-0.69661474,-0.026715402,-0.0069545987,-0.9303879,0.5699687,0.92299604,-0.7088512
35,,,,,,,,,,,,,0.5570658,0.45851138,0.24298412,-0.2585335,0.059877783,1.0375477,-0.38471973,-0.28275687,-0.006835268,-0.0009006906,-0.0027908385,3.0755997e-05,0.077236675,-0.58501416,-0.3690731,0.028702244,0.09876466,-0.0501827,-0.0864342,0.70445305,0.35951418,-0.20929174,-0.25193194,0.19964868,0.58006895,-0.70384276,-0.019907601,0.01660098,-0.9014636,0.70651495,0.93192786,-0.7635516
36,,,,,,,,,,,,,0.5786295,0.4348625,0.23790331,-0.26488107,0.08144149,1.0138988,-0.38533905,-0.2826621,-0.006904404,0.0020292876,-0.0034101605,0.00012552738,0.04469695,-0.57837164,-0.35779217,0.096357115,0.06622493,-0.04354018,-0.053832054,0.6838932,0.36361203,-0.23801868,-0.21932979,0.17908883,0.5566523,-0.7098093,-0.017779533,0.027048057,-0.80987436,0.74830437,0.9397638,-0.8104986
37,,,,,,,,,,,,,0.5996294,0.41070607,0.23104662,-0.27016655,0.1024414,0.9897424,-0.38598204,-0.28236333,-0.007265008,0.003965513,-0.0040531456,0.00042429566,0.015626792,-0.56742823,-0.30560657,0.13421181,0.037154775,-0.032596767,-0.020888012,0.6609341,0.36726135,-0.2636439,-0.18638575,0.15612972,0.5261915,-0.7150573,-0.02086706,0.024435472,-0.37262478,0.6194396,0.9455234,-0.85129863
38,,,,,,,,,,,,,0.6199329,0.38612658,0.22286841,-0.27457556,0.12274489,0.9651629,-0.38664573,-0.28201312,-0.007429141,0.0038542275,-0.0047168434,0.00077450275,-0.005132314,-0.55610746,-0.19318181,0.12157383,0.01639567,-0.021275997,0.012346571,0.63586974,0.37027907,-0.2859177,-0.15315117,0.13106537,0.4958343,-0.7195064,-0.019803856,0.008800924,0.36023092,0.20914978,0.9483301,-0.8818478
39,,,,,,,,,,,,,0.63949394,0.36119485,0.21458311,-0.2782405,0.14230594,0.94023114,-0.3871969,-0.28196558,-0.005471727,-0.0011351041,-0.0052680075,0.00082203746,-0.01674797,-0.54736376,-0.09700336,0.0849417,0.004780013,-0.012532294,0.045795128,0.60904795,0.37233645,-0.30407023,-0.11970261,0.10424358,0.4743183,-0.72308826,0.0010012981,-0.04025775,0.47882992,-0.062386632,0.9462717,-0.8963196
40,,,,,,,,,,,,,0.65837425,0.33595943,0.20738031,-0.28146988,0.16118625,0.91499573,-0.387486,-0.2823725,-0.0020825877,-0.006214305,-0.00555712,0.00041511655,-0.02171891,-0.5417954,-0.03434731,0.050334685,-0.00019092672,-0.0069639087,0.07929099,0.58100873,0.37209612,-0.3152859,-0.08620674,0.07620436,0.46442938,-0.72789526,0.020212073,-0.053629763,0.38405213,-0.13371599,0.92843753,-0.8723324
41,,,,,,,,,,,,,0.67672586,0.31043568,0.20217028,-0.28466165,0.17953786,0.889472,-0.3874811,-0.28301653,0.0011229396,-0.007626972,-0.0055522025,-0.00022891164,-0.023018528,-0.5387541,-0.004486654,0.025520418,-0.0014905445,-0.0039226413,0.11189144,0.5534849,0.35729277,-0.301087,-0.053606294,0.048680544,0.46635067,-0.7355922,0.026848806,-0.02966244,0.2127383,-0.122305915,0.78220737,-0.6462257
42,,,,,,,,,,,,,0.69472575,0.28457484,0.1989135,-0.28868335,0.19753775,0.8636111,-0.38726833,-0.2835947,0.002984339,-0.0058226255,-0.0053394437,-0.0008070767,-0.022886138,-0.53735745,0.0044498304,0.010517773,-0.0013581552,-0.0025259852,0.13852857,0.5311165,0.26530585,-0.22226377,-0.026969165,0.026312113,0.47285816,-0.75187147,0.021421343,-0.001023959,0.07814821,-0.08622543,-0.026637733,0.03551448
43,,,,,,,,,,,,,0.71242654,0.25819716,0.19555627,-0.29528633,0.21523854,0.8372334,-0.38698462,-0.283927,0.0032361534,-0.002626828,-0.0050557256,-0.0011393726,-0.02246325,-0.53682095,0.004823205,0.0036823493,-0.00093526766,-0.0019894838,0.15605697,0.5159158,0.1594872,-0.14221396,-0.009440765,0.011111438,0.46371138,-0.7877383,0.009978991,0.017401418,0.01485833,-0.04205981,-0.39492196,0.24483885
44,,,,,,,,,,,,,0.72980195,0.23113501,0.19181205,-0.30339238,0.23261395,0.8101713,-0.38673556,-0.2840103,0.002533103,-7.486198e-05,-0.0048066676,-0.0012226701,-0.02213509,-0.5366349,0.003057694,0.0012591927,-0.00060710683,-0.0018034577,0.16547602,0.5068143,0.07724064,-0.08058463,-2.1710992e-05,0.0020099282,0.45144835,-0.8192766,0.0010598745,0.018952591,-0.0055971006,-0.015025696,-0.4237476,0.26075825
45,,,,,,,,,,,,,0.746735,0.20334135,0.18631029,-0.31153154,0.24954697,0.78237766,-0.38656238,-0.28393915,0.0016201301,0.0012230502,-0.0046334863,-0.0011515319,-0.021954684,-0.5365524,0.0014779372,0.00074518373,-0.00042670034,-0.0017209649,0.16915183,0.50209045,0.022642996,-0.038438044,0.0036540926,-0.0027139187,0.42451277,-0.83987266,-0.0027969705,0.012791968,-0.008153332,-0.0019921076,-0.35287485,0.2200043
46,,,,,,,,,,,,,0.7627166,0.17488113,0.17320445,-0.31857142,0.2655286,0.75391746,-0.38646173,-0.2838113,0.0008671136,0.0015195006,-0.004532844,-0.00102368,-0.021877833,-0.53648835,0.0005418855,0.00069303723,-0.00034984946,-0.0016568899,0.16941851,0.5002396,-0.006876629,-0.011628374,0.0039207786,-0.004564762,0.33471763,-0.84922755,-0.0034798393,0.006022131,-0.005665674,0.0013414948,-0.23858875,0.17200159
47,,,,,,,,,,,,,0.77653366,0.14590156,0.1436817,-0.32370707,0.27934566,0.72493786,-0.38641262,-0.2836888,0.00038498634,0.0012821987,-0.0044837296,-0.0009011924,-0.02185423,-0.5364353,0.00012245096,0.00053767825,-0.00032624602,-0.0016038418,0.16813058,0.5000565,-0.018027252,0.0027632373,0.0026328415,-0.0047478676,0.13778396,-0.8477847,-0.0026534882,0.001425731,-0.002839632,0.00017900392,-0.12869781,0.11484518
48,,,,,,,,,,,,,0.7868857,0.116550356,0.100693546,-0.3273335,0.28969768,0.6955867,-0.38639176,-0.28359726,0.00015439244,0.0008845553,-0.004462868,-0.0008096397,-0.021850076,-0.5364094,8.041563e-06,0.00016441624,-0.00032209232,-0.0015779138,0.16646409,0.500573,-0.018761039,0.0072271004,0.0009663552,-0.0042313933,-0.07067739,-0.845532,-0.001343473,-0.0007709375,-0.0008379666,-0.0023884242,-0.05240603,0.05154673
49,,,,,,,,,,,,,0.7932261,0.086899266,0.055327967,-0.3305181,0.29603812,0.6659356,-0.38638222,-0.28354067,8.158573e-05,0.0005006204,-0.004453331,-0.0007530451,-0.021847766,-0.53642756,3.4455137e-05,-0.00038531038,-0.00031978264,-0.0015960932,0.16505308,0.5011893,-0.014136172,0.0066590635,-0.00044465065,-0.0036150813,-0.20192192,-0.8501795,-0.00034208596,-0.0016279616,0.00028423965,-0.0050862255,-0.000653915,0.012387376
50,,,,,,,,,,,,,0.7957005,0.056956287,0.013575807,-0.33379063,0.2985125,0.6359926,-0.38637388,-0.2835135,9.7995166e-05,0.00020257517,-0.0044449866,-0.00072586536,-0.021841042,-0.5365002,9.485309e-05,-0.0010174873,-0.0003130585,-0.0016687512,0.16421072,0.50166756,-0.0069713714,0.004641743,-0.0012870133,-0.0031368136,-0.27920166,-0.8590213,0.00036805865,-0.0017289018,0.00069011736,-0.007285045,0.03630758,-0.0035255367
51,,,,,,,,,,,,,0.7947271,0.026704542,-0.023011131,-0.33730048,0.2975391,0.60574085,-0.3863613,-0.28350642,0.00016046996,1.6469856e-05,-0.00443241,-0.0007188022,-0.021830052,-0.53663087,0.0001357259,-0.0016690989,-0.0003020689,-0.0017994046,0.16399513,0.5019581,-0.00010750978,0.0025206828,-0.0015026033,-0.0028463006,-0.33192986,-0.86957574,0.00086973584,-0.0013546153,0.0006458609,-0.009059833,0.051210187,-0.009606241
52,,,,,,,,,,,,,0.79075736,-0.0038752006,-0.05465624,-0.34101215,0.29356936,0.5751611,-0.38634235,-0.2835106,0.00023607934,-7.716296e-05,-0.0044134557,-0.00072297454,-0.021817498,-0.5368198,0.00014135253,-0.002314542,-0.00028951466,-0.0019883513,0.16422255,0.50208884,0.0038441988,0.0009189977,-0.0012751818,-0.002715528,-0.37397897,-0.88036793,0.0011572684,-0.0008951535,0.0003955811,-0.0106271785,0.039248314,-0.009715144
53,,,,,,,,,,,,,0.7842243,-0.034784865,-0.08155704,-0.34465498,0.28703627,0.54425144,-0.38631722,-0.28351977,0.00030118614,-0.00011461694,-0.0043883324,-0.00073215365,-0.021805968,-0.5370656,0.00012147734,-0.0029398887,-0.0002779849,-0.002234161,0.1645727,0.5021449,0.0039137425,0.00047484503,-0.0009250343,-0.0026594996,-0.4056486,-0.88895804,0.0012412661,-0.00056744734,0.00015462935,-0.012039821,0.010305934,-0.0021440317
54,,,,,,,,,,,,,0.77550185,-0.06601406,-0.104595244,-0.3481591,0.27831385,0.51302224,-0.38628724,-0.28353074,0.00034872728,-0.00012536248,-0.004358351,-0.0007431209,-0.0217964,-0.53736556,9.8721015e-05,-0.0035288532,-0.00026841648,-0.0025340915,0.16471091,0.5022388,0.00034622184,0.0013282768,-0.000786826,-0.0025655627,-0.4342745,-0.8966794,0.0012283766,-0.00039399785,7.613003e-05,-0.013239366,-0.025890851,0.009721431
55,,,,,,,,,,,,,0.7648622,-0.09755405,-0.1250304,-0.35158712,0.26767418,0.48148224,-0.38625383,-0.28354228,0.00038252195,-0.00012955628,-0.004324943,-0.0007546544,-0.021787236,-0.53771424,0.00010338859,-0.004048576,-0.00025925227,-0.0028827786,0.16442515,0.5024832,-0.004935663,0.0034079698,-0.0010725856,-0.0023211837,-0.4658397,-0.90467775,0.0012097651,-0.00035534424,0.00029347837,-0.014019357,-0.051953293,0.024117624
56,,,,,,,,,,,,,0.75245506,-0.12940559,-0.1442703,-0.35506546,0.25526705,0.4496307,-0.3862173,-0.28355438,0.00041769675,-0.00013662066,-0.004288405,-0.00076675415,-0.02177442,-0.5381057,0.00016185369,-0.0045006857,-0.00024643727,-0.003274262,0.16370814,0.5029338,-0.009482297,0.005806774,-0.0017895997,-0.0018705726,-0.5049751,-0.913751,0.001308053,-0.0003945343,0.0008431224,-0.014642544,-0.0578055,0.032507967
57,,,,,,,,,,,,,0.73828554,-0.1615786,-0.16402328,-0.35868406,0.24109754,0.4174577,-0.38617647,-0.28356752,0.0004716524,-0.00015121426,-0.004247576,-0.000779897,-0.02175238,-0.5385366,0.00028641307,-0.0049315756,-0.00022439659,-0.003705144,0.16269775,0.5035709,-0.012098596,0.007715134,-0.0027999878,-0.0012334585,-0.5582054,-0.92385,0.0015837984,-0.00048748773,0.0016502276,-0.015560619,-0.04986873,0.03360054
58,,,,,,,,,,,,,0.72226983,-0.19407958,-0.18491592,-0.3623411,0.22508183,0.38495672,-0.38612884,-0.28358242,0.000557952,-0.00017303732,-0.004199952,-0.00079479814,-0.02171551,-0.5390057,0.00047128354,-0.0053511993,-0.00018752739,-0.0041742325,0.16158913,0.5043196,-0.012427584,0.008620326,-0.0039086044,-0.00048476458,-0.61898446,-0.93328094,0.0020421268,-0.0005962662,0.0025647376,-0.016525175,-0.03353637,0.028339757
59,,,,,,,,,,,,,0.70432884,-0.22690147,-0.20655942,-0.36586112,0.20714083,0.35213482,-0.38607115,-0.2835994,0.0006823615,-0.00019699526,-0.0041422546,-0.00081178546,-0.021661457,-0.53951085,0.000665255,-0.0057442463,-0.00013347343,-0.004679382,0.1605944,0.50507456,-0.010365111,0.00827175,-0.0049033314,0.00027018785,-0.678725,-0.9410534,0.0026389747,-0.00067217264,0.0031179239,-0.01730847,-0.0104442015,0.018065056
