timestep,,,,,,,,,,,,,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7
17,,,,,,,,,,,,,-0.5608606,-0.30473414,0.014397083,-0.029987223,-0.015419304,-0.0025048852,-0.119851515,0.34773093,-0.23094998,0.007692269,0.030790687,0.6605479,0.3813678,0.5809314,-0.29159486,0.20593217,0.46810305,0.017383099,-0.2202738,-0.42638716,0.19522029,0.28199655,0.26131913,-0.8620403,0.38332072,0.28628674,-0.5204992,-0.02906177,-0.8498977,0.33049217,0.49101388,0.792902
18,,,,,,,,,,,,,-0.5584706,-0.30582857,0.032633442,-0.0032466576,-0.013029337,-0.0035993159,-0.14032915,0.34800678,-0.22581902,0.00075174985,0.010313049,0.66082376,0.35426825,0.597947,-0.3058611,0.18062668,0.4410035,0.034398675,-0.20282714,-0.40063617,0.19316746,0.2881857,0.2787658,-0.8362893,0.21835628,0.1924376,-0.52606523,-0.05017452,-0.87164974,0.26177573,0.4675228,0.766883
19,,,,,,,,,,,,,-0.55553913,-0.3055021,0.032540474,0.007064458,-0.010097861,-0.0032728314,-0.16057707,0.34761608,-0.22455586,-0.0068870448,-0.009934872,0.66043305,0.325984,0.6126046,-0.3184735,0.1539797,0.41271925,0.04905629,-0.18554913,-0.3744655,0.19138339,0.29208526,0.2960438,-0.8101186,0.0806539,0.094994515,-0.55191606,-0.07450857,-0.8907771,0.185097,0.46507785,0.75946033
20,,,,,,,,,,,,,-0.5529316,-0.30484432,0.027188921,0.0074306554,-0.007490337,-0.0026150644,-0.18097155,0.3464425,-0.22762993,-0.016116263,-0.030329347,0.65925944,0.29665655,0.62470895,-0.32955417,0.12474916,0.3833918,0.061160624,-0.16831824,-0.34792945,0.19148926,0.29622486,0.31327468,-0.78358257,0.027835628,0.02132312,-0.59213006,-0.10950979,-0.9069903,0.09264389,0.4795172,0.7716095
21,,,,,,,,,,,,,-0.5507255,-0.30447146,0.02317317,0.002498878,-0.00528425,-0.0022422075,-0.20192519,0.34423226,-0.23541257,-0.02877919,-0.051282987,0.65704924,0.26641366,0.63395584,-0.33927134,0.09173909,0.3531489,0.07040751,-0.15093887,-0.32095626,0.19391179,0.30144057,0.33065405,-0.7566094,0.027814796,-0.030741133,-0.6469008,-0.16691993,-0.9210576,-0.01822779,0.5029488,0.7927188
22,,,,,,,,,,,,,-0.5488566,-0.30454043,0.019561687,-0.002398944,-0.0034153461,-0.00231117,-0.2237759,0.34060815,-0.24647239,-0.04601228,-0.07313369,0.6534251,0.23536947,0.6399602,-0.34776726,0.05420373,0.32210472,0.0764119,-0.13318788,-0.29344094,0.19889377,0.30786854,0.34840506,-0.729094,0.021818126,-0.042731024,-0.69912934,-0.24427891,-0.9331381,-0.14600587,0.53459907,0.81788105
23,,,,,,,,,,,,,-0.5474458,-0.30475172,0.013731683,-0.0023222202,-0.0020045042,-0.0025224686,-0.24666785,0.33513188,-0.2582963,-0.06826529,-0.096025646,0.64794886,0.20362711,0.642313,-0.35515562,0.012111697,0.29036236,0.07876468,-0.11484403,-0.26529,0.20628387,0.31524795,0.3667489,-0.7009431,-0.009395844,-0.0052301222,-0.73442006,-0.33756083,-0.9433019,-0.285411,0.5711354,0.8434654
24,,,,,,,,,,,,,-0.54659176,-0.30470026,0.00736844,0.0020190026,-0.0011504889,-0.002471,-0.27050036,0.32735923,-0.26806015,-0.09541183,-0.11985816,0.6401762,0.17128162,0.6407046,-0.3615136,-0.032863494,0.25801685,0.077156246,-0.09578787,-0.23646489,0.2144609,0.32279503,0.38580507,-0.672118,-0.029303221,0.03760668,-0.74337924,-0.44212872,-0.95146894,-0.4194727,0.5974798,0.8635906
25,,,,,,,,,,,,,-0.54617894,-0.30424207,0.0031957785,0.006626523,-0.0007376671,-0.002012819,-0.29488492,0.31693515,-0.27237925,-0.12602873,-0.14424272,0.62975216,0.13842121,0.63506657,-0.36691675,-0.07753475,0.22515646,0.07151824,-0.076270826,-0.20704271,0.21805353,0.32897228,0.4053221,-0.64269584,-0.023305517,0.051122706,-0.7133415,-0.5446987,-0.957816,-0.52887136,0.5720787,0.8687604
26,,,,,,,,,,,,,-0.54590625,-0.30359644,0.0029479358,0.0074469796,-0.00046497583,-0.0013671815,-0.31933317,0.30384338,-0.2712813,-0.15518156,-0.16869096,0.61666036,0.10512917,0.62562466,-0.37140882,-0.11859789,0.1918644,0.06207633,-0.05714518,-0.17722811,0.20973405,0.33242384,0.42444775,-0.61288124,0.0055110194,0.024770873,-0.66996884,-0.6065999,-0.9622125,-0.60446835,0.46193936,0.856946
27,,,,,,,,,,,,,-0.5455242,-0.30310544,0.0048945253,0.004459189,-0.00008291006,-0.0008761883,-0.3437946,0.28821683,-0.27205002,-0.1828528,-0.19315241,0.6010338,0.07149083,0.6129243,-0.3749345,-0.15237394,0.15822607,0.04937595,-0.0390551,-0.14713724,0.19663423,0.33530265,0.4425378,-0.5827904,0.026835732,-0.011260462,-0.68589073,-0.6646664,-0.9637791,-0.6342554,0.39333683,0.859847
28,,,,,,,,,,,,,-0.5451146,-0.30284035,0.0043797325,0.002188243,0.00032669306,-0.0006110966,-0.36856025,0.27022037,-0.2767355,-0.20851475,-0.21791805,0.5830374,0.03761094,0.59792507,-0.3771976,-0.17380002,0.12434618,0.03437674,-0.021915983,-0.1167167,0.18733487,0.33935764,0.45967695,-0.55236983,0.0070883785,-0.011561486,-0.72697973,-0.71375144,-0.9599676,-0.5951959,0.3985919,0.8788061
29,,,,,,,,,,,,,-0.54496497,-0.30261046,0.00030396145,0.0027371312,0.00047630072,-0.0003812015,-0.39389402,0.25011015,-0.28386137,-0.23091318,-0.24325182,0.5629271,0.0037011248,0.5825659,-0.3765648,-0.16908507,0.09043637,0.019017577,-0.005383853,-0.085877396,0.1818681,0.3443095,0.47620907,-0.5215305,-0.029808383,0.010959488,-0.76309764,-0.745271,-0.9366664,-0.38735053,0.41367,0.89791334
30,,,,,,,,,,,,,-0.5451588,-0.3023141,-0.003382769,0.0035707355,0.0002824664,-0.00008484721,-0.41988924,0.22820188,-0.29132318,-0.24968132,-0.26924706,0.54101884,-0.029196497,0.57042336,-0.36001128,-0.11783324,0.057538744,0.006875038,0.010555776,-0.054613136,0.17472643,0.34891626,0.4921487,-0.49026626,-0.036107402,0.015178867,-0.78427124,-0.76496416,-0.775877,0.08980567,0.3832531,0.9068414
31,,,,,,,,,,,,,-0.5455214,-0.3020484,-0.0043518343,0.0026431328,-0.00008010864,0.0001808703,-0.44638598,0.20490873,-0.29595116,-0.26337856,-0.29574376,0.5177257,-0.056326196,0.56341326,-0.272156,-0.05791818,0.030409046,-0.00013506413,0.02531718,-0.023045063,0.15866017,0.35167634,0.5069101,-0.45869818,-0.018147577,-0.0003491901,-0.77458805,-0.7611759,-0.021475239,0.30456758,0.2761532,0.8998922
32,,,,,,,,,,,,,-0.5458547,-0.30192587,-0.0033793296,0.00072028185,-0.00041341782,0.00030338764,-0.47273546,0.18087606,-0.29118273,-0.2688553,-0.32209325,0.49369305,-0.07432817,0.56065154,-0.16395487,-0.017070193,0.012407072,-0.0028967857,0.038230814,0.008624449,0.13589707,0.35198703,0.51982373,-0.42702866,-0.001154534,-0.012620676,-0.6921936,-0.71321374,0.40162107,0.26368442,0.16901924,0.88229716
33,,,,,,,,,,,,,-0.5459876,-0.30200452,-0.00052421854,-0.0016708905,-0.0005463362,0.00022473931,-0.4981894,0.15671757,-0.2786409,-0.26821384,-0.34754717,0.46953455,-0.08422776,0.56053466,-0.083015844,0.006587729,0.002507478,-0.0030136704,0.049031205,0.040179297,0.11205801,0.34992066,0.53062415,-0.39547384,0.020102788,-0.02211102,-0.60253835,-0.6657238,0.39950317,0.19390374,0.10135206,0.8593043
34,,,,,,,,,,,,,-0.5458362,-0.30228847,0.0027860086,-0.0038970672,-0.00039494038,-0.000059217215,-0.5225469,0.1327124,-0.266637,-0.26597923,-0.37190467,0.44552937,-0.088767625,0.56171304,-0.0341563,0.016345587,-0.0020323843,-0.0018352866,0.057640992,0.07141071,0.087467425,0.3455632,0.5392339,-0.3642424,0.031791728,-0.026438998,-0.5765629,-0.64818895,0.2810558,0.11404791,0.03423921,0.8312268
35,,,,,,,,,,,,,-0.54546684,-0.30270445,0.0047633452,-0.004984338,-0.000025570393,-0.00047519803,-0.54595304,0.10899177,-0.25678346,-0.26235405,-0.39531082,0.42180875,-0.09032255,0.5632446,-0.008837214,0.017355118,-0.0035873055,-0.00030374527,0.06417319,0.102153316,0.06513628,0.33959517,0.5457661,-0.3334998,0.026738394,-0.020615373,-0.56805694,-0.6286961,0.16780013,0.050959297,-0.0046430044,0.80422735
36,,,,,,,,,,,,,-0.54501444,-0.303184,0.005158591,-0.0054999525,0.00042682886,-0.0009547472,-0.5684413,0.08585704,-0.24641088,-0.2544018,-0.41779906,0.398674,-0.090394594,0.5646389,0.0032180576,0.014561822,-0.0036593527,0.0010905862,0.068999864,0.1322632,0.047876168,0.33203384,0.5505928,-0.3033899,0.015860822,-0.017617,-0.53823304,-0.5763626,0.098459676,0.015454854,-0.009760412,0.77337503
37,,,,,,,,,,,,,-0.54457575,-0.30376276,0.004732603,-0.006896769,0.00086551905,-0.0015335083,-0.58986616,0.0637842,-0.23387732,-0.24067986,-0.43922395,0.37660116,-0.08988119,0.565775,0.0069478126,0.011652147,-0.003145948,0.0022266507,0.072606094,0.16148287,0.03616585,0.32097772,0.55419904,-0.27417025,0.008636602,-0.027718047,-0.49069154,-0.4987851,0.0453427,0.0073077907,0.0025871785,0.7195232
38,,,,,,,,,,,,,-0.544182,-0.30449697,0.00419626,-0.008788207,0.0012592673,-0.0022677183,-0.6101514,0.04307794,-0.22114919,-0.22476433,-0.4595092,0.35589492,-0.08936928,0.5666702,0.005057904,0.00909406,-0.002634041,0.0031218529,0.07539164,0.18926471,0.028342677,0.30254197,0.55698454,-0.2463884,0.0064680716,-0.036156304,-0.45741233,-0.44254458,-0.0015295658,0.003549505,0.012182944,0.61808705
39,,,,,,,,,,,,,-0.543835,-0.30535856,0.0036854122,-0.009965975,0.0016062856,-0.0031293035,-0.62939775,0.023700984,-0.21019784,-0.2105671,-0.47875553,0.33651796,-0.089178346,0.5673213,0.0006533406,0.006305075,-0.002443105,0.003772974,0.0776336,0.21500868,0.02319454,0.277795,0.5592265,-0.22064444,0.0053821728,-0.03374819,-0.44335973,-0.41993853,-0.031400874,-0.0051547093,0.019375343,0.5088854
40,,,,,,,,,,,,,-0.54353374,-0.3062496,0.0031782475,-0.009867608,0.0019075274,-0.0040203333,-0.6478051,0.005380227,-0.20168981,-0.20006238,-0.49716288,0.3181972,-0.08936797,0.56771517,-0.0034871052,0.003411762,-0.0026327297,0.0041668415,0.07953618,0.23847578,0.02011235,0.25222093,0.5611291,-0.19717734,0.004141888,-0.02393128,-0.44041395,-0.42137045,-0.03977111,-0.013170445,0.02716442,0.43874648
41,,,,,,,,,,,,,-0.5432705,-0.30704626,0.0027980683,-0.008344276,0.0021707416,-0.004817009,-0.66558707,-0.012241486,-0.19552097,-0.19366404,-0.51494485,0.3005755,-0.089841,0.5678873,-0.0061402773,0.001163657,-0.0031057596,0.0043389797,0.08126624,0.25979775,0.018777916,0.22925586,0.5628592,-0.17585537,0.0041438253,-0.009435709,-0.4425364,-0.43617278,-0.03524948,-0.013951644,0.036936577,0.4009017
42,,,,,,,,,,,,,-0.5430351,-0.30762905,0.00252543,-0.005540916,0.00240618,-0.0053997934,-0.68293476,-0.029499993,-0.19136693,-0.19080974,-0.53229254,0.28331697,-0.09047821,0.56790704,-0.007549987,-0.00025191478,-0.0037429705,0.004358709,0.08297314,0.27927607,0.019059442,0.21001108,0.5645661,-0.15637705,0.004268784,0.007172905,-0.447262,-0.45561734,-0.029447794,-0.011246576,0.049760055,0.38069218
43,,,,,,,,,,,,,-0.54284245,-0.30792782,0.0019478045,-0.0022089493,0.0025988221,-0.0056985617,-0.6999711,-0.046556085,-0.18825543,-0.18886326,-0.54932886,0.2662609,-0.09119604,0.56785095,-0.008188873,-0.00080848386,-0.0044607967,0.004302621,0.084801756,0.29725045,0.020947214,0.1945675,0.5663947,-0.13840267,0.0005373209,0.019467382,-0.44730252,-0.4575593,-0.025263818,-0.006195477,0.066526316,0.37059188
44,,,,,,,,,,,,,-0.542742,-0.30798185,0.0006999925,0.00020397612,0.002699256,-0.0057525933,-0.7167045,-0.063217506,-0.18476361,-0.18325871,-0.5660623,0.24959947,-0.09194775,0.5677879,-0.008434046,-0.0006470294,-0.005212508,0.004239559,0.086890966,0.3140308,0.02434648,0.18238892,0.5684839,-0.121622324,-0.0076086097,0.01860688,-0.43572024,-0.41611248,-0.022923924,-0.00040666384,0.0863607,0.36463296
45,,,,,,,,,,,,,-0.54278046,-0.3079027,-0.0009903689,0.0012175504,0.002660811,-0.0056734383,-0.733011,-0.07892716,-0.17939317,-0.17019828,-0.5823688,0.23388982,-0.09271225,0.56776595,-0.008524697,-0.000042163163,-0.005977012,0.0042176247,0.08937432,0.32986593,0.029215893,0.17272457,0.57096726,-0.10578719,-0.015153633,0.010645684,-0.4082045,-0.3275425,-0.021991625,0.0044310885,0.10956029,0.3593292
46,,,,,,,,,,,,,-0.54295594,-0.3077904,-0.002428905,0.0012626952,0.0024853349,-0.005561143,-0.7486871,-0.093100026,-0.1715718,-0.15111536,-0.5980449,0.21971695,-0.09347451,0.56781083,-0.0084418245,0.000768808,-0.006739266,0.004262507,0.09236847,0.3449079,0.035294615,0.16433801,0.5739614,-0.09074521,-0.016861286,0.003495325,-0.3702695,-0.23466632,-0.02048302,0.008004304,0.13382691,0.34794554
47,,,,,,,,,,,,,-0.54321635,-0.3076878,-0.0031252976,0.0010791935,0.0022249222,-0.0054585338,-0.76352805,-0.1054292,-0.16156527,-0.12992854,-0.61288583,0.20738778,-0.09420169,0.56792766,-0.00789891,0.0015606263,-0.0074664503,0.004379332,0.09595622,0.35918725,0.042148676,0.15581933,0.57754916,-0.076465875,-0.013036183,0.001321721,-0.32886416,-0.16592032,-0.015675409,0.009840204,0.15677714,0.32565826
48,,,,,,,,,,,,,-0.5434979,-0.30759624,-0.0031306648,0.0009860647,0.0019433498,-0.005366981,-0.7773758,-0.11588565,-0.15001366,-0.109309934,-0.6267336,0.19693133,-0.094846204,0.56809855,-0.006792408,0.0020680027,-0.008110963,0.0045502186,0.10017152,0.372625,0.049180627,0.14605297,0.58176446,-0.06302813,-0.007866921,0.0017666947,-0.28839675,-0.11863527,-0.008682249,0.008975328,0.17569114,0.29188496
49,,,,,,,,,,,,,-0.54375494,-0.30750713,-0.0027184205,0.00099217,0.0016863346,-0.005277872,-0.79013103,-0.12459437,-0.1375795,-0.09049027,-0.6394888,0.18822262,-0.095362775,0.5682893,-0.005213315,0.0021451032,-0.008627534,0.0047409534,0.104996584,0.3851029,0.055827416,0.13493809,0.5865895,-0.050550222,-0.003704218,0.0025262146,-0.2506926,-0.08507835,-0.0011900881,0.005941012,0.18941955,0.25398356
50,,,,,,,,,,,,,-0.5439649,-0.30741534,-0.0021407672,0.0010346989,0.0014763474,-0.005186081,-0.80174786,-0.1317402,-0.12482417,-0.073852114,-0.65110564,0.18107678,-0.09572455,0.5684627,-0.0034230282,0.0018172457,-0.008989312,0.004914403,0.11037216,0.39654532,0.06167935,0.12323825,0.5919651,-0.0391078,-0.0010195222,0.0029057146,-0.21639551,-0.059844334,0.004869579,0.0020841814,0.19808775,0.220347
51,,,,,,,,,,,,,-0.54412276,-0.30732006,-0.0015597497,0.0010707761,0.0013185143,-0.005090803,-0.8122235,-0.13751702,-0.11218188,-0.05935432,-0.6615813,0.17529996,-0.09593131,0.56859165,-0.0017346197,0.0012396353,-0.009196065,0.005043328,0.11621235,0.40695217,0.066496775,0.11182847,0.59780526,-0.028700948,0.00045825538,0.0029475193,-0.18563765,-0.039652314,0.0083265165,-0.0012329923,0.20237266,0.19399795
52,,,,,,,,,,,,,-0.5442304,-0.30722106,-0.0010135486,0.0011147241,0.0012108684,-0.0049917996,-0.8215865,-0.14210397,-0.09995999,-0.046772055,-0.6709443,0.170713,-0.09600471,0.56866425,-0.00035610283,0.00059013074,-0.0092694685,0.0051159263,0.122422755,0.41640064,0.070258334,0.10156011,0.6040157,-0.01925248,0.0015626388,0.0031164188,-0.15823571,-0.022563193,0.00944862,-0.0033959579,0.20385756,0.17688777
53,,,,,,,,,,,,,-0.5442953,-0.30711922,-0.00057509076,0.0011401159,0.0011459589,-0.004889965,-0.8298863,-0.14565656,-0.08835023,-0.035823576,-0.6792441,0.16716042,-0.09597775,0.56868196,0.00062726374,-0.0000006590417,-0.009242512,0.005133629,0.1289159,0.4250396,0.073089875,0.09320177,0.6105088,-0.010613531,0.0018507072,0.003040729,-0.13380246,-0.007445321,0.008943409,-0.004432571,0.20396128,0.1703171
54,,,,,,,,,,,,,-0.5443278,-0.30701602,-0.00025349818,0.001150318,0.0011134744,-0.0047867596,-0.83718425,-0.14830375,-0.07745709,-0.026208352,-0.68654203,0.16451323,-0.09588651,0.56865335,0.0012071106,-0.00047690724,-0.0091512725,0.0051050186,0.13561845,0.43306962,0.07516427,0.0872328,0.61721134,-0.0025835037,0.0017781984,0.00295231,-0.11194412,0.0065932847,0.0073666284,-0.00476413,0.20346856,0.17331478
55,,,,,,,,,,,,,-0.54433703,-0.306912,-0.00002744631,0.0011585428,0.0011042356,-0.0046827495,-0.8435466,-0.1501488,-0.06731182,-0.017646544,-0.6929044,0.16266818,-0.09576543,0.56858784,0.001414522,-0.00085369695,-0.009030186,0.005039513,0.14247318,0.44072676,0.07666341,0.08400277,0.6240661,0.005073637,0.0016267733,0.0029580432,-0.09219001,0.020097205,0.005091891,-0.004960165,0.20290217,0.1857817
56,,,,,,,,,,,,,-0.54433,-0.30680665,0.00013071708,0.0011767524,0.001111269,-0.0045773983,-0.8490396,-0.15127085,-0.057894103,-0.00987776,-0.6983974,0.16154613,-0.09564637,0.5684906,0.0012771143,-0.0011940013,-0.008911125,0.004942298,0.14943753,0.44827428,0.07774052,0.08379065,0.63103044,0.012621164,0.001513018,0.0030784546,-0.07410232,0.0335715,0.0021622297,-0.0055372855,0.20242956,0.20788585
57,,,,,,,,,,,,,-0.5443112,-0.30669856,0.00024632365,0.0012129318,0.0011300445,-0.0044693053,-0.85372514,-0.15172724,-0.049144987,-0.0026676157,-0.7030829,0.16108973,-0.095560215,0.56835955,0.00079731294,-0.001587799,-0.008824974,0.0048112273,0.15647891,0.45599768,0.07848618,0.086827524,0.63807184,0.020344555,0.0014828582,0.003303676,-0.05724406,0.047407042,-0.0016052262,-0.00692298,0.20180784,0.23984528
58,,,,,,,,,,,,,-0.5442835,-0.30658588,0.0003390456,0.0012714921,0.0011577606,-0.0043566227,-0.8576582,-0.15155447,-0.040978484,0.004213494,-0.707016,0.16126251,-0.09553913,0.5681844,-0.000047175956,-0.002125832,-0.008803889,0.0046360493,0.16356684,0.46419892,0.07888904,0.09327348,0.6451598,0.028545797,0.0015430289,0.003617934,-0.041197438,0.062142055,-0.0064516068,-0.0093498295,0.20024388,0.28152838
59,,,,,,,,,,,,,-0.5442479,-0.30646655,0.00042363428,0.001353217,0.0011933446,-0.004237294,-0.8608847,-0.1507693,-0.03328563,0.010979561,-0.7102425,0.16204768,-0.09561706,0.56794894,-0.0012753006,-0.0028595887,-0.008881822,0.004400611,0.1706588,0.4731882,0.078754656,0.10318392,0.6522517,0.03753507,0.0016935004,0.003995982,-0.025517674,0.0781944,-0.012399187,-0.01265215,0.19587876,0.33228803
