timestep,,,,,,,,,,,,,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7
23,,,,,,,,,,,,,0.4565909,0.04065979,-0.04300473,0.29063144,0.25714004,-0.08666897,0.3043212,0.54622024,0.3866445,-0.28088233,-0.12178743,0.06189367,0.29347897,-0.27811745,0.3340909,-0.27888477,-0.14310592,0.046079814,-0.30205178,0.38856116,0.20004833,0.15628433,-0.79112494,0.23440659,-0.61407244,0.57654774,0.97947514,-0.7147244,0.955819,-0.465244,0.5886187,0.41030326
24,,,,,,,,,,,,,0.44813988,0.06463529,-0.11934789,0.254276,0.24868901,-0.06269346,0.33910745,0.52286315,0.38644874,-0.24884403,-0.087001175,0.03853658,0.32423574,-0.29913536,0.34556723,-0.21085568,-0.11234915,0.025061905,-0.28333217,0.4023817,0.21196927,0.15219991,-0.7724053,0.24822712,-0.87094355,0.363024,0.9646531,-0.38182306,0.94999146,-0.016920751,0.61933017,0.34986678
25,,,,,,,,,,,,,0.43354493,0.08441219,-0.1835751,0.20247698,0.23409407,-0.042916566,0.37284526,0.5055295,0.3690723,-0.16447261,-0.053263366,0.021202952,0.35561877,-0.3129331,0.35026607,-0.1245345,-0.080966115,0.011264175,-0.26361373,0.4153075,0.22265632,0.13932991,-0.75268686,0.26115292,-0.94064176,0.11769988,0.79235685,0.22160442,0.9109066,0.33607256,0.63679385,0.2518
26,,,,,,,,,,,,,0.4140488,0.098807454,-0.23314814,0.13868257,0.21459793,-0.0285213,0.39983633,0.49497592,0.26531467,-0.093656555,-0.026272297,0.010649353,0.38599288,-0.31979266,0.33110198,-0.052058607,-0.050592005,0.0044046044,-0.24304889,0.42670283,0.23141935,0.12025757,-0.73212206,0.27254826,-0.9546685,-0.13175137,-0.11489476,0.29697907,0.6840244,0.41342282,0.6442714,0.15760134
27,,,,,,,,,,,,,0.39083272,0.10764763,-0.27036056,0.07799506,0.19138186,-0.019681126,0.41711304,0.489385,0.15528871,-0.04635346,-0.008995593,0.0050584376,0.41036433,-0.32213205,0.24063964,-0.012960777,-0.02622056,0.0020652115,-0.22182992,0.4365865,0.2379397,0.10459873,-0.71090305,0.28243193,-0.954995,-0.26016882,-0.4369725,0.23888962,-0.07686828,0.26083177,0.6437516,0.14405534
28,,,,,,,,,,,,,0.36483523,0.11169102,-0.2981115,0.028392244,0.16538437,-0.015637733,0.426109,0.48693076,0.07228847,-0.017727192,0.00000035762787,0.0026041865,0.426294,-0.32264444,0.14517441,-0.0020594015,-0.010290891,0.0015528202,-0.20012514,0.44571766,0.24277645,0.09988653,-0.6891983,0.2915631,-0.9534113,-0.30104053,-0.4417805,0.17037901,-0.3530535,0.07661182,0.6432166,0.21437496
29,,,,,,,,,,,,,0.3367796,0.11231109,-0.3185383,-0.0038617887,0.13732873,-0.015017666,0.42956895,0.48615023,0.021521598,-0.004145611,0.0034603179,0.0018236637,0.43508077,-0.32276195,0.073858835,-0.00092866516,-0.0015041232,0.0014353096,-0.17807822,0.45516253,0.24606025,0.10747129,-0.6671514,0.30100796,-0.94954735,-0.25155973,-0.32694757,0.09149783,-0.3502198,0.006158859,0.639779,0.32556376
30,,,,,,,,,,,,,0.30725992,0.1116152,-0.33272502,-0.009667159,0.10780905,-0.01571355,0.43018973,0.48600268,-0.00041401992,-0.000386063,0.0040811,0.0016761124,0.4390716,-0.32288104,0.029584365,-0.0015203265,0.0024867058,0.0013162196,-0.15574004,0.4659598,0.24927293,0.12621875,-0.6448132,0.31180522,-0.93821347,-0.06770817,-0.1655522,0.027231453,-0.25809768,-0.008238275,0.64727724,0.45615306
31,,,,,,,,,,,,,0.27693594,0.11207852,-0.33903655,0.012555295,0.07748507,-0.015250236,0.42985544,0.4859335,-0.005364691,-0.0009604355,0.0037468076,0.0016069412,0.44041118,-0.32300875,0.0075339666,-0.0013684853,0.0038262904,0.0011885166,-0.13296488,0.47891352,0.2549495,0.1527856,-0.622038,0.32475895,-0.89492774,0.19805664,-0.050541766,-0.0067088827,-0.14654309,-0.0022824032,0.679948,0.58121514
32,,,,,,,,,,,,,0.24754258,0.114851214,-0.3203709,0.039934136,0.04809171,-0.0124775395,0.42938265,0.48580387,-0.005196973,-0.0016812292,0.0032740235,0.0014773011,0.44059277,-0.32306582,-0.0007402664,-0.0002660816,0.004007876,0.0011314452,-0.1094587,0.49446243,0.2642948,0.18275598,-0.59853184,0.34030786,-0.6609355,0.30517662,-0.011734558,-0.009609027,-0.063907415,0.0076028244,0.7308264,0.681668
33,,,,,,,,,,,,,0.22445062,0.118845366,-0.22468062,0.04660209,0.024999753,-0.0084833875,0.42906815,0.48560935,-0.0026434176,-0.0024015806,0.0029595196,0.0012827814,0.4404207,-0.32300308,-0.0024979387,0.0011793871,0.0038357973,0.001194179,-0.085051015,0.51256615,0.2746472,0.21034971,-0.57412416,0.35841158,0.1559755,0.16651481,0.012543125,-0.0114065865,-0.019427389,0.013789483,0.76426095,0.7328273
34,,,,,,,,,,,,,0.21021114,0.122376814,-0.12498395,0.035556443,0.0107602775,-0.004951939,0.429154,0.48551974,0.002752684,-0.00029300543,0.00304538,0.0011931658,0.44019118,-0.32282022,-0.0025759647,0.0024581002,0.0036062896,0.0013770461,-0.0600066,0.5324681,0.28008318,0.22652303,-0.5490798,0.3783135,0.43526527,0.0060487585,0.047352474,0.0150818005,-0.0070251115,0.015735598,0.7409774,0.6876074
35,,,,,,,,,,,,,0.2031804,0.12464188,-0.054686934,0.019972939,0.0037295371,-0.002686873,0.42971262,0.48570958,0.007933908,0.003310651,0.0036039948,0.0013830066,0.4399172,-0.32258996,-0.0032784448,0.0026084424,0.0033323169,0.0016072989,-0.034760483,0.5530901,0.28072712,0.23043896,-0.52383363,0.39893553,0.39051026,-0.0669439,0.058693953,0.03530405,-0.01346471,0.007648673,0.7066475,0.6054673
36,,,,,,,,,,,,,0.20057459,0.12568867,-0.016086638,0.007460057,0.0011237264,-0.0016400814,0.43064514,0.48618436,0.011575452,0.006257513,0.0045365095,0.0018577874,0.43958533,-0.32239932,-0.003892132,0.0018733661,0.0030004382,0.0017979443,-0.00948916,0.5737002,0.28082517,0.22828174,-0.4985623,0.41954562,0.24928561,-0.075196475,0.05625022,0.03774525,-0.014332982,-0.0008296555,0.7027981,0.5545248
37,,,,,,,,,,,,,0.20006241,0.12593266,-0.0004930645,0.0003366731,0.00061154366,-0.0013960898,0.43184623,0.48683774,0.014230739,0.0077610393,0.0057376027,0.0025111735,0.43924022,-0.32228473,-0.0038063654,0.0009732808,0.0026553273,0.0019125342,0.015918558,0.59405017,0.2830494,0.22502655,-0.4731546,0.4398956,0.11571914,-0.052583694,0.0554915,0.030679047,-0.008872664,-0.004317439,0.7243055,0.5381528
38,,,,,,,,,,,,,0.20025562,0.12581198,0.0034667943,-0.0021796252,0.0008047521,-0.0015167743,0.43326962,0.487551,0.016607977,0.008007032,0.0071609914,0.0032244325,0.43893772,-0.32223478,-0.0031387853,0.00034618645,0.0023528337,0.001962483,0.041628238,0.6140943,0.28696996,0.22155601,-0.44744492,0.45993975,0.038365927,-0.0243213,0.05934922,0.02186252,-0.002840109,-0.0038377417,0.7468291,0.5278611
39,,,,,,,,,,,,,0.20054576,0.12561744,0.003102089,-0.0021522134,0.0010948926,-0.001711309,0.43494606,0.48822868,0.019636499,0.00729069,0.008837432,0.0039021075,0.43870273,-0.3222228,-0.0023467129,0.00002620275,0.0021178424,0.0019744635,0.06755384,0.63355535,0.28860843,0.21357177,-0.4215193,0.47940078,0.0050199353,-0.0051749446,0.07180514,0.012854163,0.00007376075,-0.0023343707,0.7338097,0.47404787
40,,,,,,,,,,,,,0.20075409,0.12547071,0.0019212482,-0.0013694352,0.0013032258,-0.0018580407,0.436879,0.48879105,0.02239797,0.0057279286,0.0107703805,0.0044644773,0.43852916,-0.3222284,-0.0017188521,-0.00010627274,0.0019442737,0.0019688606,0.093220085,0.6516945,0.28346682,0.1955322,-0.39585307,0.4975399,-0.004053183,0.0024472463,0.076705925,0.0025991031,0.00041182336,-0.001259248,0.67010474,0.35353407
41,,,,,,,,,,,,,0.20087494,0.12538727,0.0010531712,-0.00070641766,0.0014240742,-0.0019414872,0.4389466,0.4891806,0.023260524,0.003629073,0.012837976,0.0048540235,0.43839937,-0.32223976,-0.0013038062,-0.00013604695,0.0018144846,0.001957506,0.118263796,0.66791546,0.27566183,0.17258343,-0.37080938,0.5137609,-0.0038776502,0.0032065886,0.06462043,-0.0066687334,-0.00014667213,-0.000563424,0.63061726,0.25934294
42,,,,,,,,,,,,,0.20094267,0.1253448,0.0006021404,-0.00035491667,0.0014918,-0.0019839555,0.4409845,0.48936507,0.022334343,0.0012602976,0.014875859,0.0050385,0.43829784,-0.3222511,-0.0010398866,-0.000120853525,0.0017129481,0.0019461513,0.14276698,0.6822078,0.27055553,0.15191418,-0.34630617,0.5280533,-0.0018773802,0.0017489662,0.048889536,-0.014615073,-0.0006203204,-0.00018818304,0.6380918,0.22476605
43,,,,,,,,,,,,,0.20098926,0.12530273,0.0004754978,-0.0005235922,0.0015383959,-0.0020260215,0.44287392,0.48928908,0.0203233,-0.0018965661,0.016765296,0.004962504,0.43821344,-0.32226095,-0.0008864239,-0.0001033743,0.0016285479,0.0019363165,0.16706787,0.69497544,0.2697369,0.13683766,-0.32200527,0.54082084,0.00023892522,-0.002574047,0.03572542,-0.028417895,-0.00106509,-0.0001273416,0.66820234,0.22902013
44,,,,,,,,,,,,,0.20103411,0.12523222,0.0005095717,-0.00091328495,0.0015832484,-0.0020965338,0.4445055,0.48880443,0.017031547,-0.0071293637,0.018396884,0.0044778585,0.43813843,-0.3222702,-0.00080717,-0.00010287129,0.0015535355,0.001927048,0.19154496,0.70678294,0.27308288,0.12837306,-0.2975282,0.5526284,0.0015294838,-0.0052059083,0.01789069,-0.057069387,-0.0014235219,-0.00025340542,0.7078019,0.25744826
45,,,,,,,,,,,,,0.20108016,0.12512416,0.0005125981,-0.0013445059,0.001629293,-0.002204597,0.4457073,0.48764586,0.011514116,-0.01574485,0.019598663,0.0033192933,0.43806788,-0.32228044,-0.0007717204,-0.00011885475,0.0014829934,0.0019168258,0.21653569,0.71819764,0.2799705,0.12605798,-0.27253747,0.56404305,0.0013041936,-0.006595423,-0.01259545,-0.103978276,-0.00166343,-0.0004170127,0.7515836,0.2977819
46,,,,,,,,,,,,,0.20111369,0.12499524,0.00030265312,-0.001476475,0.0016628206,-0.0023335144,0.44623816,0.48553908,0.0030909113,-0.027240513,0.020129532,0.0012125075,0.43800047,-0.32229197,-0.00073788845,-0.00013302088,0.0014155805,0.0019052923,0.24229771,0.72965395,0.2893821,0.12790953,-0.24677545,0.5754994,-0.00081795437,-0.0046809535,-0.05544677,-0.15431875,-0.0015909807,-0.0004387982,0.79404217,0.33366033
47,,,,,,,,,,,,,0.20111142,0.12487905,-0.00018898706,-0.001198293,0.0016605556,-0.0024497062,0.445803,0.48241976,-0.008798574,-0.038368482,0.019694358,-0.0019068122,0.43793786,-0.32230362,-0.0006743823,-0.00012768933,0.0013529658,0.0018936396,0.26893497,0.741322,0.2992633,0.13051267,-0.22013819,0.5871674,-0.004159769,-0.0009093692,-0.11116757,-0.17938098,-0.0012096608,-0.00027923658,0.8222674,0.34580547
48,,,,,,,,,,,,,0.20105451,0.124807015,-0.00085390534,-0.00060139876,0.0016036481,-0.0025217384,0.4441794,0.4787867,-0.022660585,-0.041366372,0.018070757,-0.0055398643,0.437885,-0.32231253,-0.00054354925,-0.0000846541,0.0013000965,0.0018847287,0.29626405,0.75304186,0.30585325,0.13007444,-0.1928091,0.5988873,-0.007121651,0.0029732087,-0.16061656,-0.12590012,-0.0003776252,0.000111129135,0.81405747,0.3218994
49,,,,,,,,,,,,,0.20094833,0.12478973,-0.0013427555,0.000012657183,0.0014974624,-0.0025390238,0.44125348,0.47535795,-0.037434973,-0.03646378,0.015144855,-0.0089686215,0.43784887,-0.32231566,-0.00033033686,-0.000009946616,0.0012639761,0.0018815994,0.32370484,0.7644079,0.30441996,0.12439636,-0.16536832,0.61025333,-0.0070232637,0.004637063,-0.20439537,-0.054390073,0.0007732509,0.00053543964,0.75030005,0.26840523
50,,,,,,,,,,,,,0.20082173,0.12481163,-0.0014387625,0.0003586588,0.0013708621,-0.0025171265,0.4373892,0.47268078,-0.045687653,-0.026387779,0.011280566,-0.011645794,0.4378367,-0.3223106,-0.000037358994,0.00008916399,0.0012518167,0.0018866658,0.35060084,0.7749747,0.29605657,0.11391534,-0.13847232,0.62082016,-0.0043169586,0.0034916594,-0.1761143,0.009600534,0.0021039366,0.00096623943,0.6774165,0.20618057
51,,,,,,,,,,,,,0.20070562,0.12484802,-0.0012159065,0.0004271404,0.0012547523,-0.0024807304,0.43345976,0.47100854,-0.042647682,-0.014676765,0.0073511302,-0.013318032,0.43784472,-0.32230023,0.00015272418,0.00012828923,0.0012598336,0.001897037,0.3767054,0.78438765,0.28704756,0.099925205,-0.11236775,0.63023305,-0.001368343,0.0015814627,-0.083819315,0.051140707,0.0018074344,0.0006141625,0.6500516,0.14488703
52,,,,,,,,,,,,,0.20061438,0.124885984,-0.00091260043,0.0004191011,0.0011635125,-0.0024427697,0.43018958,0.47027856,-0.033179455,-0.0048273494,0.004080951,-0.01404801,0.43785208,-0.32229385,0.00004653276,0.00004229448,0.0012671947,0.0019034147,0.40215322,0.7924182,0.28060666,0.08387949,-0.08691993,0.6382636,-0.0000067055225,0.0009874586,-0.011936902,0.061802242,-0.0006801038,-0.00053922454,0.65320987,0.08935609
53,,,,,,,,,,,,,0.20054358,0.12492726,-0.0007237789,0.00047820905,0.001092717,-0.0024014935,0.42782533,0.47026053,-0.022814624,0.0021132114,0.0017167032,-0.0140660405,0.43783802,-0.32229945,-0.00025740673,-0.00011441881,0.001253128,0.0018978119,0.42720774,0.7989072,0.27727136,0.0662106,-0.06186542,0.6447526,-0.00039328632,0.0016388319,0.02069965,0.05733724,-0.002923063,-0.0014613968,0.6681633,0.033009827
54,,,,,,,,,,,,,0.20048071,0.12497886,-0.0006858987,0.0006208485,0.001029849,-0.0023498908,0.42623666,0.47068194,-0.015070636,0.0059669204,0.00012803078,-0.013644636,0.437802,-0.3223172,-0.0004720324,-0.00023901915,0.001217097,0.0018800497,0.45211667,0.80368155,0.27651307,0.046468783,-0.03695649,0.64952695,-0.0014306447,0.0026219166,0.020403333,0.043820113,-0.0027897733,-0.0015320505,0.68559563,-0.031891566
55,,,,,,,,,,,,,0.20041505,0.12504539,-0.0007514445,0.00079826376,0.00096417964,-0.0022833645,0.42515448,0.47132847,-0.010501243,0.007792452,-0.00095415115,-0.012998104,0.43775076,-0.3223428,-0.0006181899,-0.0003073662,0.0011658669,0.0018544495,0.47704643,0.8065474,0.27723974,0.024529133,-0.012026727,0.65239286,-0.002370204,0.0033262733,0.008017354,0.033172622,-0.002641657,-0.0012810186,0.6985495,-0.10322455
56,,,,,,,,,,,,,0.2003421,0.12512639,-0.000839625,0.00095087977,0.00089123845,-0.0022023618,0.4243364,0.47210297,-0.008384081,0.009012054,-0.0017722249,-0.012223601,0.43768942,-0.32237175,-0.0007129517,-0.00032877206,0.0011045337,0.0018255115,0.50203884,0.8073292,0.2779207,0.0007648424,0.012965679,0.65317464,-0.0027604182,0.003521819,-0.0050814906,0.031677153,-0.0024930933,-0.0009824742,0.699909,-0.17632008
57,,,,,,,,,,,,,0.20026408,0.1252171,-0.0008804823,0.0010360866,0.000813216,-0.0021116585,0.42361468,0.47301462,-0.007836514,0.0106882015,-0.0024939477,-0.011311948,0.43762177,-0.32240117,-0.00077089516,-0.00032574177,0.0010368824,0.0017960966,0.52700573,0.8058789,0.27715474,-0.024554566,0.037932575,0.65172434,-0.0025076366,0.003229268,-0.015484541,0.039291628,-0.0023618147,-0.00079162774,0.68714225,-0.25128198
58,,,,,,,,,,,,,0.20018706,0.12531063,-0.0008435593,0.0010408673,0.00073619187,-0.0020181239,0.42289338,0.47412038,-0.00810327,0.013085452,-0.0032152534,-0.010206193,0.4375577,-0.32242748,-0.00068245997,-0.00027553504,0.0009728074,0.0017697811,0.5518062,0.80203605,0.27476373,-0.05176904,0.062733054,0.6478815,-0.0018319765,0.0026380247,-0.022258852,0.05069301,-0.0010428872,-0.00031228736,0.6689767,-0.33353114
59,,,,,,,,,,,,,0.200117,0.12540132,-0.0007457125,0.0009912502,0.0006661415,-0.0019274354,0.4221414,0.47545505,-0.008481103,0.015701525,-0.0039672256,-0.0088715255,0.43750152,-0.32244954,-0.00059458514,-0.00022910692,0.00091663003,0.0017477274,0.5764046,0.79561263,0.27259114,-0.08117208,0.087331414,0.64145803,-0.0011304314,0.0021059967,-0.024036508,0.058874365,-0.0008274017,-0.00022455677,0.66518354,-0.423453
60,,,,,,,,,,,,,0.20003933,0.12549725,-0.0009219786,0.0011034678,0.00058846176,-0.0018315017,0.42121425,0.47706252,-0.011211746,0.0189404,-0.004894376,-0.007264048,0.43744802,-0.32246995,-0.0005947135,-0.00022547175,0.00086313486,0.0017273128,0.6009325,0.7863569,0.27250218,-0.11367618,0.11185932,0.6322024,-0.0036269417,0.0036003024,-0.048509195,0.07164258,-0.0014877458,-0.00053641567,0.680588,-0.52797115
