timestep,edge_mask_0,edge_mask_1,edge_mask_2,edge_mask_3,edge_mask_4,edge_mask_5,edge_mask_6,edge_mask_7,edge_mask_8,edge_mask_9,edge_mask_10,edge_mask_11,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7
10,0.16585338,0.095931366,0.44899702,0.16484834,0.4828535,0.10510689,0.10043316,0.6729651,0.44589606,0.7347185,0.1611815,0.4212152,0.33008122,-0.4547265,0.36447105,-0.047025397,-0.26311123,0.07926956,-0.16152221,0.42159897,0.36113626,0.092854574,-0.32957107,0.035125464,-0.5803158,-0.080102816,0.014774242,0.18401809,-1.0020874,0.02927585,-0.26287654,-0.6314647,0.12889484,-0.0069729174,-0.716501,-0.9018006,0.95901066,-0.24831535,0.9562019,0.0061538373,0.22203334,0.38231817,0.34445047,0.06345455
11,0.1675175,0.086753674,0.43687087,0.17757381,0.49722993,0.11092243,0.09489118,0.6672924,0.4522067,0.727535,0.1651901,0.41601637,0.36318704,-0.46015647,0.3695279,-0.06698677,-0.23000541,0.073839575,-0.1286723,0.42782223,0.36693043,0.057293646,-0.29672116,0.041348726,-0.57765514,-0.064415775,0.036957964,0.16944161,-0.9994267,0.04496289,-0.2511045,-0.6314491,0.13175327,0.0037470087,-0.70472896,-0.90178496,0.9617463,-0.3171772,0.96078146,-0.123472944,0.25877285,0.31428063,0.35082155,0.08976697
12,0.17283316,0.079402484,0.4215276,0.19201636,0.5023215,0.118889794,0.08977615,0.6518355,0.45958263,0.7182075,0.17533135,0.418276,0.39668486,-0.4675231,0.3735338,-0.089283906,-0.1965076,0.06647295,-0.095366865,0.4306292,0.37162516,0.018135516,-0.2634157,0.044155687,-0.5731334,-0.050131045,0.056882747,0.153358,-0.994905,0.05924762,-0.23906168,-0.63049275,0.13483712,0.014065562,-0.6926861,-0.9008286,0.96387875,-0.3904382,0.9642735,-0.24834716,0.29164273,0.26276752,0.36022168,0.11255306
13,0.1778523,0.072329275,0.40440172,0.2088995,0.5061644,0.1289163,0.08468566,0.6342484,0.466682,0.7064149,0.18789935,0.42150638,0.4304898,-0.47692683,0.37664908,-0.11208711,-0.16270265,0.057069212,-0.061692826,0.42990804,0.37542143,-0.021086993,-0.22974166,0.04343453,-0.56694025,-0.037269503,0.07477777,0.13768005,-0.98871183,0.07210916,-0.22672337,-0.62864006,0.13821995,0.023845702,-0.6803478,-0.8989759,0.96498746,-0.45124182,0.9670264,-0.3468863,0.32115704,0.22661568,0.3709212,0.13296534
14,0.18165086,0.06545611,0.387504,0.22698662,0.51016647,0.14066839,0.08014021,0.6156653,0.4718276,0.6928732,0.20268387,0.42437747,0.46451485,-0.48816985,0.37875918,-0.13133991,-0.1286776,0.045826197,-0.027723767,0.42588648,0.37844032,-0.056482133,-0.19577262,0.039412975,-0.559241,-0.025725646,0.09093204,0.12355762,-0.9810126,0.08365302,-0.21407421,-0.6259352,0.14170963,0.03315819,-0.6676986,-0.89627105,0.9627245,-0.47274584,0.96874255,-0.4066689,0.3484872,0.20297585,0.38044652,0.15273911
15,0.18689351,0.05992164,0.3717119,0.24596782,0.5079998,0.1538511,0.07589949,0.5921729,0.47443694,0.6781327,0.22093357,0.43207857,0.49860612,-0.50056356,0.37880814,-0.1408918,-0.09458634,0.033432484,0.0064691063,0.41911173,0.3806611,-0.0846715,-0.16157974,0.032638222,-0.55015635,-0.015295284,0.105944976,0.11206055,-0.97192794,0.09408338,-0.20111579,-0.62241423,0.14511904,0.04210372,-0.6547402,-0.8927501,0.94738764,-0.4238689,0.968309,-0.42309898,0.37745962,0.1939234,0.38836828,0.17235082
16,0.19387975,0.05583474,0.35483775,0.26471066,0.4974377,0.16806929,0.072378926,0.56597674,0.477093,0.66291034,0.2401435,0.4467276,0.5321442,-0.51268095,0.369565,-0.1315107,-0.06104827,0.021315098,0.04079452,0.41044024,0.3817597,-0.10218931,-0.12725432,0.02396673,-0.53974384,-0.0056803543,0.12056939,0.104218565,-0.9615154,0.10369831,-0.18783304,-0.6181267,0.14881971,0.05040781,-0.64145744,-0.88846254,0.85458887,-0.25841844,0.96263963,-0.38685697,0.41110682,0.20173171,0.39980444,0.18830013
17,0.20739882,0.053021148,0.3394026,0.28609073,0.48583806,0.18179512,0.06970956,0.5365027,0.47880232,0.6441997,0.25609848,0.46114078,0.5611509,-0.5225615,0.29866287,-0.0989204,-0.03204155,0.011434555,0.07504478,0.4011186,0.3799578,-0.104265906,-0.09300406,0.0146451,-0.52802473,0.0034393165,0.1350343,0.09988523,-0.9497963,0.11281798,-0.17417447,-0.613146,0.15323311,0.057806864,-0.6277989,-0.88348186,0.21489145,-0.002873722,0.93637955,-0.2762394,0.44607246,0.21721321,0.4161831,0.20001005
18,0.24308465,0.056976072,0.3503445,0.29821387,0.47085404,0.18600982,0.068884596,0.49665204,0.46364564,0.6329015,0.26026332,0.47216988,0.5809995,-0.52934194,0.18147795,-0.06354647,-0.012192965,0.0046541095,0.10814483,0.3928814,0.3616885,-0.08515403,-0.059904017,0.0064078867,-0.5149868,0.012345772,0.14978169,0.09849833,-0.9367584,0.12172444,-0.16011931,-0.60753125,0.1576362,0.06467657,-0.6137437,-0.8778671,-0.42519218,0.106438234,0.76720196,-0.06954598,0.48505974,0.23584394,0.4271137,0.21321425
19,0.2830847,0.068503164,0.39239973,0.28889093,0.4565838,0.17652678,0.070489965,0.4620651,0.43107343,0.64061916,0.25485024,0.47491297,0.59174204,-0.5334406,0.08830379,-0.036536824,-0.0014504194,0.0005554557,0.13507737,0.3871789,0.26803163,-0.05246453,-0.03297147,0.00070539117,-0.50062656,0.021248717,0.16444631,0.09913322,-0.92239815,0.13062738,-0.1456549,-0.60134697,0.16225532,0.07073333,-0.59927934,-0.8716828,-0.47804663,0.11123028,-0.032347936,0.11400983,0.5211006,0.2525947,0.44028178,0.22225904
20,0.2772047,0.07767396,0.43882507,0.24869499,0.47349116,0.16423918,0.07440764,0.47944474,0.3969357,0.6768974,0.2433505,0.44883493,0.59622955,-0.5355765,0.030639898,-0.017330885,0.003037095,-0.0015804768,0.15269136,0.38396844,0.15955059,-0.027275532,-0.015357479,-0.002505064,-0.4851637,0.030220516,0.1754917,0.09996337,-0.9069353,0.13959917,-0.13075872,-0.59468603,0.16714205,0.07564895,-0.58438313,-0.8650219,-0.35587937,0.10071733,-0.41473123,0.120728604,0.5215698,0.2561344,0.45450577,0.22598958
21,0.24613589,0.081820376,0.48273534,0.20754811,0.5051793,0.1520991,0.07728441,0.520364,0.36516556,0.71516746,0.23350005,0.41300038,0.5973859,-0.53638655,0.003950794,-0.0048342086,0.004193425,-0.0023905039,0.1621565,0.3823828,0.07797679,-0.012789778,-0.0058923364,-0.0040906966,-0.4689822,0.039267756,0.18194544,0.100805625,-0.89075375,0.14864641,-0.1155209,-0.58759695,0.17039269,0.080326475,-0.5691453,-0.8579328,-0.1902913,0.081639566,-0.4168616,0.07666871,0.5032665,0.2583311,0.45036188,0.23589751
22,0.21447518,0.08196637,0.5138984,0.17828669,0.5418132,0.14741479,0.077929206,0.5595972,0.33868676,0.74378407,0.2259276,0.3762204,0.5972234,-0.53643006,-0.0046834685,0.0016938392,0.004030943,-0.0024340153,0.16617478,0.3816437,0.02798284,-0.0059234337,-0.0018740594,-0.004829794,-0.4524691,0.0483796,0.18424502,0.10146123,-0.8742407,0.15775827,-0.100117184,-0.58007455,0.17153233,0.08520963,-0.55374163,-0.8504104,-0.076465644,0.05319496,-0.3049976,0.036689002,0.47785902,0.25857022,0.43737832,0.24964759
23,0.18876125,0.08035162,0.5348134,0.15985142,0.57348806,0.14724267,0.0775727,0.59098816,0.31794387,0.7625759,0.2202506,0.3461603,0.59674954,-0.53615195,-0.0055554993,0.0037894691,0.003557086,-0.0021559,0.167273,0.38129407,0.0043124333,-0.0028657895,-0.00077584386,-0.005179435,-0.43592077,0.05756943,0.18368305,0.10243328,-0.85769236,0.1669481,-0.08472431,-0.57209975,0.17078176,0.090308875,-0.53834873,-0.8424356,-0.02042899,0.025190897,-0.16674697,0.015767857,0.45499307,0.26337343,0.4213252,0.26401663
24,0.16962788,0.07813548,0.55199426,0.14693068,0.5971555,0.14623044,0.07652257,0.6140845,0.3017753,0.7765468,0.21628761,0.324709,0.59634113,-0.5358297,-0.004028912,0.0034749971,0.003148675,-0.0018336773,0.16719157,0.38113755,-0.0035135495,-0.0011755133,-0.0008572787,-0.005335957,-0.4195195,0.06689043,0.18151225,0.104133464,-0.84129107,0.1762691,-0.069546126,-0.5636359,0.1675788,0.095908634,-0.52317053,-0.83397174,0.0013771198,0.0063289567,-0.067478746,0.00973829,0.43749958,0.27308518,0.3949246,0.2817698
25,0.15527165,0.07573892,0.56312174,0.13717054,0.61695886,0.1474646,0.07518049,0.63029087,0.2894136,0.787649,0.21443748,0.3073022,0.5960782,-0.53559184,-0.002367898,0.002226706,0.0028857589,-0.0015957952,0.16682701,0.38110363,-0.0043193605,2.2396125e-05,-0.0012218356,-0.005369872,-0.4033701,0.076394916,0.1784003,0.10634156,-0.82514167,0.18577358,-0.054769967,-0.5546511,0.16247998,0.10179336,-0.5083944,-0.82498693,0.006537866,-0.003795423,-0.01684198,0.009040311,0.42266074,0.28241447,0.36795875,0.2986188
26,0.14381893,0.07309065,0.57311314,0.12909907,0.6345442,0.14939499,0.073771216,0.6438574,0.2774919,0.7971297,0.21232362,0.29236516,0.595931,-0.5354724,-0.0012707205,0.00087727135,0.0027385354,-0.0014763474,0.16651776,0.38116115,-0.0029943858,0.0009483472,-0.0015310794,-0.0053123534,-0.38754076,0.08610079,0.17462285,0.108593866,-0.80931234,0.19547945,-0.040593088,-0.5451006,0.15504137,0.10827762,-0.49421751,-0.8154365,0.005052032,-0.0079275835,0.0024513404,0.009315501,0.40822622,0.2883771,0.33181396,0.31932604
27,0.13378389,0.07047131,0.5799625,0.122250654,0.6499489,0.15183169,0.0720134,0.65530115,0.2682058,0.80573595,0.21091495,0.2795798,0.59584665,-0.5354597,-0.00077015423,-0.00022638826,0.0026541948,-0.0014636517,0.16633794,0.38128614,-0.0014999122,0.0016089443,-0.0017109066,-0.0051873624,-0.37208882,0.09596885,0.17022097,0.11017074,-0.79386044,0.20534751,-0.027214121,-0.53494114,0.14546204,0.11518595,-0.48083854,-0.805277,0.0018288621,-0.008843418,0.007458772,0.00897684,0.3925381,0.28725326,0.29180992,0.33977744
28,0.12462671,0.067840494,0.583703,0.116409354,0.6632708,0.15488029,0.06991207,0.66480196,0.2614167,0.81367856,0.21057132,0.2688887,0.595782,-0.5355271,-0.0006924306,-0.001011761,0.0025895238,-0.0015310645,0.16627014,0.38145557,-0.00037960982,0.0020185402,-0.0017787069,-0.005017936,-0.35707998,0.10586836,0.16503665,0.10990653,-0.77885157,0.21524704,-0.014804928,-0.52414954,0.13408886,0.12226677,-0.46842936,-0.7944854,-0.0011481489,-0.008419698,0.007453244,0.00811832,0.37370926,0.27278465,0.24992324,0.35877305
29,0.11627039,0.065211706,0.5842443,0.11247933,0.6739092,0.15850681,0.06891118,0.6724845,0.2572489,0.8186095,0.21124512,0.26087904,0.59570664,-0.5356552,-0.00090919057,-0.0016289786,0.0025141835,-0.0016591549,0.16627927,0.38164997,0.000342142,0.002231148,-0.0017695725,-0.0048235357,-0.34260058,0.11554021,0.15880513,0.10624412,-0.76437217,0.22491887,-0.0034978818,-0.5127284,0.121406324,0.12921911,-0.4571223,-0.78306425,-0.0038986753,-0.008701578,0.006268494,0.007172432,0.35027668,0.2381421,0.20839684,0.3751902
30,0.108749874,0.062864006,0.58204156,0.10967964,0.6807456,0.16224244,0.06868619,0.6781952,0.25571594,0.8216342,0.21305494,0.2563904,0.59560156,-0.53582495,-0.0012976653,-0.0020151562,0.0024091005,-0.0018289089,0.16633508,0.38185486,0.00075937045,0.0022998862,-0.0017137676,-0.0046186447,-0.32875726,0.12459376,0.15131919,0.09777049,-0.7505288,0.23397243,0.0066088457,-0.50070196,0.107742295,0.13583063,-0.44701558,-0.7710378,-0.006157723,-0.007934221,0.005027639,0.006265249,0.32215333,0.18087402,0.16687559,0.38916287
31,0.10213831,0.0609949,0.57589513,0.108168826,0.6830144,0.1661882,0.06952409,0.681647,0.25791666,0.8223071,0.21621466,0.2559907,0.5954574,-0.536011,-0.0017539185,-0.0020937526,0.002264917,-0.002014935,0.16641487,0.38205916,0.0009498573,0.0022541771,-0.0016339719,-0.00441435,-0.31566226,0.13257459,0.14259031,0.08412842,-0.73743385,0.24195325,0.015473597,-0.48812333,0.0938747,0.14172873,-0.43815082,-0.7584592,-0.0078066937,-0.0058238558,0.0038032944,0.0052926233,0.2910094,0.108005464,0.1306799,0.3985576
32,0.09646171,0.059209548,0.56362253,0.10785305,0.6805555,0.17100282,0.07156874,0.68271846,0.26537466,0.8205782,0.2208198,0.26023486,0.59527546,-0.53617966,-0.0021544278,-0.0017650225,0.0020830035,-0.0021836162,0.1665015,0.38225302,0.0009688475,0.0021039753,-0.0015473366,-0.0042204857,-0.3034131,0.1390849,0.1328577,0.06644133,-0.7251847,0.24846357,0.023177173,-0.47509852,0.08145557,0.14621544,-0.43044725,-0.7454344,-0.008389887,-0.0019470839,0.0025645439,0.0041334243,0.2591495,0.03345006,0.11049543,0.39918905
33,0.09170994,0.057631966,0.54851323,0.1076954,0.6737856,0.17554569,0.07457116,0.68174756,0.27594104,0.8177334,0.22654247,0.2685824,0.595071,-0.5362932,-0.002331349,-0.0010110666,0.0018785596,-0.002297163,0.16658342,0.3824278,0.00088067027,0.0018604127,-0.0014654249,-0.004045695,-0.29207227,0.14387614,0.12258447,0.046633225,-0.7138438,0.2532548,0.029877797,-0.4617715,0.07094925,0.14900953,-0.42374665,-0.73210734,-0.0071552815,0.0031270022,0.0015403468,0.0028243102,0.22941181,-0.031977724,0.09857567,0.39347968
34,0.08777593,0.056766763,0.5311133,0.107605204,0.6630985,0.17993245,0.07808948,0.6790761,0.2889542,0.81430537,0.23314792,0.28013474,0.5948666,-0.536324,-0.0022409628,-7.6117867e-06,0.0016741157,-0.0023279786,0.16665547,0.38257605,0.000760424,0.0015400748,-0.0013933778,-0.0038974583,-0.2816547,0.14687201,0.11233458,0.026614597,-0.70342624,0.25625068,0.035775907,-0.44831452,0.06282719,0.14977844,-0.41784853,-0.71865034,-0.004924511,0.0075068814,0.0009992119,0.0014476542,0.20396234,-0.083603226,0.09615257,0.38021314
35,0.084526986,0.056456905,0.5135138,0.10742214,0.6495135,0.18375336,0.0818695,0.67522186,0.30273286,0.8107083,0.24025112,0.29402965,0.59468293,-0.5362649,-0.0019401759,0.0009894356,0.0014904737,-0.0022688508,0.16671838,0.38269264,0.00066830654,0.001172771,-0.0013304651,-0.0037808716,-0.27212986,0.14813995,0.10257929,0.007825116,-0.6939014,0.25751862,0.041079827,-0.43491715,0.05698498,0.14840023,-0.4125446,-0.705253,-0.0025945397,0.009951445,0.0009798851,0.00017714873,0.18328345,-0.12135832,0.09864585,0.36066398
36,0.081825376,0.05651028,0.4968176,0.10705263,0.63426113,0.18678798,0.08569778,0.67066157,0.3163944,0.80724955,0.2475131,0.30922866,0.5945328,-0.536129,-0.0015330516,0.0017715513,0.0013403296,-0.0021329522,0.16677634,0.38277557,0.0006315749,0.000795818,-0.0012724996,-0.0036979318,-0.26343262,0.14784588,0.09366463,-0.008813774,-0.6852042,0.25722456,0.045978367,-0.4217738,0.05314986,0.14485581,-0.40764606,-0.69210964,-0.00077919645,0.010294748,0.0013034486,-0.00083760155,0.1673018,-0.14682612,0.10411122,0.33555657
37,0.07954522,0.056808937,0.48178172,0.10648032,0.6182513,0.18902843,0.088952474,0.6657995,0.32918993,0.8045672,0.2546553,0.3249398,0.59442043,-0.5359423,-0.0011054322,0.0022255243,0.0012279749,-0.0019462705,0.16683419,0.3828261,0.00064842403,0.00044397812,-0.0012146533,-0.0036474168,-0.25547335,0.1462167,0.085822344,-0.022745855,-0.6772449,0.2555954,0.050634023,-0.40907443,0.051019322,0.1392282,-0.4029904,-0.6794103,0.00044356284,0.008968608,0.0017474276,-0.0015288542,0.15573867,-0.16135524,0.11156937,0.30586314
38,0.077587076,0.05725504,0.4687943,0.10560291,0.6023717,0.19043759,0.09196617,0.6610776,0.34076813,0.8024309,0.26133537,0.34037322,0.594344,-0.53573364,-0.0007208009,0.0023649123,0.0011515617,-0.0017375946,0.16689566,0.38284814,0.00070011505,0.00014661609,-0.001153186,-0.003625363,-0.2481476,0.14351258,0.07918473,-0.033696,-0.6699192,0.25289124,0.05518676,-0.39699838,0.0503693,0.13165392,-0.39843768,-0.6673342,0.0010827328,0.0069576907,0.0021379706,-0.0018636748,0.14817968,-0.1663661,0.12104807,0.2723277
39,0.075877324,0.057781976,0.4583921,0.10438805,0.5874391,0.1910962,0.09459865,0.6569138,0.35051164,0.80101335,0.2672089,0.354779,0.59429836,-0.5355275,-0.00040006643,0.002252949,0.0011059046,-0.0015314817,0.16696258,0.3828478,0.000765449,-7.8757555e-05,-0.0010862648,-0.0036257207,-0.24134389,0.14000475,0.07380304,-0.041615702,-0.6631155,0.24938342,0.05975368,-0.38570386,0.05093064,0.12241481,-0.39387074,-0.6560397,0.0014053425,0.0047926498,0.0024036271,-0.0018871963,0.14414492,-0.16343698,0.13153672,0.23674363
40,0.07435305,0.05834021,0.45070925,0.10283775,0.5741042,0.1913014,0.096762516,0.6536264,0.35798934,0.8003998,0.27202064,0.3675556,0.59427774,-0.53534156,-0.00014397968,0.001974345,0.0010852814,-0.0013455153,0.16703533,0.38283166,0.0008297066,-0.00022945422,-0.0010135174,-0.0036418438,-0.23495032,0.13595763,0.06965795,-0.046644352,-0.6567219,0.2453363,0.064429775,-0.37531817,0.052469753,0.11188714,-0.38919467,-0.645654,0.0015607016,0.002846334,0.0025561992,-0.0017038605,0.14305672,-0.15432577,0.14271781,0.2007604
41,0.072964124,0.058882657,0.44588217,0.100974105,0.5627092,0.1909685,0.098412536,0.65143967,0.3631493,0.8006134,0.27559626,0.3784081,0.59427685,-0.53518564,5.5980025e-05,0.0016117282,0.0010843873,-0.0011895895,0.16711338,0.38280603,0.00088611344,-0.00031305966,-0.0009354651,-0.0036674738,-0.22886047,0.13161463,0.066668496,-0.04906093,-0.650632,0.24099329,0.069283456,-0.36592948,0.054659624,0.10053469,-0.38434097,-0.63626534,0.0016396478,0.0013096959,0.002638334,-0.0014096899,0.14425029,-0.14077674,0.15307304,0.16619328
42,0.071668774,0.05939866,0.44375032,0.09891848,0.5536486,0.19016102,0.09962203,0.65045404,0.36608866,0.8014595,0.27787715,0.3869527,0.594291,-0.53506315,0.00020790481,0.0012366899,0.0010985136,-0.001067102,0.16719596,0.38277608,0.00093343115,-0.000342624,-0.00085288286,-0.0036974251,-0.22297765,0.12718533,0.06471235,-0.049291067,-0.6447492,0.236564,0.07435202,-0.35758227,0.0571462,0.08885338,-0.3792724,-0.6279181,0.0016591981,0.00027893856,0.002688461,-0.0010782923,0.14710976,-0.12495363,0.16151473,0.13452356
43,0.07043296,0.059887297,0.4440283,0.09696358,0.5469211,0.18895672,0.10068185,0.6506616,0.36701494,0.8023546,0.2789054,0.39319158,0.5943163,-0.5349711,0.00031825725,0.0009149987,0.0011238456,-0.0009750724,0.16728233,0.38274583,0.000972691,-0.00033271246,-0.00076651573,-0.0037276745,-0.21721819,0.12283707,0.06363483,-0.047825508,-0.6389898,0.23221573,0.07963926,-0.35027596,0.059547666,0.0773451,-0.37398517,-0.6206118,0.0016232864,-0.00012518838,0.0027261756,-0.00075744453,0.15100561,-0.10857203,0.16688019,0.10705062
44,0.06923021,0.060340796,0.4462837,0.09486825,0.5423329,0.1874343,0.10136387,0.65195465,0.36628205,0.8037679,0.27881512,0.3973263,0.5943495,-0.53490543,0.000394477,0.00063740404,0.0011570454,-0.00090938807,0.16737181,0.38271803,0.0010053723,-0.00029688352,-0.00067703426,-0.00375548,-0.2115135,0.118692234,0.06326056,-0.045167696,-0.6332851,0.2280709,0.08511531,-0.34396726,0.061493643,0.066473216,-0.3685091,-0.6143031,0.0015578406,-0.00048844883,0.0027585407,-0.00047349182,0.15534447,-0.09298571,0.168329,0.08464395
45,0.06803405,0.060719036,0.44974628,0.09272966,0.5395665,0.18575494,0.101794094,0.65415925,0.3644988,0.80547625,0.2778067,0.39971444,0.59438765,-0.53486145,0.00043903245,0.0004139792,0.0011951923,-0.00086539984,0.16746388,0.38269436,0.0010315849,-0.00024552026,-0.00058496,-0.003779143,-0.20581152,0.114829764,0.063402794,-0.04179069,-0.6275831,0.22420843,0.090727866,-0.33858088,0.06279558,0.05653665,-0.36289656,-0.60891676,0.0014317473,-0.00064073864,0.0027755576,-0.00022857636,0.15957367,-0.07914927,0.16675341,0.06681734
46,0.06683235,0.06101441,0.4539263,0.090618,0.53832096,0.18398625,0.102082185,0.6570999,0.3620875,0.8072998,0.27606776,0.40066463,0.59442824,-0.5348341,0.00045698762,0.00024839983,0.0012357831,-0.0008380413,0.16755788,0.38267583,0.0010508167,-0.00018630348,-0.00049096346,-0.0037976801,-0.20007616,0.11128889,0.06388774,-0.03811919,-0.62184775,0.22066756,0.09641153,-0.3340208,0.06333005,0.047733378,-0.3572129,-0.60435665,0.0012771331,-0.00062084565,0.0027712812,-2.163276e-05,0.16335642,-0.06776172,0.16233365,0.05330889
