timestep,edge_mask_0,edge_mask_1,edge_mask_2,edge_mask_3,edge_mask_4,edge_mask_5,edge_mask_6,edge_mask_7,edge_mask_8,edge_mask_9,edge_mask_10,edge_mask_11,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7
36,0.44250545,0.676568,0.32978508,0.44950318,0.2378626,0.6402814,0.24366945,0.09159253,0.02993351,0.3068274,0.46590203,0.085569434,0.20057459,0.12568867,-0.016086638,0.007460057,0.0011237264,-0.0016400814,0.43064514,0.48618436,0.011575452,0.006257513,0.0045365095,0.0018577874,0.43958533,-0.32239932,-0.003892132,0.0018733661,0.0030004382,0.0017979443,-0.00948916,0.5737002,0.28082517,0.22828174,-0.4985623,0.41954562,0.24928561,-0.075196475,0.05625022,0.03774525,-0.014332982,-0.0008296555,0.7027981,0.5545248
37,0.43017337,0.6913031,0.29681453,0.45646352,0.22787611,0.6749461,0.25442836,0.08723531,0.0282393,0.2891081,0.4825914,0.08082082,0.20006241,0.12593266,-0.0004930645,0.0003366731,0.00061154366,-0.0013960898,0.43184623,0.48683774,0.014230739,0.0077610393,0.0057376027,0.0025111735,0.43924022,-0.32228473,-0.0038063654,0.0009732808,0.0026553273,0.0019125342,0.015918558,0.59405017,0.2830494,0.22502655,-0.4731546,0.4398956,0.11571914,-0.052583694,0.0554915,0.030679047,-0.008872664,-0.004317439,0.7243055,0.5381528
38,0.4171636,0.69845945,0.2720567,0.4581355,0.22314787,0.7014989,0.26095682,0.08418136,0.026444413,0.2809077,0.49865502,0.0783927,0.20025562,0.12581198,0.0034667943,-0.0021796252,0.0008047521,-0.0015167743,0.43326962,0.487551,0.016607977,0.008007032,0.0071609914,0.0032244325,0.43893772,-0.32223478,-0.0031387853,0.00034618645,0.0023528337,0.001962483,0.041628238,0.6140943,0.28696996,0.22155601,-0.44744492,0.45993975,0.038365927,-0.0243213,0.05934922,0.02186252,-0.002840109,-0.0038377417,0.7468291,0.5278611
39,0.40184903,0.70151067,0.24949026,0.46016908,0.22209236,0.7255211,0.26536775,0.08133895,0.024988664,0.27446315,0.51681197,0.07639696,0.20054576,0.12561744,0.003102089,-0.0021522134,0.0010948926,-0.001711309,0.43494606,0.48822868,0.019636499,0.00729069,0.008837432,0.0039021075,0.43870273,-0.3222228,-0.0023467129,2.620275e-05,0.0021178424,0.0019744635,0.06755384,0.63355535,0.28860843,0.21357177,-0.4215193,0.47940078,0.0050199353,-0.0051749446,0.07180514,0.012854163,7.376075e-05,-0.0023343707,0.7338097,0.47404787
40,0.38584924,0.70272213,0.23207481,0.46225592,0.22322363,0.7436062,0.26813152,0.07869929,0.024318974,0.2696125,0.5354515,0.074054256,0.20075409,0.12547071,0.0019212482,-0.0013694352,0.0013032258,-0.0018580407,0.436879,0.48879105,0.02239797,0.0057279286,0.0107703805,0.0044644773,0.43852916,-0.3222284,-0.0017188521,-0.00010627274,0.0019442737,0.0019688606,0.093220085,0.6516945,0.28346682,0.1955322,-0.39585307,0.4975399,-0.004053183,0.0024472463,0.076705925,0.0025991031,0.00041182336,-0.001259248,0.67010474,0.35353407
41,0.37011,0.7024375,0.21822923,0.4630862,0.22491254,0.75800776,0.2693828,0.07619721,0.023763044,0.26753107,0.5536928,0.072649956,0.20087494,0.12538727,0.0010531712,-0.00070641766,0.0014240742,-0.0019414872,0.4389466,0.4891806,0.023260524,0.003629073,0.012837976,0.0048540235,0.43839937,-0.32223976,-0.0013038062,-0.00013604695,0.0018144846,0.001957506,0.118263796,0.66791546,0.27566183,0.17258343,-0.37080938,0.5137609,-0.0038776502,0.0032065886,0.06462043,-0.0066687334,-0.00014667213,-0.000563424,0.63061726,0.25934294
42,0.35450795,0.70165986,0.20314473,0.46287963,0.22626974,0.7735417,0.26976976,0.073577374,0.023313535,0.2673507,0.5719147,0.07207042,0.20094267,0.1253448,0.0006021404,-0.00035491667,0.0014918,-0.0019839555,0.4409845,0.48936507,0.022334343,0.0012602976,0.014875859,0.0050385,0.43829784,-0.3222511,-0.0010398866,-0.000120853525,0.0017129481,0.0019461513,0.14276698,0.6822078,0.27055553,0.15191418,-0.34630617,0.5280533,-0.0018773802,0.0017489662,0.048889536,-0.014615073,-0.0006203204,-0.00018818304,0.6380918,0.22476605
43,0.3387019,0.70078003,0.18798894,0.4659364,0.22719151,0.78910094,0.2719256,0.070739396,0.022910085,0.26213798,0.5905587,0.072028495,0.20098926,0.12530273,0.0004754978,-0.0005235922,0.0015383959,-0.0020260215,0.44287392,0.48928908,0.0203233,-0.0018965661,0.016765296,0.004962504,0.43821344,-0.32226095,-0.0008864239,-0.0001033743,0.0016285479,0.0019363165,0.16706787,0.69497544,0.2697369,0.13683766,-0.32200527,0.54082084,0.00023892522,-0.002574047,0.03572542,-0.028417895,-0.00106509,-0.0001273416,0.66820234,0.22902013
44,0.3229736,0.69991636,0.17314897,0.4705046,0.22801842,0.8042695,0.27478918,0.06783181,0.02258158,0.2547061,0.6091946,0.07206518,0.20103411,0.12523222,0.0005095717,-0.00091328495,0.0015832484,-0.0020965338,0.4445055,0.48880443,0.017031547,-0.0071293637,0.018396884,0.0044778585,0.43813843,-0.3222702,-0.00080717,-0.00010287129,0.0015535355,0.001927048,0.19154496,0.70678294,0.27308288,0.12837306,-0.2975282,0.5526284,0.0015294838,-0.0052059083,0.01789069,-0.057069387,-0.0014235219,-0.00025340542,0.7078019,0.25744826
45,0.30908877,0.6987707,0.15857914,0.47869045,0.22929385,0.81910104,0.27873743,0.06523943,0.022319857,0.24257216,0.6256718,0.071935385,0.20108016,0.12512416,0.0005125981,-0.0013445059,0.001629293,-0.002204597,0.4457073,0.48764586,0.011514116,-0.01574485,0.019598663,0.0033192933,0.43806788,-0.32228044,-0.0007717204,-0.00011885475,0.0014829934,0.0019168258,0.21653569,0.71819764,0.2799705,0.12605798,-0.27253747,0.56404305,0.0013041936,-0.006595423,-0.01259545,-0.103978276,-0.00166343,-0.0004170127,0.7515836,0.2977819
46,0.29923493,0.6970418,0.14476167,0.48923904,0.23144807,0.8330684,0.2820268,0.06339372,0.02216995,0.22873418,0.63737136,0.071510166,0.20111369,0.12499524,0.00030265312,-0.001476475,0.0016628206,-0.0023335144,0.44623816,0.48553908,0.0030909113,-0.027240513,0.020129532,0.0012125075,0.43800047,-0.32229197,-0.00073788845,-0.00013302088,0.0014155805,0.0019052923,0.24229771,0.72965395,0.2893821,0.12790953,-0.24677545,0.5754994,-0.00081795437,-0.0046809535,-0.05544677,-0.15431875,-0.0015909807,-0.0004387982,0.79404217,0.33366033
47,0.29143763,0.694627,0.13418762,0.50234246,0.23449512,0.84349626,0.28409576,0.06178968,0.02231618,0.21356176,0.6467727,0.070877895,0.20111142,0.12487905,-0.00018898706,-0.001198293,0.0016605556,-0.0024497062,0.445803,0.48241976,-0.008798574,-0.038368482,0.019694358,-0.0019068122,0.43793786,-0.32230362,-0.0006743823,-0.00012768933,0.0013529658,0.0018936396,0.26893497,0.741322,0.2992633,0.13051267,-0.22013819,0.5871674,-0.004159769,-0.0009093692,-0.11116757,-0.17938098,-0.0012096608,-0.00027923658,0.8222674,0.34580547
48,0.29188833,0.69226086,0.13022286,0.51654124,0.23742113,0.8471939,0.28507817,0.06155084,0.022583224,0.19838056,0.64656085,0.07031801,0.20105451,0.124807015,-0.00085390534,-0.00060139876,0.0016036481,-0.0025217384,0.4441794,0.4787867,-0.022660585,-0.041366372,0.018070757,-0.0055398643,0.437885,-0.32231253,-0.00054354925,-8.46541e-05,0.0013000965,0.0018847287,0.29626405,0.75304186,0.30585325,0.13007444,-0.1928091,0.5988873,-0.007121651,0.0029732087,-0.16061656,-0.12590012,-0.0003776252,0.000111129135,0.81405747,0.3218994
49,0.29237345,0.69196856,0.13154057,0.52761674,0.2378553,0.8447357,0.2868496,0.060724434,0.023723776,0.18553358,0.6469021,0.070176184,0.20094833,0.12478973,-0.0013427555,1.2657183e-05,0.0014974624,-0.0025390238,0.44125348,0.47535795,-0.037434973,-0.03646378,0.015144855,-0.0089686215,0.43784887,-0.32231566,-0.00033033686,-9.946616e-06,0.0012639761,0.0018815994,0.32370484,0.7644079,0.30441996,0.12439636,-0.16536832,0.61025333,-0.0070232637,0.004637063,-0.20439537,-0.054390073,0.0007732509,0.00053543964,0.75030005,0.26840523
50,0.29630902,0.69439876,0.1325639,0.53568864,0.23541261,0.84275305,0.28916967,0.059917767,0.024682999,0.17514165,0.6437732,0.07018864,0.20082173,0.12481163,-0.0014387625,0.0003586588,0.0013708621,-0.0025171265,0.4373892,0.47268078,-0.045687653,-0.026387779,0.011280566,-0.011645794,0.4378367,-0.3223106,-3.7358994e-05,8.916399e-05,0.0012518167,0.0018866658,0.35060084,0.7749747,0.29605657,0.11391534,-0.13847232,0.62082016,-0.0043169586,0.0034916594,-0.1761143,0.009600534,0.0021039366,0.00096623943,0.6774165,0.20618057
51,0.30353233,0.69773287,0.13346939,0.54141426,0.23212299,0.84104556,0.29173252,0.059821073,0.025484964,0.1668532,0.6366466,0.07014414,0.20070562,0.12484802,-0.0012159065,0.0004271404,0.0012547523,-0.0024807304,0.43345976,0.47100854,-0.042647682,-0.014676765,0.0073511302,-0.013318032,0.43784472,-0.32230023,0.00015272418,0.00012828923,0.0012598336,0.001897037,0.3767054,0.78438765,0.28704756,0.099925205,-0.11236775,0.63023305,-0.001368343,0.0015814627,-0.083819315,0.051140707,0.0018074344,0.0006141625,0.6500516,0.14488703
52,0.30573225,0.6996456,0.13292982,0.5457136,0.22992761,0.8410375,0.29402524,0.059477028,0.026032642,0.16026108,0.6347907,0.07042677,0.20061438,0.124885984,-0.00091260043,0.0004191011,0.0011635125,-0.0024427697,0.43018958,0.47027856,-0.033179455,-0.0048273494,0.004080951,-0.01404801,0.43785208,-0.32229385,4.653276e-05,4.229448e-05,0.0012671947,0.0019034147,0.40215322,0.7924182,0.28060666,0.08387949,-0.08691993,0.6382636,-6.7055225e-06,0.0009874586,-0.011936902,0.061802242,-0.0006801038,-0.00053922454,0.65320987,0.08935609
53,0.3089199,0.7000317,0.13040426,0.5491101,0.2289988,0.8430543,0.29582956,0.059947785,0.02654147,0.15506035,0.6311323,0.07096956,0.20054358,0.12492726,-0.0007237789,0.00047820905,0.001092717,-0.0024014935,0.42782533,0.47026053,-0.022814624,0.0021132114,0.0017167032,-0.0140660405,0.43783802,-0.32229945,-0.00025740673,-0.00011441881,0.001253128,0.0018978119,0.42720774,0.7989072,0.27727136,0.0662106,-0.06186542,0.6447526,-0.00039328632,0.0016388319,0.02069965,0.05733724,-0.002923063,-0.0014613968,0.6681633,0.033009827
54,0.30965367,0.700722,0.1276596,0.5516268,0.22909215,0.8448917,0.2971716,0.06022437,0.027448615,0.1512016,0.63012195,0.07018578,0.20048071,0.12497886,-0.0006858987,0.0006208485,0.001029849,-0.0023498908,0.42623666,0.47068194,-0.015070636,0.0059669204,0.00012803078,-0.013644636,0.437802,-0.3223172,-0.0004720324,-0.00023901915,0.001217097,0.0018800497,0.45211667,0.80368155,0.27651307,0.046468783,-0.03695649,0.64952695,-0.0014306447,0.0026219166,0.020403333,0.043820113,-0.0027897733,-0.0015320505,0.68559563,-0.031891566
55,0.3097033,0.70055103,0.12453227,0.5532663,0.22912107,0.84691477,0.2980001,0.06037175,0.028552888,0.1487336,0.62992495,0.07032793,0.20041505,0.12504539,-0.0007514445,0.00079826376,0.00096417964,-0.0022833645,0.42515448,0.47132847,-0.010501243,0.007792452,-0.00095415115,-0.012998104,0.43775076,-0.3223428,-0.0006181899,-0.0003073662,0.0011658669,0.0018544495,0.47704643,0.8065474,0.27723974,0.024529133,-0.012026727,0.65239286,-0.002370204,0.0033262733,0.008017354,0.033172622,-0.002641657,-0.0012810186,0.6985495,-0.10322455
56,0.3091851,0.69976264,0.121711776,0.55393106,0.22873199,0.8484325,0.29839188,0.060299728,0.029855765,0.14767708,0.6305152,0.07150538,0.2003421,0.12512639,-0.000839625,0.00095087977,0.00089123845,-0.0022023618,0.4243364,0.47210297,-0.008384081,0.009012054,-0.0017722249,-0.012223601,0.43768942,-0.32237175,-0.0007129517,-0.00032877206,0.0011045337,0.0018255115,0.50203884,0.8073292,0.2779207,0.0007648424,0.012965679,0.65317464,-0.0027604182,0.003521819,-0.0050814906,0.031677153,-0.0024930933,-0.0009824742,0.699909,-0.17632008
57,0.307492,0.698707,0.12262287,0.5534647,0.22772211,0.8466361,0.29851192,0.059860818,0.030740997,0.1480234,0.63264716,0.07357087,0.20026408,0.1252171,-0.0008804823,0.0010360866,0.000813216,-0.0021116585,0.42361468,0.47301462,-0.007836514,0.0106882015,-0.0024939477,-0.011311948,0.43762177,-0.32240117,-0.00077089516,-0.00032574177,0.0010368824,0.0017960966,0.52700573,0.8058789,0.27715474,-0.024554566,0.037932575,0.65172434,-0.0025076366,0.003229268,-0.015484541,0.039291628,-0.0023618147,-0.00079162774,0.68714225,-0.25128198
58,0.30390018,0.6991107,0.1266629,0.5516735,0.22643623,0.84093523,0.29849765,0.058917973,0.0324019,0.14982891,0.6371819,0.074453086,0.20018706,0.12531063,-0.0008435593,0.0010408673,0.00073619187,-0.0020181239,0.42289338,0.47412038,-0.00810327,0.013085452,-0.0032152534,-0.010206193,0.4375577,-0.32242748,-0.00068245997,-0.00027553504,0.0009728074,0.0017697811,0.5518062,0.80203605,0.27476373,-0.05176904,0.062733054,0.6478815,-0.0018319765,0.0026380247,-0.022258852,0.05069301,-0.0010428872,-0.00031228736,0.6689767,-0.33353114
59,0.29785445,0.6995542,0.1262212,0.54840595,0.22444265,0.8393706,0.29829612,0.057535004,0.034408234,0.15329792,0.6446105,0.07600314,0.200117,0.12540132,-0.0007457125,0.0009912502,0.0006661415,-0.0019274354,0.4221414,0.47545505,-0.008481103,0.015701525,-0.0039672256,-0.0088715255,0.43750152,-0.32244954,-0.00059458514,-0.00022910692,0.00091663003,0.0017477274,0.5764046,0.79561263,0.27259114,-0.08117208,0.087331414,0.64145803,-0.0011304314,0.0021059967,-0.024036508,0.058874365,-0.0008274017,-0.00022455677,0.66518354,-0.423453
60,0.30725157,0.6994103,0.12846413,0.5463569,0.22189699,0.8340066,0.2991446,0.05914897,0.037529286,0.1544985,0.6335994,0.078692704,0.20003933,0.12549725,-0.0009219786,0.0011034678,0.00058846176,-0.0018315017,0.42121425,0.47706252,-0.011211746,0.0189404,-0.004894376,-0.007264048,0.43744802,-0.32246995,-0.0005947135,-0.00022547175,0.00086313486,0.0017273128,0.6009325,0.7863569,0.27250218,-0.11367618,0.11185932,0.6322024,-0.0036269417,0.0036003024,-0.048509195,0.07164258,-0.0014877458,-0.00053641567,0.680588,-0.52797115
61,0.3169325,0.6987471,0.13199233,0.5458672,0.21817526,0.8264488,0.3014381,0.06059612,0.041558914,0.15269472,0.6224714,0.083077684,0.19992955,0.12561417,-0.0013685375,0.0013966436,0.0004786849,-0.0017145872,0.4201463,0.47889942,-0.012193905,0.02114464,-0.005962342,-0.005427152,0.43738976,-0.32249182,-0.0006736693,-0.0002511641,0.0008048713,0.0017054379,0.6256285,0.77400345,0.27534834,-0.14905345,0.13655531,0.61984885,-0.0067705372,0.0056904275,-0.03785093,0.069393404,-0.0022763421,-0.00082060305,0.70971715,-0.63796306
62,0.32517081,0.6960291,0.13584603,0.5450161,0.21462876,0.8177516,0.3029684,0.06184053,0.04640236,0.15201546,0.61298865,0.08934209,0.19978413,0.1257598,-0.0017393865,0.0017288104,0.00033326447,-0.0015689582,0.4191889,0.48080537,-0.009859549,0.021193272,-0.0069197416,-0.003521204,0.43731683,-0.32252058,-0.0008786718,-0.0003529231,0.00073194504,0.0016766787,0.65068746,0.75843215,0.27997565,-0.18499465,0.1616143,0.6042776,-0.0071298317,0.0068132756,-0.0071412004,0.05334789,-0.0037341986,-0.0016455002,0.7346443,-0.73204565
63,0.33532992,0.690898,0.13584115,0.5472846,0.21200903,0.81188494,0.30509892,0.06367873,0.052273948,0.14761646,0.60099137,0.097092934,0.1995998,0.12594002,-0.0022020868,0.0021394112,0.0001489371,-0.0013887286,0.41861406,0.4826441,-0.0046509597,0.020048875,-0.007494569,-0.0016824603,0.43722036,-0.32256344,-0.0011685179,-0.0005381537,0.0006354749,0.0016338229,0.6760104,0.73980784,0.2820603,-0.21790826,0.18693721,0.5856533,-0.008975473,0.008428035,0.027437013,0.04153924,-0.0050951396,-0.0027346134,0.7207855,-0.79162264
64,0.35111234,0.6837981,0.13530657,0.550943,0.21023948,0.805238,0.30713147,0.06686223,0.05945547,0.14192551,0.5820254,0.105962425,0.19938529,0.12614965,-0.0024741755,0.0024240047,-6.558001e-05,-0.0011790991,0.41862518,0.48443693,0.0025109143,0.019855935,-0.0074834526,0.000110358,0.43709877,-0.32262447,-0.0014421692,-0.0007482171,0.00051388144,0.0015727878,0.7006842,0.71858346,0.2702,-0.24478528,0.21161103,0.5644289,-0.008226105,0.0081944605,0.05999134,0.048192784,-0.005657806,-0.0034460176,0.58654803,-0.8135412
65,0.36105824,0.67606926,0.13681933,0.5534051,0.2086287,0.7953626,0.30878958,0.06916696,0.067818,0.13780534,0.5697748,0.115302116,0.19917077,0.12636535,-0.0023382767,0.002382852,-0.00028009713,-0.0009634048,0.4192012,0.4861526,0.008345093,0.01866665,-0.0069074333,0.0018260181,0.4369602,-0.32269913,-0.0015885882,-0.00087014976,0.00037530065,0.001498133,0.72332734,0.69528174,0.24228524,-0.26596928,0.23425418,0.5411272,-0.004826449,0.005648482,0.064619064,0.037747,-0.005069615,-0.003089869,0.3963523,-0.82380366
66,0.36595502,0.66807234,0.13855003,0.5543313,0.20689942,0.78534204,0.30984047,0.07047249,0.07610796,0.13582824,0.56357247,0.12502824,0.1989821,0.126561,-0.0019751026,0.0020696418,-0.00046876073,-0.0007677525,0.42009503,0.48765236,0.0107248835,0.015662557,-0.006013602,0.0033257902,0.43681678,-0.32277513,-0.0015960549,-0.00083090935,0.00023189187,0.001422137,0.74350184,0.6702823,0.21509923,-0.2836727,0.25442868,0.5161277,-0.0022139512,0.002825033,0.044660643,0.016625708,-0.004046135,-0.0017829705,0.33385327,-0.8419576
67,0.3708655,0.65931976,0.14070117,0.5544953,0.20469543,0.77410305,0.31048533,0.07158919,0.08519575,0.13501938,0.5575453,0.13598476,0.19882531,0.12672438,-0.0016257059,0.0016880723,-0.00062555075,-0.0006043762,0.42102295,0.4887816,0.010103189,0.0109890625,-0.005085677,0.00445503,0.43667328,-0.32284233,-0.0015936303,-0.0007051678,8.839369e-05,0.0013549328,0.7616322,0.64382464,0.19462323,-0.29912478,0.27255905,0.48967007,-0.0014437874,0.0013584077,0.020595275,-0.0075785667,-0.0039658933,-0.000819858,0.33298814,-0.86370224
68,0.37773126,0.6492093,0.1431676,0.55461806,0.2020849,0.76111126,0.31066856,0.07288225,0.09572115,0.13471334,0.5493865,0.14870586,0.19869415,0.126857,-0.0013730908,0.0013664782,-0.00075671077,-0.00047175586,0.4217962,0.48943222,0.007835916,0.005349095,-0.004312426,0.0051056445,0.43652388,-0.32289687,-0.0016930857,-0.00055602915,-6.1005354e-05,0.0013003945,0.7782349,0.61608386,0.17940041,-0.3127836,0.28916174,0.4619293,-0.0015381116,0.0010042373,0.0025852413,-0.028927028,-0.0049786307,-0.00027153268,0.33433026,-0.88440007
69,0.38975084,0.6375273,0.14438492,0.55648994,0.19923283,0.7491018,0.311143,0.07504302,0.10651325,0.13236701,0.53520614,0.1632399,0.19857733,0.12696685,-0.0012608705,0.0011477204,-0.0008735359,-0.0003619045,0.422328,0.48958734,0.004944937,-8.927542e-05,-0.0037806332,0.0052607656,0.43635598,-0.32293615,-0.0019516285,-0.000376687,-0.00022891164,0.0012611151,0.7935392,0.58722657,0.16537179,-0.32456285,0.30446607,0.433072,-0.0023105252,0.0012286188,-0.009319996,-0.041010965,-0.006818144,0.00040334833,0.30821505,-0.8997516
70,0.4023761,0.6244899,0.14533348,0.5593276,0.19611496,0.73450774,0.31165773,0.077298336,0.120158814,0.1290147,0.52032554,0.1793952,0.19846691,0.1270613,-0.0012099302,0.0010002878,-0.0009839535,-0.00026744604,0.42260498,0.48931873,0.0021434682,-0.0044320566,-0.0035036504,0.004992157,0.43615425,-0.32295462,-0.0023863618,-0.00011940763,-0.00043064356,0.0012426376,0.8072252,0.5574527,0.14541395,-0.3339504,0.31815207,0.4032981,-0.0026427745,0.001394975,-0.01565234,-0.043651,-0.009226403,0.001631076,0.21385139,-0.90528214
71,0.41227943,0.6105016,0.1471012,0.5612692,0.19266398,0.7174961,0.31152785,0.07924667,0.13540271,0.12720288,0.50847393,0.19683439,0.19836313,0.12714349,-0.0011247613,0.000869722,-0.0010877401,-0.00018526614,0.4226707,0.4887833,2.3223227e-05,-0.006707868,-0.0034379363,0.0044567287,0.4359063,-0.3229433,-0.0029395672,0.00024839872,-0.0006785989,0.0012539625,0.818416,0.52700186,0.11380589,-0.34053987,0.32934284,0.3728473,-0.0021731372,0.0011950614,-0.015843779,-0.033838265,-0.0114979595,0.0033795445,0.047454108,-0.90077066
72,0.42437813,0.59621155,0.1509299,0.56122947,0.18877985,0.70059764,0.31069145,0.08160807,0.1484724,0.1280791,0.4940138,0.21500862,0.19827054,0.12721303,-0.000980602,0.0007240781,-0.001180321,-0.00011572242,0.42256677,0.4882351,-0.0017438398,-0.00578388,-0.003541857,0.003908515,0.43561265,-0.32289547,-0.003424452,0.00067327666,-0.00097224116,0.0013017952,0.8263349,0.49608612,0.07507865,-0.3449923,0.33726174,0.34193155,-0.00137031,0.00071786705,-0.017612573,-0.007529798,-0.012197768,0.0048697763,-0.10275782,-0.89587384
