timestep,edge_mask_0,edge_mask_1,edge_mask_2,edge_mask_3,edge_mask_4,edge_mask_5,edge_mask_6,edge_mask_7,edge_mask_8,edge_mask_9,edge_mask_10,edge_mask_11,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7
13,0.17164606,0.012204413,0.033596627,0.771835,0.10738555,0.56271285,0.04678196,0.064094566,0.40369055,0.18138301,0.7642594,0.8804101,-0.5071374,-0.48748296,-0.07372057,0.03564795,0.0042829514,-0.004968077,0.21341467,-0.27415743,-0.17078207,0.028300788,0.42827228,-0.6302619,0.32906204,0.6642967,-0.2909534,0.07701996,0.7395861,0.6510032,0.22518498,0.17759383,0.33590436,0.019242998,-0.19936675,0.36232084,0.35072303,0.005269795,-0.6943153,-0.109287634,-0.78070647,-0.064404376,0.95246756,-0.3756547
14,0.20549819,0.016019402,0.03389671,0.807934,0.122834034,0.59322983,0.045021635,0.06536743,0.37287346,0.14704442,0.7291344,0.86114657,-0.51122254,-0.48514137,-0.031225476,0.021202492,0.00019782782,-0.0026264787,0.19612671,-0.27275464,-0.20274137,0.009229848,0.41098434,-0.6288591,0.3024505,0.6680557,-0.29804906,0.024140947,0.71297455,0.6547622,0.25603548,0.17543192,0.34622297,-0.045653168,-0.16851625,0.36015892,0.24064948,-0.055334713,-0.74654794,-0.11995745,-0.79833996,-0.33624026,0.9429477,-0.60085416
15,0.24721186,0.021065222,0.033880368,0.8353846,0.14345855,0.616648,0.04469559,0.06983248,0.34947157,0.11991976,0.6829557,0.8354762,-0.51283973,-0.48391455,-0.011340572,0.009845702,-0.0014193654,-0.0013996661,0.17606342,-0.27287278,-0.23301798,-0.0065840706,0.39092103,-0.62897724,0.27518257,0.66660106,-0.30544114,-0.0363155,0.6857066,0.65330756,0.28749698,0.1674844,0.35124722,-0.109631926,-0.13705474,0.35221142,0.12078537,-0.060561687,-0.8096195,-0.13506457,-0.8190433,-0.5442121,0.9157995,-0.75392056
16,0.2959271,0.027642114,0.034158945,0.8579341,0.169205,0.6340347,0.044186108,0.07705382,0.33180633,0.09787973,0.62701905,0.80315286,-0.51345176,-0.48346588,-0.0045307274,0.0025553731,-0.002031386,-0.0009509921,0.1533895,-0.27432063,-0.2613896,-0.020839017,0.3682471,-0.6304251,0.24726789,0.65984726,-0.31252405,-0.094405994,0.657792,0.64655375,0.31889302,0.15420543,0.34764352,-0.16650012,-0.10565871,0.33893242,0.039747015,-0.04828904,-0.86626136,-0.15900965,-0.8344316,-0.6716938,0.84208137,-0.84276164
17,0.34567124,0.036073554,0.035939146,0.87562597,0.19897006,0.6356725,0.04419813,0.08491047,0.3283884,0.0801759,0.56941825,0.76495636,-0.513811,-0.48346844,-0.0037212784,-0.0013203016,-0.002390623,-0.0009535551,0.12833805,-0.27689973,-0.28682917,-0.0325643,0.34319568,-0.6330042,0.2187685,0.64830935,-0.31872794,-0.14509527,0.6292926,0.63501585,0.3492164,0.13634613,0.33156815,-0.21440499,-0.075335324,0.3210731,-0.0032323338,-0.032368314,-0.90786946,-0.16935042,-0.8433498,-0.74290776,0.70835495,-0.89529884
18,0.40937695,0.04744542,0.0393373,0.88941705,0.23601931,0.6231933,0.044496942,0.095707655,0.33746943,0.06608603,0.4949154,0.71653533,-0.5142315,-0.4836802,-0.0051481854,-0.002868981,-0.0028111339,-0.0011653006,0.10121891,-0.2803982,-0.30857107,-0.042025626,0.31607652,-0.6365026,0.18977758,0.63274837,-0.32381806,-0.18680228,0.6003016,0.61945486,0.37743655,0.11471295,0.3045516,-0.25335047,-0.047115177,0.29943997,-0.023572264,-0.018787554,-0.9344915,-0.17602398,-0.84772134,-0.7798085,0.55875474,-0.9254673
19,0.47992015,0.060812958,0.042460922,0.90058357,0.2757994,0.61277467,0.044887226,0.10578029,0.3447644,0.05452922,0.41429952,0.66338766,-0.5148157,-0.4839533,-0.0071627568,-0.003117061,-0.003395319,-0.0014384091,0.07240637,-0.28443924,-0.32592356,-0.046337698,0.287264,-0.6405437,0.16038892,0.61394733,-0.32790193,-0.2199493,0.57091296,0.6006538,0.4027069,0.09005804,0.2688967,-0.2842399,-0.021844834,0.27478504,-0.033016182,-0.00965325,-0.9449524,-0.14818487,-0.85038376,-0.79847616,0.4048298,-0.9422707
20,0.5435228,0.075999,0.04525768,0.9089275,0.31601638,0.6054698,0.045387357,0.11393136,0.34927243,0.045685112,0.34254584,0.6079846,-0.5155778,-0.4842081,-0.00912016,-0.0026884386,-0.004157424,-0.001693219,0.042381212,-0.28777936,-0.3374575,-0.032500125,0.2572388,-0.6438838,0.13068871,0.5926173,-0.3310526,-0.24552555,0.5412128,0.57932377,0.4242486,0.063028894,0.22458038,-0.30836588,-0.00030311942,0.24775589,-0.037480924,-0.0035064337,-0.9301477,0.022531413,-0.8512614,-0.80563605,0.22907831,-0.95186013
21,0.5948993,0.09224242,0.05191937,0.91353774,0.36222917,0.5933553,0.04652714,0.124145254,0.3547253,0.039935064,0.28095543,0.5455284,-0.51647097,-0.484406,-0.0103265075,-0.0019541713,-0.0050505996,-0.0018911064,0.0118975695,-0.28794488,-0.33933195,0.013491346,0.22675517,-0.64404935,0.100782126,0.5693783,-0.33291703,-0.26455098,0.51130617,0.5560848,0.44111663,0.03416005,0.16884357,-0.32696444,0.016564906,0.21888705,-0.034863863,0.0006215758,-0.86238784,0.3786644,-0.8462762,-0.80406827,0.0040831487,-0.9568999
22,0.62474936,0.10613063,0.060763266,0.9119055,0.42324024,0.58488303,0.049871393,0.13996819,0.35435367,0.03822315,0.2352824,0.47062922,-0.5172681,-0.48461342,-0.008122895,-0.0024791213,-0.005847752,-0.0020985305,-0.017868439,-0.2826448,-0.32643417,0.08158866,0.19698916,-0.63874924,0.07083247,0.544727,-0.33270228,-0.2785802,0.48135653,0.5314335,0.45216274,0.003880457,0.09968024,-0.3411777,0.027611017,0.18860745,-0.0037801384,-0.010134927,-0.71935177,0.7147016,-0.8301448,-0.8016698,-0.26952425,-0.95954335
23,0.6282509,0.114763275,0.07025424,0.9011821,0.49278018,0.58035165,0.057189416,0.16232629,0.34939414,0.041628372,0.20942281,0.3924565,-0.5175259,-0.48505792,-0.00023627933,-0.0061686356,-0.006105542,-0.0025430322,-0.045827653,-0.27134973,-0.30276984,0.14745723,0.16902995,-0.62745416,0.04097308,0.51900107,-0.33130533,-0.28947532,0.45149714,0.50570756,0.45670062,-0.027479492,0.025791034,-0.35207698,0.032148898,0.15724751,0.058558922,-0.043092947,-0.5794421,0.8626573,-0.81778675,-0.805402,-0.48969144,-0.9619372
24,0.6073618,0.11781924,0.083191305,0.8842731,0.5627974,0.58707654,0.06689556,0.19217138,0.32973218,0.048831318,0.20046686,0.31938332,-0.5171316,-0.4856735,0.006689213,-0.007174261,-0.0057112575,-0.0031585991,-0.071812466,-0.25481835,-0.2816952,0.20179443,0.14304514,-0.6109228,0.0111882705,0.49245018,-0.33076084,-0.2977772,0.42171234,0.47915664,0.45505196,-0.059649102,-0.04037351,-0.36012164,0.030500233,0.1250779,0.06866423,-0.025477836,-0.5461781,0.9120149,-0.82281893,-0.80670696,-0.59716785,-0.96063894
25,0.564045,0.11872314,0.09567081,0.85737795,0.6247103,0.59488714,0.082006775,0.23671235,0.3094421,0.060615283,0.19924262,0.2565665,-0.5163816,-0.48606163,0.009155698,-0.0028817437,-0.004961252,-0.0035467446,-0.096522644,-0.23409942,-0.2709887,0.24441817,0.118334964,-0.5902039,-0.01862172,0.46530578,-0.3314528,-0.30351827,0.39190236,0.45201224,0.44840065,-0.09233024,-0.09066847,-0.3646248,0.023848921,0.09239676,0.041387893,0.024989516,-0.5971731,0.9307232,-0.8338221,-0.8018534,-0.6038834,-0.94533587
26,0.50391895,0.1175353,0.112867616,0.82724464,0.68127304,0.58769333,0.09963313,0.30157188,0.29943907,0.073122256,0.19450918,0.20119163,-0.51556456,-0.48602098,0.009039562,0.0021184036,-0.0041441917,-0.0035060942,-0.12088228,-0.21013993,-0.2704995,0.2771157,0.09397533,-0.56624436,-0.048525713,0.43780264,-0.33267355,-0.30662644,0.36199835,0.4245091,0.43906495,-0.124712996,-0.1102603,-0.35740015,0.014513224,0.060014002,0.021727882,0.042797115,-0.6725798,0.93802077,-0.8408395,-0.78987706,-0.42258942,-0.8393147
27,0.450044,0.113946386,0.13561119,0.7925909,0.7315293,0.5599313,0.122455515,0.3836593,0.30445752,0.08495355,0.16629668,0.15452437,-0.514748,-0.48570412,0.009090567,0.0042216494,-0.003327608,-0.003189236,-0.14542678,-0.18370041,-0.27382523,0.3021009,0.06943083,-0.5398049,-0.07851173,0.41017509,-0.33343014,-0.30714563,0.33201236,0.39688155,0.4308428,-0.15240644,-0.0819052,-0.2828574,0.0062910616,0.03232056,0.023108957,0.026328472,-0.70950615,0.9426409,-0.83924955,-0.7717578,0.007900327,-0.14807333
28,0.3964339,0.112498954,0.14844461,0.7622153,0.7591705,0.5244653,0.15114196,0.4759932,0.32709005,0.08664274,0.12757294,0.12833062,-0.51383746,-0.485418,0.010630377,0.0026577115,-0.0024170876,-0.0029031038,-0.17044456,-0.15537296,-0.28005034,0.32107362,0.044413045,-0.5114774,-0.10852106,0.38261703,-0.33344042,-0.305729,0.30200303,0.3693235,0.42564252,-0.17126267,-0.045718197,-0.17284152,0.0010907948,0.013464332,0.038124505,-0.005085257,-0.7468142,0.9449797,-0.83367795,-0.75369775,0.1571071,0.39301527
29,0.3343986,0.11081135,0.15110138,0.7327815,0.7773439,0.48588094,0.18455507,0.573013,0.36301768,0.08266348,0.09258837,0.111844674,-0.51297206,-0.48524937,0.009107692,0.0014818688,-0.0015516877,-0.0027344823,-0.19616139,-0.12562026,-0.28858852,0.33534205,0.018696219,-0.48172474,-0.13846613,0.35530347,-0.33236423,-0.30236113,0.27205795,0.34200993,0.4230408,-0.18158063,-0.020502932,-0.08554549,-0.0015109181,0.0031463653,0.011349116,-0.0051141493,-0.7855079,0.945369,-0.82283866,-0.73064375,0.13785715,0.4408566
30,0.26810393,0.10913279,0.15355839,0.69332457,0.7930647,0.4467789,0.22660145,0.6632657,0.39966264,0.08007403,0.06863034,0.0978025,-0.5125604,-0.48497632,0.0023063994,0.0038097422,-0.001140058,-0.0024614334,-0.22267075,-0.09478745,-0.2975286,0.34620908,-0.007813141,-0.4508919,-0.16818616,0.3284167,-0.32915175,-0.29693204,0.24233791,0.31512317,0.4219487,-0.18593945,-0.007950423,-0.02987406,-0.0026030242,-0.0012124479,-0.04524369,0.026983405,-0.81087244,0.947026,-0.7987851,-0.7016115,0.07426776,0.34285054
31,0.21712357,0.10953606,0.15647283,0.64013267,0.8077319,0.41288543,0.28018513,0.7309085,0.43064174,0.079682186,0.051967923,0.08273205,-0.51274467,-0.48446268,-0.0042233113,0.006656558,-0.001324296,-0.0019477904,-0.24973875,-0.063091494,-0.30236906,0.35516134,-0.034881145,-0.41919595,-0.19733426,0.30213833,-0.32122582,-0.28950694,0.21318981,0.2888448,0.4215025,-0.18701099,-0.003461206,-0.0029221578,-0.0030492246,-0.0022839904,-0.059531108,0.037992515,-0.7922262,0.95504516,-0.7436205,-0.6680794,0.025016109,0.19483387
32,0.1762664,0.10814581,0.16195728,0.58153135,0.823814,0.38030484,0.33849618,0.78219515,0.45773795,0.079972506,0.041538432,0.06804021,-0.5132992,-0.48379457,-0.0071300957,0.007807108,-0.0018788576,-0.0012796819,-0.27680403,-0.030674081,-0.2999038,0.36270955,-0.06194642,-0.38677853,-0.22530432,0.27649313,-0.30555493,-0.2826664,0.18521975,0.2631996,0.4212665,-0.18674996,-0.0022030296,0.00581132,-0.0032852292,-0.0020229667,-0.039626118,0.028146889,-0.7312705,0.963385,-0.6463553,-0.65536135,0.0039287456,0.08002938
33,0.13945797,0.10612206,0.1690774,0.5198861,0.8379327,0.34805983,0.3996674,0.8276819,0.4828627,0.08044655,0.032860227,0.05594524,-0.5139095,-0.48312286,-0.006606443,0.0072916285,-0.0024891496,-0.0006079674,-0.30292118,0.0023421631,-0.28533342,0.36891595,-0.08806357,-0.3537623,-0.25122628,0.25079742,-0.27925527,-0.28692865,0.1592978,0.23750389,0.4210967,-0.18619594,-0.001728395,0.006328116,-0.003455013,-0.0014689416,-0.0125887,0.014362975,-0.6040557,0.96883744,-0.500891,-0.74928856,-0.00076122564,0.01969627
34,0.11500008,0.12146615,0.17551608,0.45455307,0.8246367,0.3197962,0.46555915,0.8572446,0.50468767,0.07988776,0.027755292,0.053897172,-0.5143551,-0.48254192,-0.0041238084,0.006036409,-0.002934754,-2.7030706e-05,-0.32551125,0.03582218,-0.23383449,0.37354228,-0.11065364,-0.32028228,-0.27446115,0.22392966,-0.24762031,-0.3043314,0.13606292,0.21063612,0.4209708,-0.1857485,-0.001234485,0.004293264,-0.0035809278,-0.0010215044,0.008310246,0.005676868,-0.19834447,0.96855307,-0.38178858,-0.89134926,0.000618115,-0.00452822
35,0.09994315,0.14944907,0.17693782,0.38921112,0.7937384,0.30633146,0.5339005,0.87379014,0.5167307,0.076888464,0.026266731,0.056812532,-0.5145299,-0.48207837,-0.0008510673,0.0047076065,-0.0031095147,0.00043651462,-0.35091776,0.036681477,-0.3162334,-0.19310601,-0.13606015,-0.319423,-0.2861993,0.2283046,-0.062117267,0.24573773,0.12432477,0.21501106,0.4209094,-0.18548074,-0.0004056645,0.0023160866,-0.0036423206,-0.00075374544,0.022417886,0.0018029901,0.3042402,0.9655574,-0.47683594,-0.95832175,0.005201993,-0.0090386085
36,0.44491595,0.11212295,0.21024004,0.7650569,0.7987954,0.40078261,0.17497478,0.49937272,0.38897732,0.059968367,0.055711336,0.089081734,-0.51458424,-0.4820011,-0.00047939995,-0.0010660763,-0.0031638741,0.00051379204,-0.37957492,0.02369992,-0.31950277,-0.11980629,-0.16471732,-0.33240455,-0.29477033,0.24315897,-0.11179167,0.12470402,0.11575374,0.22986543,0.4209525,-0.1853318,0.00092122285,0.0013242079,-0.0035992265,-0.00060480833,0.0015890064,-0.045967814,-0.8232778,0.25023213,-0.65203726,-0.5959928,0.012254712,-0.0041285707
37,0.39195758,0.11228123,0.22772211,0.73761386,0.81460613,0.3637666,0.20117791,0.5630923,0.4085113,0.061208215,0.04495017,0.07311259,-0.51458097,-0.48216274,0.00029617213,-0.002161403,-0.003160596,0.00035214424,-0.4084088,0.0171568,-0.3208125,-0.04914888,-0.19355118,-0.33894765,-0.3060267,0.24848567,-0.13171056,0.026426377,0.10449737,0.23519213,0.42101073,-0.18527062,0.0005099443,0.0003578681,-0.0035409927,-0.00054362416,0.0065572215,-0.013618458,-0.8118542,0.40705836,-0.47866812,-0.67101634,-0.0018097291,-0.006352879
38,0.3331593,0.107025966,0.2370737,0.7012408,0.83128846,0.31847697,0.23574716,0.6295681,0.4444493,0.06301212,0.037272606,0.061685562,-0.5144847,-0.48231906,0.0014581427,-0.0015240409,-0.0030643344,0.00019583106,-0.43737075,0.016871061,-0.32229322,0.01981211,-0.22251314,-0.3392334,-0.31756124,0.24616432,-0.12638766,-0.051902205,0.09296283,0.23287079,0.4210222,-0.18526861,-6.3695945e-05,-0.00014557579,-0.0035295188,-0.0005416125,0.012360137,0.00097011,-0.81683844,0.5667377,-0.2760474,-0.7172199,-0.004461542,-0.0041397684
39,0.28003773,0.122804336,0.2412913,0.65265346,0.8144042,0.27249098,0.28224924,0.688593,0.48621777,0.06509727,0.03136938,0.06279148,-0.5143089,-0.48238444,0.0022006969,-0.00032712868,-0.0028885603,0.00013044477,-0.46634293,0.02251427,-0.32172278,0.08414743,-0.25148532,-0.33359018,-0.32780823,0.23767729,-0.10758942,-0.11549977,0.08271584,0.22438376,0.42099836,-0.18528923,-0.00036580188,-0.00027090585,-0.0035533607,-0.0005622357,0.0110709015,0.008159021,-0.8000291,0.6928835,-0.12798667,-0.7657312,-0.0031802994,-0.0016172403
40,0.2416913,0.14289734,0.24157265,0.5946759,0.7917824,0.22442356,0.33843973,0.7314728,0.5340038,0.06688439,0.026835917,0.065320365,-0.5141113,-0.48234352,0.002193578,0.00084545976,-0.0026909113,0.00017136335,-0.49471018,0.033425823,-0.31192583,0.13978547,-0.27985257,-0.32267863,-0.33596158,0.22405514,-0.082094304,-0.16928604,0.07456249,0.2107616,0.42096364,-0.18530694,-0.00039566317,-0.00015980624,-0.0035880804,-0.0005799383,0.0054305554,0.010908063,-0.7063371,0.76674914,-0.014022511,-0.8266121,-0.0012131179,0.0004337318
41,0.2060559,0.16674437,0.23648615,0.5340203,0.7656795,0.18435152,0.39860523,0.7709657,0.5791623,0.06737448,0.022978391,0.067576125,-0.51394606,-0.48222303,0.0016572517,0.0015858123,-0.0025256872,0.00029185414,-0.52123266,0.04880385,-0.2860789,0.18640776,-0.30637506,-0.30730063,-0.34160465,0.20598483,-0.053003304,-0.21652879,0.06891942,0.1926913,0.42094257,-0.18530613,-0.00015305704,9.3281145e-05,-0.0036091506,-0.00057913363,0.000120684505,0.009517177,-0.52134544,0.81568676,0.08567425,-0.89564234,0.0014369031,0.0021313583
42,0.18417281,0.19697025,0.22738683,0.47316277,0.72970605,0.15566917,0.45998895,0.7946728,0.61694396,0.066848345,0.021154402,0.07332372,-0.51384896,-0.48206726,0.00078981544,0.0018029902,-0.0024285913,0.00044763088,-0.54427195,0.06794263,-0.2409495,0.22577576,-0.32941434,-0.28816184,-0.34530026,0.18414113,-0.03509225,-0.25579745,0.06522381,0.1708476,0.42095685,-0.18527599,0.00031397506,0.00045567588,-0.0035948753,-0.0005489886,-0.004531233,0.006136307,-0.263903,0.8596993,0.04660225,-0.93400854,0.0042876787,0.0038571502
43,0.16988896,0.24088962,0.21670133,0.41101047,0.6797204,0.13683091,0.5240844,0.8092447,0.64646775,0.064905174,0.020866346,0.07938998,-0.5138129,-0.48190948,0.00020440732,0.0017281006,-0.0023925304,0.0006054044,-0.5621687,0.09013758,-0.17780453,0.2570279,-0.3473111,-0.2659669,-0.34869608,0.15925615,-0.039051037,-0.28685114,0.061827987,0.14596261,0.42102134,-0.18521145,0.00091757876,0.00084775384,-0.003530383,-0.00048445165,-0.0038795425,0.0037585804,0.029075762,0.87696075,-0.12731847,-0.9500303,0.0068209753,0.00505997
44,0.15830716,0.28275698,0.20958872,0.3509006,0.6377019,0.13151474,0.58754635,0.82020265,0.6588965,0.0615531,0.02149017,0.079541124,-0.51377815,-0.48176596,0.00047745826,0.0015283228,-0.002357781,0.00074893236,-0.5736644,0.11460896,-0.10269429,0.27934235,-0.35880682,-0.2414955,-0.3535146,0.1319987,-0.060783297,-0.31086504,0.05700946,0.118705176,0.4211541,-0.18511802,0.0017544273,0.0011333331,-0.0033976138,-0.00039102137,0.0032415276,0.0023224722,0.30659118,0.86571455,-0.31495023,-0.9572668,0.010662435,0.0049751773
45,0.14572717,0.3266122,0.2092224,0.29516134,0.5989597,0.13835736,0.64780927,0.8320008,0.6524202,0.057029337,0.022272035,0.0744281,-0.51369697,-0.48164526,0.0011139251,0.0012473419,-0.0022765994,0.00086963177,-0.5778514,0.14077751,-0.018436521,0.29647142,-0.3629938,-0.21532695,-0.3609411,0.10295758,-0.09338347,-0.3285861,0.04958296,0.08966405,0.4213701,-0.1850267,0.0027226403,0.0009551517,-0.0031816363,-0.00029970706,0.0075583137,0.001010995,0.585842,0.86964643,-0.47795987,-0.9543737,0.0140681965,0.0010515187
46,0.14708883,0.3830965,0.21759309,0.24348225,0.5517944,0.15962487,0.7046612,0.8264257,0.62278205,0.051856507,0.02648561,0.06510913,-0.5135778,-0.48156053,0.0014284085,0.0007888831,-0.0021574497,0.00095435977,-0.5746845,0.16825344,0.06199979,0.3096963,-0.3598269,-0.18785103,-0.37132618,0.072812974,-0.12639357,-0.33811688,0.039197892,0.059519447,0.4216558,-0.18499163,0.0034007612,0.000107197324,-0.0028959215,-0.00026462972,0.0059296465,-0.0014662322,0.7582718,0.87342733,-0.56355953,-0.9167734,0.013587816,-0.0060916645
