timestep,edge_mask_0,edge_mask_1,edge_mask_2,edge_mask_3,edge_mask_4,edge_mask_5,edge_mask_6,edge_mask_7,edge_mask_8,edge_mask_9,edge_mask_10,edge_mask_11,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7
30,0.034152076,0.058049176,0.8279928,0.07970624,0.9146578,0.13784614,0.13786899,0.8795702,0.03416099,0.7824248,0.0862777,0.027293084,0.44396207,0.5645561,0.26351446,-0.19998087,-0.053225935,1.1435924,-0.38315883,-0.28189248,0.0016209619,-0.003941734,-0.0012299418,0.00089514256,0.24325347,-0.50934815,-0.3593684,-0.3326193,0.26478145,0.02548331,-0.24318798,0.7613612,0.33387476,-0.021436224,-0.4086857,0.2565568,0.6056282,-0.64568555,-0.0033760837,-0.007795098,-0.9555977,-0.7156842,0.8847371,-0.36883304
31,0.029279025,0.04933093,0.8293917,0.07458754,0.923406,0.1358833,0.11758256,0.8922929,0.034724906,0.80782986,0.07842811,0.027263049,0.46731916,0.5455655,0.25752747,-0.21652038,-0.029868841,1.1246018,-0.3830817,-0.28200567,0.00047501177,8.439447e-05,-0.0011528134,0.00078195333,0.21054795,-0.537404,-0.36540782,-0.30128747,0.23207593,-0.0025725365,-0.21277806,0.75693434,0.3398944,-0.063061565,-0.3782758,0.25212997,0.5989163,-0.6653471,-0.0074070976,0.030406952,-0.9588149,-0.5182304,0.89488363,-0.46984395
32,0.025684284,0.04314331,0.8286883,0.068960354,0.9287253,0.13473773,0.102712326,0.9001389,0.03657394,0.8283273,0.074176796,0.028131422,0.49022824,0.5252538,0.2530543,-0.23026851,-0.006959766,1.10429,-0.38320497,-0.28204724,-0.0022924526,-0.0007343028,-0.0012760758,0.0007403791,0.17740583,-0.5609148,-0.36966485,-0.24120249,0.19893381,-0.02608335,-0.18185979,0.7488319,0.34535715,-0.10350988,-0.3473575,0.24402755,0.599087,-0.67878187,-0.026487114,-0.007975986,-0.9560904,-0.15236905,0.90436333,-0.5621371
33,0.021840248,0.03861998,0.8253058,0.06254121,0.93146265,0.13342912,0.09500299,0.9090874,0.041265074,0.8424558,0.069072254,0.029917328,0.5127996,0.50384945,0.24966218,-0.24160555,0.015611619,1.0828857,-0.38357675,-0.2822868,-0.005050404,-0.0036252337,-0.0016478598,0.000500828,0.1440068,-0.5771852,-0.37181795,-0.15057227,0.1655348,-0.04235375,-0.15047544,0.73721755,0.35039416,-0.14181815,-0.31597316,0.23241317,0.59871423,-0.68904173,-0.033310648,-0.030745063,-0.9456939,0.30329597,0.913763,-0.6418574
34,0.018013854,0.03572698,0.81753904,0.05592816,0.9313898,0.1319801,0.09348045,0.91900927,0.050480798,0.85059136,0.062976934,0.03288318,0.53508765,0.48154935,0.24663633,-0.2508656,0.037899643,1.0605856,-0.38411584,-0.2826004,-0.0064593437,-0.0034143846,-0.002186954,0.00018721819,0.110538125,-0.5850584,-0.3719023,-0.055932336,0.1320661,-0.050226927,-0.11865791,0.722328,0.3550952,-0.17724873,-0.28415564,0.21752363,0.59389675,-0.69661474,-0.026715402,-0.0069545987,-0.9303879,0.5699687,0.92299604,-0.7088512
35,0.014675088,0.033511065,0.8089307,0.050152216,0.9324258,0.13177218,0.08932302,0.92809993,0.05929709,0.8605248,0.057225,0.0340631,0.5570658,0.45851138,0.24298412,-0.2585335,0.059877783,1.0375477,-0.38471973,-0.28275687,-0.006835268,-0.0009006906,-0.0027908385,3.0755997e-05,0.077236675,-0.58501416,-0.3690731,0.028702244,0.09876466,-0.0501827,-0.0864342,0.70445305,0.35951418,-0.20929174,-0.25193194,0.19964868,0.58006895,-0.70384276,-0.019907601,0.01660098,-0.9014636,0.70651495,0.93192786,-0.7635516
36,0.012086829,0.029935723,0.7982056,0.045013525,0.9352963,0.131705,0.08520889,0.93511456,0.070089325,0.86977756,0.05279861,0.034768075,0.5786295,0.4348625,0.23790331,-0.26488107,0.08144149,1.0138988,-0.38533905,-0.2826621,-0.006904404,0.0020292876,-0.0034101605,0.00012552738,0.04469695,-0.57837164,-0.35779217,0.096357115,0.06622493,-0.04354018,-0.053832054,0.6838932,0.36361203,-0.23801868,-0.21932979,0.17908883,0.5566523,-0.7098093,-0.017779533,0.027048057,-0.80987436,0.74830437,0.9397638,-0.8104986
37,0.010116809,0.025739312,0.78704846,0.03892719,0.93974537,0.13157956,0.0813529,0.94028777,0.08137197,0.8797199,0.04959544,0.034515277,0.5996294,0.41070607,0.23104662,-0.27016655,0.1024414,0.9897424,-0.38598204,-0.28236333,-0.007265008,0.003965513,-0.0040531456,0.00042429566,0.015626792,-0.56742823,-0.30560657,0.13421181,0.037154775,-0.032596767,-0.020888012,0.6609341,0.36726135,-0.2636439,-0.18638575,0.15612972,0.5261915,-0.7150573,-0.02086706,0.024435472,-0.37262478,0.6194396,0.9455234,-0.85129863
38,0.009275863,0.023573793,0.7819885,0.033031583,0.9392464,0.13105801,0.07873316,0.9395293,0.086953424,0.88823533,0.051194783,0.037179742,0.6199329,0.38612658,0.22286841,-0.27457556,0.12274489,0.9651629,-0.38664573,-0.28201312,-0.007429141,0.0038542275,-0.0047168434,0.00077450275,-0.005132314,-0.55610746,-0.19318181,0.12157383,0.01639567,-0.021275997,0.012346571,0.63586974,0.37027907,-0.2859177,-0.15315117,0.13106537,0.4958343,-0.7195064,-0.019803856,0.008800924,0.36023092,0.20914978,0.9483301,-0.8818478
39,0.009985259,0.026777485,0.7839307,0.028095545,0.9283286,0.12738721,0.07866698,0.9287509,0.08868216,0.89323753,0.061263923,0.044893946,0.63949394,0.36119485,0.21458311,-0.2782405,0.14230594,0.94023114,-0.3871969,-0.28196558,-0.005471727,-0.0011351041,-0.0052680075,0.00082203746,-0.01674797,-0.54736376,-0.09700336,0.0849417,0.004780013,-0.012532294,0.045795128,0.60904795,0.37233645,-0.30407023,-0.11970261,0.10424358,0.4743183,-0.72308826,0.0010012981,-0.04025775,0.47882992,-0.062386632,0.9462717,-0.8963196
40,0.010941869,0.031425476,0.7934169,0.024767132,0.91491914,0.11836887,0.07663714,0.9181645,0.08821423,0.89859575,0.070893675,0.05365547,0.65837425,0.33595943,0.20738031,-0.28146988,0.16118625,0.91499573,-0.387486,-0.2823725,-0.0020825877,-0.006214305,-0.00555712,0.00041511655,-0.02171891,-0.5417954,-0.03434731,0.050334685,-0.00019092672,-0.0069639087,0.07929099,0.58100873,0.37209612,-0.3152859,-0.08620674,0.07620436,0.46442938,-0.72789526,0.020212073,-0.053629763,0.38405213,-0.13371599,0.92843753,-0.8723324
41,0.0116794715,0.0354225,0.8022981,0.022304358,0.902883,0.10994588,0.07404271,0.91192424,0.0877559,0.9036529,0.07639623,0.061694596,0.67672586,0.31043568,0.20217028,-0.28466165,0.17953786,0.889472,-0.3874811,-0.28301653,0.0011229396,-0.007626972,-0.0055522025,-0.00022891164,-0.023018528,-0.5387541,-0.004486654,0.025520418,-0.0014905445,-0.0039226413,0.11189144,0.5534849,0.35729277,-0.301087,-0.053606294,0.048680544,0.46635067,-0.7355922,0.026848806,-0.02966244,0.2127383,-0.122305915,0.78220737,-0.6462257
42,0.011745037,0.037757836,0.80774486,0.02084627,0.896369,0.10428128,0.072946124,0.91143894,0.087973826,0.9062076,0.07681599,0.0658732,0.69472575,0.28457484,0.1989135,-0.28868335,0.19753775,0.8636111,-0.38726833,-0.2835947,0.002984339,-0.0058226255,-0.0053394437,-0.0008070767,-0.022886138,-0.53735745,0.0044498304,0.010517773,-0.0013581552,-0.0025259852,0.13852857,0.5311165,0.26530585,-0.22226377,-0.026969165,0.026312113,0.47285816,-0.75187147,0.021421343,-0.001023959,0.07814821,-0.08622543,-0.026637733,0.03551448
43,0.011491278,0.038937926,0.78876173,0.023356644,0.8997225,0.11556777,0.08520876,0.9154502,0.0956705,0.8914346,0.07305849,0.06133954,0.71242654,0.25819716,0.19555627,-0.29528633,0.21523854,0.8372334,-0.38698462,-0.283927,0.0032361534,-0.002626828,-0.0050557256,-0.0011393726,-0.02246325,-0.53682095,0.004823205,0.0036823493,-0.00093526766,-0.0019894838,0.15605697,0.5159158,0.1594872,-0.14221396,-0.009440765,0.011111438,0.46371138,-0.7877383,0.009978991,0.017401418,0.01485833,-0.04205981,-0.39492196,0.24483885
44,0.01109382,0.03963463,0.7519031,0.028588375,0.90468913,0.13969134,0.10824749,0.91849905,0.108405575,0.8631641,0.07040717,0.055676203,0.72980195,0.23113501,0.19181205,-0.30339238,0.23261395,0.8101713,-0.38673556,-0.2840103,0.002533103,-7.486198e-05,-0.0048066676,-0.0012226701,-0.02213509,-0.5366349,0.003057694,0.0012591927,-0.00060710683,-0.0018034577,0.16547602,0.5068143,0.07724064,-0.08058463,-2.1710992e-05,0.0020099282,0.45144835,-0.8192766,0.0010598745,0.018952591,-0.0055971006,-0.015025696,-0.4237476,0.26075825
45,0.010672857,0.040264543,0.7110453,0.0342074,0.90998685,0.16936421,0.13398449,0.92068934,0.11959045,0.8318081,0.068637796,0.049748644,0.746735,0.20334135,0.18631029,-0.31153154,0.24954697,0.78237766,-0.38656238,-0.28393915,0.0016201301,0.0012230502,-0.0046334863,-0.0011515319,-0.021954684,-0.5365524,0.0014779372,0.00074518373,-0.00042670034,-0.0017209649,0.16915183,0.50209045,0.022642996,-0.038438044,0.0036540926,-0.0027139187,0.42451277,-0.83987266,-0.0027969705,0.012791968,-0.008153332,-0.0019921076,-0.35287485,0.2200043
46,0.010288879,0.04096727,0.6703908,0.03962898,0.9136846,0.19940262,0.16004555,0.9222421,0.13020663,0.80032545,0.06746913,0.04534801,0.7627166,0.17488113,0.17320445,-0.31857142,0.2655286,0.75391746,-0.38646173,-0.2838113,0.0008671136,0.0015195006,-0.004532844,-0.00102368,-0.021877833,-0.53648835,0.0005418855,0.00069303723,-0.00034984946,-0.0016568899,0.16941851,0.5002396,-0.006876629,-0.011628374,0.0039207786,-0.004564762,0.33471763,-0.84922755,-0.0034798393,0.006022131,-0.005665674,0.0013414948,-0.23858875,0.17200159
