timestep,edge_mask_0,edge_mask_1,edge_mask_2,edge_mask_3,edge_mask_4,edge_mask_5,edge_mask_6,edge_mask_7,edge_mask_8,edge_mask_9,edge_mask_10,edge_mask_11,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7
10,0.19885087,0.41277707,0.33258045,0.21004562,0.571876,0.4123306,0.7558353,0.74684733,0.25508896,0.03411906,0.054301817,0.015346931,-0.26108533,-0.06080803,-0.30080074,0.31201527,0.116324365,-0.20434384,0.20046628,0.3854024,-0.35396713,0.025272455,0.07030739,7.280707e-05,-0.3169605,0.40700313,0.33684197,0.13770562,-0.3036924,0.24820898,0.58213335,-0.25532642,-0.10507766,-0.21944296,1.1073273,-0.10788146,-0.7612041,0.9473708,-0.84983647,-0.28064197,0.9023671,0.51851934,-0.41057947,-0.440397
11,0.17984535,0.3412102,0.30956134,0.23162211,0.6455776,0.42303625,0.73830366,0.7790773,0.26740244,0.030074175,0.04107739,0.013212248,-0.288024,-0.031655516,-0.29857737,0.32986763,0.08938569,-0.17519133,0.17150283,0.38608396,-0.3057405,-0.0012772409,0.041343942,0.0007543564,-0.28617594,0.42031136,0.3446554,0.15295155,-0.27290782,0.26151723,0.5715693,-0.2742505,-0.12352846,-0.20568007,1.0967634,-0.12680554,-0.72976804,0.95856243,-0.4026517,-0.20231582,0.9202384,0.4967232,-0.44720206,-0.4109783
12,0.16303901,0.30127987,0.2828907,0.2573435,0.6868057,0.44197267,0.71363485,0.80168736,0.27513665,0.02902157,0.035273604,0.011914394,-0.31430134,-0.0011352566,-0.2886673,0.34373719,0.063108355,-0.14467107,0.150811,0.38527513,-0.19199362,-0.012841167,0.020652115,-5.4478645e-05,-0.25487885,0.43391672,0.34929073,0.15027998,-0.24161075,0.27512258,0.5592854,-0.29210612,-0.14296623,-0.19475389,1.0844793,-0.14466116,-0.64734274,0.96336395,0.37311774,-0.118832365,0.9079925,0.35566327,-0.50319874,-0.4049386
13,0.14185712,0.27707186,0.25067738,0.26459303,0.71106404,0.47815555,0.7056932,0.8219493,0.27116707,0.029713811,0.036193665,0.0118641,-0.33862394,0.0304103,-0.261043,0.35389066,0.038785756,-0.11312551,0.13920501,0.3839725,-0.09743682,-0.015289964,0.009046122,-0.0013571084,-0.22342832,0.4466688,0.3495301,0.13739428,-0.21016023,0.28787464,0.5449899,-0.30922547,-0.16677605,-0.18794483,1.0701839,-0.1617805,-0.44542524,0.9608768,0.4655841,-0.056590896,0.8756208,0.24684288,-0.5955138,-0.41879433
14,0.12720823,0.24335705,0.23038381,0.26989082,0.74437857,0.50129,0.699163,0.83557904,0.26832616,0.03094614,0.037212774,0.012264373,-0.3578816,0.062497117,-0.19043915,0.357835,0.019528091,-0.08103869,0.13410318,0.38278404,-0.036312133,-0.012162422,0.0039442927,-0.0025455654,-0.19210392,0.45844728,0.34730846,0.12761131,-0.17883582,0.2996531,0.5284451,-0.32591063,-0.19235831,-0.18411373,1.0536392,-0.17846566,0.053431258,0.9241696,0.36765477,-0.006949473,0.8516087,0.24565609,-0.67276275,-0.43155104
15,0.12573329,0.21668628,0.2343636,0.2761182,0.7707912,0.5017954,0.69146085,0.83729774,0.26384106,0.032420956,0.036969,0.0125225205,-0.36959854,0.09327491,-0.100063324,0.3340458,0.007811159,-0.0502609,0.13268249,0.38187876,-0.00552213,-0.0090069985,0.002523601,-0.0034508407,-0.1611546,0.46961483,0.34216774,0.122320466,-0.1478865,0.3108207,0.5097305,-0.3423699,-0.21573135,-0.18226433,1.0349245,-0.19492495,0.42766032,0.6566951,0.2171197,0.0011481899,0.81686425,0.2661198,-0.7146262,-0.4417905
16,0.13064356,0.19936001,0.25168803,0.29452544,0.7880728,0.4885446,0.6721291,0.83423305,0.25976732,0.033345435,0.03512332,0.012567237,-0.374965,0.117520094,-0.039409578,0.23706348,0.0024446845,-0.026015714,0.13287991,0.38110033,0.006051721,-0.008470107,0.0027210265,-0.0042292774,-0.13110372,0.48051846,0.32976443,0.12056739,-0.117835626,0.3217243,0.48906976,-0.35878086,-0.23648134,-0.18238372,1.0142637,-0.2113359,0.35637912,-0.13470888,0.10193319,-0.017148582,0.73138684,0.28827032,-0.7468283,-0.45685467
17,0.12885977,0.17744577,0.29054457,0.32998997,0.80983406,0.46242997,0.6297919,0.8379692,0.24702552,0.040218137,0.03317098,0.012720222,-0.37672248,0.13288574,-0.009586183,0.13756232,0.00068721175,-0.0106500685,0.13354532,0.38025945,0.008064382,-0.009780122,0.003386438,-0.00507015,-0.10292731,0.4913455,0.3047247,0.12016729,-0.089659214,0.33255136,0.46670032,-0.37530416,-0.2545832,-0.18419687,0.9918943,-0.2278592,0.19970997,-0.40235266,0.03525591,-0.03427543,0.57401377,0.29741764,-0.7722219,-0.47409093
18,0.12510447,0.15970184,0.34344056,0.36520383,0.8273732,0.4350308,0.58324534,0.843189,0.22152868,0.051550847,0.031706527,0.012924933,-0.3769145,0.1408318,0.0015923498,0.06365311,0.0004951954,-0.0027040094,0.13412902,0.3793459,0.0056960997,-0.010335854,0.0039701313,-0.0059837103,-0.07732481,0.50212246,0.274346,0.11953243,-0.06405671,0.3433283,0.44287318,-0.39204,-0.2698278,-0.1868325,0.96806717,-0.24459505,0.087819874,-0.3951862,-0.0035218599,-0.030007616,0.4580249,0.29406947,-0.78890425,-0.48684862
19,0.12179986,0.14629042,0.39168146,0.39339462,0.84056354,0.40989402,0.5415032,0.8473397,0.19842456,0.06510221,0.030860417,0.013145997,-0.3766584,0.14392781,0.0034720306,0.019774005,0.00075128675,0.00039200485,0.13443401,0.3784687,0.0022354145,-0.0094524855,0.0042751282,-0.006860912,-0.054377284,0.5127961,0.2452858,0.11812723,-0.041109182,0.35400194,0.4178199,-0.4089959,-0.28264114,-0.18918161,0.9430139,-0.26155093,0.022777686,-0.27965835,-0.02036661,-0.017005932,0.3952627,0.28477922,-0.8027026,-0.49057198
20,0.11929963,0.13550419,0.4238839,0.41592032,0.8511558,0.397713,0.50579363,0.8506893,0.17840308,0.078286014,0.03001113,0.01334001,-0.3764286,0.14456014,0.002094323,0.0006517372,0.0009810925,0.0010243356,0.13444541,0.3777248,-0.0009277952,-0.0076719113,0.0042865276,-0.0076048076,-0.033866916,0.52330655,0.21919657,0.1161106,-0.020598814,0.36451238,0.39171642,-0.42604104,-0.2937371,-0.18949564,0.9169104,-0.27859607,-0.0050970023,-0.14178766,-0.02604356,-0.0058254795,0.35232243,0.27515182,-0.8175628,-0.4760947
21,0.117269255,0.12793443,0.4468701,0.4338884,0.85865116,0.39034653,0.47670156,0.8540986,0.16278334,0.08941002,0.028632158,0.013414423,-0.37634405,0.14432292,0.00036205328,-0.0042795925,0.0010656416,0.00078710914,0.13420871,0.37716323,-0.0034811585,-0.0055232937,0.0040498227,-0.008166373,-0.015537405,0.53360736,0.19589357,0.11362464,-0.0022693034,0.3748132,0.36469328,-0.44278607,-0.3035169,-0.18433598,0.8898873,-0.2953411,-0.012086891,-0.047683954,-0.027853122,0.0023063938,0.3149611,0.2654169,-0.83214086,-0.42214265
22,0.11648628,0.12175473,0.4625395,0.44694874,0.8649354,0.3841577,0.45320344,0.8558065,0.15330285,0.099847846,0.027707104,0.013309837,-0.37638086,0.14397821,-0.00079419394,-0.0036054237,0.0010288358,0.00044240057,0.13379917,0.37679145,-0.005085188,-0.0034346674,0.0036402792,-0.008538157,0.0008274608,0.54366237,0.17480099,0.110771775,0.0140955625,0.3848682,0.33685747,-0.4584776,-0.31217223,-0.1693575,0.8620515,-0.31103262,-0.010657339,-0.003957292,-0.0247432,0.007078034,0.27880833,0.2555328,-0.84534514,-0.31105494
23,0.11728678,0.11717796,0.4730365,0.45691785,0.8697904,0.38078976,0.4331382,0.85509485,0.14617369,0.109944016,0.027618302,0.013031721,-0.37647852,0.14375488,-0.0012304995,-0.0019191632,0.00093117356,0.00021907687,0.1333165,0.37658456,-0.0055019064,-0.0017309932,0.0031576157,-0.0087450445,0.015409492,0.5534337,0.15563335,0.10747069,0.028677594,0.39463955,0.3083058,-0.4722468,-0.31977478,-0.1448084,0.8334998,-0.32480183,-0.0063485396,0.007849044,-0.01688016,0.008450072,0.24532592,0.24391857,-0.8564556,-0.17790255
24,0.11935121,0.11358286,0.4886269,0.46498373,0.8733439,0.36954337,0.415497,0.85218257,0.14182967,0.11951929,0.028466307,0.013073164,-0.37658498,0.1436473,-0.0011587314,-0.00083362486,0.00082471967,0.00011149049,0.13285978,0.3764974,-0.004860717,-0.00058732554,0.002700895,-0.008832216,0.028367674,0.5628687,0.13815302,0.10351471,0.041635774,0.40407455,0.2791381,-0.48358703,-0.326241,-0.11659961,0.8043321,-0.33614206,-0.0023585663,0.006057475,-0.0073428773,0.0071091945,0.21427998,0.22911699,-0.864099,-0.07993329
25,0.12142159,0.11118167,0.50644875,0.4703094,0.87540776,0.3551807,0.39875826,0.84903824,0.13837056,0.13093238,0.029540185,0.013410595,-0.37667453,0.14359008,-0.0009130413,-0.0005370107,0.0007351637,5.427003e-05,0.13248745,0.37648737,-0.0037751987,0.00012622855,0.0023285598,-0.00884223,0.039846353,0.571899,0.12223481,0.09874699,0.053114455,0.41310483,0.24945258,-0.49250194,-0.33163792,-0.09028171,0.7746466,-0.34505698,-0.00043992695,0.00088207773,-0.0012966089,0.0056672273,0.18620038,0.21110961,-0.86957145,-0.028320102
26,0.12471807,0.1091185,0.5253337,0.47325534,0.87703663,0.34155405,0.38295117,0.84513724,0.13311227,0.14379346,0.030144773,0.0138448505,-0.37674105,0.1435263,-0.00065205956,-0.00079398113,0.0006686449,-9.506941e-06,0.1322251,0.376528,-0.0024851565,0.0006137405,0.00206621,-0.008801609,0.049983237,0.580458,0.107830636,0.093276076,0.06325134,0.42166382,0.21934046,-0.4993189,-0.33604985,-0.068475075,0.74453443,-0.35187393,0.0003272146,-0.0039122314,0.00346242,0.005190691,0.16154526,0.19215813,-0.8732144,-0.007637922
27,0.12770963,0.107379735,0.54720986,0.47403747,0.8790136,0.32965887,0.36812815,0.84152627,0.12313131,0.15783432,0.030764155,0.013606654,-0.37678805,0.14342605,-0.00045751827,-0.0012739055,0.00062164664,-0.00010976195,0.13206823,0.37659958,-0.0013719393,0.00088635285,0.0019093454,-0.008730024,0.05891876,0.58850807,0.09501004,0.087529846,0.07218686,0.4297139,0.18888293,-0.50447655,-0.33960035,-0.051723044,0.71407694,-0.35703158,0.00031526387,-0.006784197,0.0049192808,0.0042604734,0.14137064,0.17572808,-0.8756296,-0.003667379
28,0.13043961,0.10585238,0.56861067,0.4728499,0.88076216,0.31731862,0.35401684,0.8382199,0.114070706,0.17313331,0.031340543,0.0133853555,-0.37682486,0.14328614,-0.0003846965,-0.0016950122,0.0005848408,-0.00024966896,0.13199149,0.37668628,-0.000592824,0.0010019529,0.0018326044,-0.008643329,0.06679029,0.5960308,0.08368726,0.0816132,0.080058396,0.4372366,0.15814999,-0.50839716,-0.3424155,-0.03948243,0.683344,-0.3609522,-0.00041557846,-0.007395829,0.004361304,0.0033718816,0.12429736,0.15965827,-0.8771526,-0.0069015385
29,0.13306007,0.10451532,0.5896963,0.4698825,0.882469,0.30451128,0.3405614,0.83616424,0.105792485,0.18955615,0.030775623,0.013015686,-0.37686613,0.14312701,-0.0004956527,-0.0018044873,0.00054356456,-0.00040879846,0.13195515,0.37678993,-0.00030934237,0.0012266714,0.0017962605,-0.008539677,0.07372926,0.6030199,0.07380594,0.075678326,0.08699736,0.44422573,0.12720288,-0.51141495,-0.34457722,-0.030555718,0.65239686,-0.36396998,-0.002071303,-0.0053322813,0.0013527564,0.0047520674,0.11040499,0.14468415,-0.87765586,-0.009438998
30,0.13579854,0.103316866,0.6102643,0.46551055,0.88431925,0.29144874,0.32782945,0.8341034,0.09828694,0.20665999,0.030097993,0.012363865,-0.37693298,0.14298992,-0.00086603547,-0.0013825101,0.00047671795,-0.00054588914,0.13193169,0.37691003,-0.0002360167,0.0013881206,0.001772806,-0.008419573,0.07986527,0.6094854,0.065363795,0.069919385,0.093133375,0.45069122,0.09610016,-0.51372164,-0.3460902,-0.023167873,0.62129414,-0.36627668,-0.0049429582,-0.0002914481,-4.0099025e-05,0.0046811732,0.10009334,0.13160641,-0.8765735,-0.0025108664
31,0.13835162,0.10221368,0.6331149,0.46012658,0.8860185,0.27563536,0.31596905,0.83223444,0.09124976,0.22390437,0.029413879,0.011767842,-0.37705177,0.14292763,-0.0015470607,-0.00034689327,0.0003579259,-0.000608176,0.131908,0.37703893,-0.00027716468,0.0014540203,0.0017491132,-0.008290678,0.08532038,0.6154444,0.058236755,0.06435775,0.09858848,0.45665026,0.06490401,-0.5153124,-0.3468907,-0.014928473,0.590098,-0.3678674,-0.008975339,0.006899892,-0.0010015216,0.004129297,0.09213901,0.11918207,-0.87323093,0.024474304
32,0.14056449,0.101326406,0.65710133,0.4541615,0.8873964,0.256871,0.3045778,0.8306376,0.08602769,0.2412607,0.028797861,0.01127723,-0.37725157,0.14298858,-0.0025564865,0.0011892795,0.00015813112,-0.00054723024,0.13187632,0.377169,-0.00038933224,0.0014412262,0.0017174333,-0.008160591,0.09020548,0.62091315,0.052299958,0.0589658,0.10347359,0.46211898,0.033689134,-0.5159469,-0.34680262,-0.003112111,0.55888313,-0.36850196,-0.013961913,0.0144944955,-0.0018145869,0.0035071117,0.08622392,0.10697489,-0.8663461,0.08084244
33,0.14239556,0.10057667,0.68164593,0.4465696,0.8884914,0.23977931,0.29282963,0.8292219,0.078574836,0.26060078,0.028382491,0.010931967,-0.3775701,0.14321014,-0.0040309434,0.003098075,-0.0001603961,-0.00032566488,0.13183336,0.37729374,-0.0005213739,0.001357434,0.0016744733,-0.008035868,0.09462087,0.62590486,0.047439884,0.053711638,0.10788897,0.4671107,0.002539781,-0.51519704,-0.3457546,0.014053771,0.52773374,-0.36775208,-0.021135788,0.022061154,-0.0022937467,0.0027651456,0.08214915,0.09487286,-0.8565268,0.16387855
34,0.14375627,0.099754564,0.7039946,0.4367689,0.88949335,0.2240045,0.28030923,0.82789075,0.072000846,0.28292188,0.02835296,0.010752139,-0.37805313,0.14360382,-0.0060350765,0.005012331,-0.00064343214,6.80089e-05,0.13178037,0.37740627,-0.0006225433,0.0011973854,0.0016214848,-0.007923335,0.098657295,0.6304314,0.043553952,0.048586283,0.11192539,0.47163725,-0.028472552,-0.51259375,-0.34399492,0.036361873,0.49672145,-0.36514878,-0.030118681,0.026887748,-0.0023151296,0.0017930957,0.079740316,0.08302549,-0.8467893,0.25821546
35,0.14457703,0.098791204,0.7238451,0.4241431,0.89045995,0.20957287,0.26694018,0.8266699,0.06658206,0.30891672,0.028753052,0.010748851,-0.37873355,0.14411537,-0.00832259,0.0060197706,-0.001323849,0.00057956576,0.13172087,0.37750092,-0.00068046903,0.0009791299,0.0015619844,-0.007828683,0.102396704,0.6345035,0.040546373,0.04357435,0.11566481,0.47570932,-0.059318155,-0.50777674,-0.34209597,0.06210315,0.46587583,-0.36033177,-0.037962824,0.022605222,-0.0021356163,0.00081090984,0.07880915,0.07134646,-0.8409978,0.3483175
36,0.14483742,0.09760683,0.74115014,0.4084207,0.89148235,0.19713421,0.25228703,0.8256302,0.061715644,0.3392923,0.029532459,0.010910863,-0.3796012,0.14459154,-0.01029964,0.0049261907,-0.0021915138,0.0010557324,0.13165769,0.3775738,-0.00071283296,0.0007248797,0.0014988035,-0.007755816,0.10591261,0.6381303,0.03832524,0.03866021,0.11918071,0.47933614,-0.09001952,-0.5005424,-0.34064135,0.08952101,0.43517447,-0.35309744,-0.040576965,0.0041136397,-0.0020248117,-9.467825e-05,0.079154514,0.059794452,-0.84069365,0.42943648
37,0.14459069,0.09614283,0.7622005,0.38929272,0.8926326,0.18166132,0.2359145,0.8247455,0.05613817,0.37479275,0.030663924,0.011224591,-0.38059115,0.14482623,-0.011349479,0.0014483,-0.0031814575,0.0012904257,0.13159251,0.37762156,-0.0007300727,0.00043420668,0.0014336258,-0.007708043,0.10927022,0.64131945,0.0367976,0.03382373,0.12253833,0.4825253,-0.12063656,-0.49082878,-0.33996344,0.117133446,0.40455744,-0.34338382,-0.036247488,-0.022463428,-0.0019544784,-0.0010945308,0.08053673,0.04828573,-0.84482396,0.499927
38,0.14397377,0.09443415,0.7842174,0.36903176,0.89388764,0.16528201,0.21917681,0.8238737,0.050500575,0.41179147,0.032152552,0.0116782,-0.38159466,0.14473638,-0.011050494,-0.00222211,-0.0041849613,0.0012005717,0.13152735,0.37764063,-0.00072105293,0.00010094588,0.001368463,-0.0076889694,0.11252683,0.64407635,0.03587787,0.029036034,0.12579493,0.48528218,-0.15124199,-0.4786594,-0.34010887,0.14425592,0.373952,-0.33121443,-0.02538386,-0.033083353,-0.0017349852,-0.0022470914,0.08279671,0.03668234,-0.85136324,0.5640584
39,0.14326671,0.092747204,0.8043268,0.34702727,0.8949807,0.14909576,0.20213772,0.82270235,0.046577528,0.450835,0.03403088,0.012272045,-0.38253075,0.14445795,-0.010076094,-0.0035291682,-0.0051210523,0.00092214346,0.13146666,0.37762836,-0.0006510149,-0.000254663,0.0013077706,-0.007701248,0.115734294,0.6464024,0.03551889,0.024248673,0.12900239,0.48760825,-0.18190001,-0.4640837,-0.3409122,0.17079976,0.34329396,-0.31663874,-0.017882213,-0.018625857,-0.0011022533,-0.0033037243,0.08610483,0.024716442,-0.8583055,0.6260784
40,0.14252625,0.09163388,0.8221508,0.3231168,0.8952933,0.1346623,0.18508685,0.82120657,0.04318684,0.49179626,0.03626713,0.013072761,-0.38336506,0.14428689,-0.008867279,-0.001086253,-0.0059553683,0.0007510781,0.13141552,0.37758628,-0.000526861,-0.0005741675,0.0012566298,-0.007743329,0.11894353,0.64828926,0.03572791,0.019322354,0.13221163,0.4894951,-0.21265239,-0.44715175,-0.34208345,0.19679917,0.3125416,-0.2997068,-0.01310208,0.015606227,-0.00038599965,-0.003831703,0.09088747,0.011358536,-0.8639928,0.6869931
41,0.14175439,0.09076526,0.831583,0.2983298,0.8951824,0.12679915,0.16874515,0.8193551,0.041617744,0.53292507,0.038890608,0.014052439,-0.38408393,0.14451088,-0.0075476533,0.004276329,-0.00667423,0.0009750724,0.13137782,0.37751892,-0.0003650454,-0.00083542673,0.0012189299,-0.007810682,0.12220898,0.64972246,0.036560316,0.0142247,0.13547708,0.4909283,-0.24350895,-0.42790458,-0.34323445,0.2223866,0.28168505,-0.2804596,-0.008971943,0.05091019,0.00030100346,-0.0040480127,0.097643845,-0.0026706804,-0.86671793,0.74787235
42,0.14101733,0.09009471,0.8413446,0.27327058,0.8946606,0.11763761,0.15318438,0.8178748,0.04101774,0.57354504,0.041107934,0.015244669,-0.38470614,0.14516902,-0.0065962975,0.008830861,-0.007296443,0.001633212,0.13134265,0.37743697,-0.00040347318,-0.0009476412,0.0011837631,-0.007892638,0.12559018,0.6506835,0.038072947,0.008906057,0.13885827,0.49188936,-0.2744378,-0.4064186,-0.34386316,0.24690634,0.2507562,-0.25897363,-0.00935557,0.05623614,-0.0012968921,-0.0032107125,0.106527075,-0.017624695,-0.8643733,0.80116373
43,0.14023992,0.08925505,0.8537974,0.24985392,0.8940666,0.10555384,0.13878441,0.81880283,0.040648844,0.6113616,0.0409573,0.016678419,-0.3852209,0.14607114,-0.0052811885,0.010619861,-0.0078111887,0.0025353283,0.13125637,0.37736282,-0.001236146,-0.000761935,0.0010974854,-0.007966787,0.12915167,0.6511492,0.040321972,0.0033088017,0.14241977,0.49235505,-0.3053668,-0.38283488,-0.34355238,0.26960856,0.21982718,-0.23538992,-0.0033396434,0.039967146,-0.009335411,-0.0005120411,0.11767256,-0.033707418,-0.8565506,0.8442879
44,0.13908952,0.08813312,0.86612815,0.2300298,0.893552,0.094011426,0.12624438,0.8200349,0.039860375,0.6437258,0.040875543,0.01831488,-0.38547432,0.14716247,-0.0015831307,0.012878833,-0.008064628,0.0036266595,0.13108344,0.37729618,-0.0022645295,-0.0007296504,0.00092455745,-0.008033425,0.13296606,0.6510885,0.043412093,-0.002666743,0.14623415,0.4922943,-0.33621368,-0.35733762,-0.3423382,0.29014966,0.18898031,-0.20989266,0.023777613,0.0491394,-0.013374202,-0.0015819917,0.13170612,-0.051483445,-0.8467398,0.8794326
45,0.13828894,0.0873224,0.8777956,0.21415593,0.8934391,0.084983215,0.11618775,0.8208961,0.0372211,0.66965634,0.04081495,0.019238424,-0.38527647,0.14854142,0.0040894905,0.016543033,-0.00786677,0.005005613,0.13082509,0.37721914,-0.0031735573,-0.00091998454,0.0006662011,-0.008110464,0.13710862,0.6504781,0.047336664,-0.008839359,0.15037672,0.49168396,-0.36694628,-0.33011892,-0.34104133,0.3085703,0.15824771,-0.18267396,0.05276839,0.06883907,-0.014751601,-0.0037274673,0.147776,-0.068393014,-0.84287614,0.90958095
46,0.13823242,0.086927235,0.8857476,0.20396946,0.893757,0.0794751,0.10953459,0.82094836,0.034777343,0.6864959,0.040819168,0.019315861,-0.38457435,0.15014453,0.009656914,0.018446948,-0.007164657,0.0066087246,0.13050129,0.37711543,-0.0038099717,-0.0012688088,0.00034239888,-0.008214176,0.14164512,0.64931196,0.051939968,-0.0150165865,0.15491322,0.4905178,-0.39761794,-0.3013697,-0.3406738,0.3248686,0.12757605,-0.15392473,0.06589796,0.06039672,-0.014298031,-0.0057882057,0.1643747,-0.08387068,-0.8489282,0.93440896
