timestep,edge_mask_0,edge_mask_1,edge_mask_2,edge_mask_3,edge_mask_4,edge_mask_5,edge_mask_6,edge_mask_7,edge_mask_8,edge_mask_9,edge_mask_10,edge_mask_11,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7
48,0.4756385,0.3508042,0.5399584,0.5259634,0.59984213,0.42574036,0.18052346,0.24280596,0.03430123,0.29351315,0.28155553,0.04935369,-0.014730543,0.28714034,0.28591993,0.112324975,-0.31452614,0.1258913,0.3969456,0.38764367,0.2937016,-0.3104844,-0.05118704,0.5659298,0.48979086,0.80730104,-0.25483686,0.21675852,0.5636221,0.2855891,0.13694036,-0.17583722,0.009285431,-0.002514161,-0.0011926293,0.0016607195,0.7865212,-0.06049243,0.74035656,-0.8576222,-0.8137054,0.21291178,0.04130105,-0.011363677
49,0.49827996,0.42821014,0.54464924,0.5175472,0.51587623,0.42412627,0.18468112,0.20162368,0.031224517,0.2977717,0.30009636,0.0559136,0.011467809,0.2946652,0.29367924,0.069251485,-0.28832778,0.13341615,0.42331827,0.35914153,0.29269361,-0.31979355,-0.024814367,0.5374276,0.4656386,0.82378083,-0.2751183,0.16628428,0.5394699,0.3020689,0.13778979,-0.17609106,0.009514362,-0.0029733705,-0.00034320354,0.0014068782,0.7923925,-0.14992237,0.7241744,-0.8693024,-0.8399065,0.03715387,0.025502888,-0.010877504
50,0.52596784,0.4955633,0.55236447,0.51435494,0.44082963,0.41856024,0.18192177,0.16731255,0.029075349,0.30372328,0.30671966,0.063607104,0.03830765,0.298579,0.300491,0.03060438,-0.26148796,0.13732997,0.44941422,0.32985657,0.28858683,-0.3281867,0.0012815893,0.50814265,0.43984348,0.8354869,-0.2923598,0.111957446,0.51367474,0.31377494,0.13860478,-0.17640357,0.0088259345,-0.0037218507,0.00047178566,0.0010943711,0.802316,-0.21334243,0.69066644,-0.8834157,-0.8602106,-0.12755768,0.016901627,-0.0149182305
51,0.55423725,0.5603781,0.5607928,0.50973445,0.37209302,0.41158286,0.17799182,0.1413625,0.027624356,0.31227374,0.30440024,0.06752886,0.06574905,0.29926148,0.30711126,-0.003927786,-0.23404655,0.13801244,0.47485006,0.29985464,0.27963725,-0.33593917,0.026717424,0.4781407,0.41267315,0.8422116,-0.30665863,0.056100346,0.48650444,0.32049966,0.13932072,-0.17678389,0.0075193993,-0.004477872,0.0011877269,0.00071404874,0.8174303,-0.26881072,0.63197124,-0.89799106,-0.873888,-0.2786774,0.008999477,-0.016864842
52,0.5804716,0.597615,0.58475983,0.50234824,0.32795128,0.3877165,0.17714761,0.12015724,0.027523695,0.32050413,0.29937118,0.07443368,0.09379806,0.29695863,0.31392792,-0.03641691,-0.20599753,0.13570958,0.49916628,0.26918736,0.2654518,-0.34315202,0.051033646,0.44747344,0.38436237,0.8438415,-0.31851715,-0.0008852165,0.45819366,0.32212955,0.13984697,-0.1771743,0.005011109,-0.004267764,0.0017139763,0.00032363832,0.835945,-0.33471072,0.55723846,-0.91197586,-0.8852319,-0.42960483,-0.0062844073,-0.009093597
53,0.60572267,0.6274206,0.59424,0.5003608,0.29028496,0.37636125,0.17891899,0.10216035,0.029398741,0.32072023,0.292117,0.08229446,0.12245437,0.29161543,0.3206411,-0.07084493,-0.17734122,0.13036638,0.5219337,0.23790061,0.24673046,-0.34986982,0.07380104,0.4161867,0.355075,0.8403999,-0.32886404,-0.056915976,0.42890626,0.31868798,0.14009818,-0.17749259,0.0016815512,-0.0031708484,0.001965195,5.349517e-06,0.8519513,-0.43532246,0.47641596,-0.9250587,-0.8997618,-0.5625206,-0.020767802,0.00029974058
54,0.6326454,0.6515931,0.6015168,0.501949,0.2570547,0.36628205,0.17605548,0.087523505,0.03220118,0.32199547,0.27983105,0.091352224,0.1516855,0.28291208,0.32686496,-0.10963347,-0.14811009,0.121663034,0.5424578,0.2060529,0.2187039,-0.35586035,0.094325185,0.38433897,0.32490268,0.832032,-0.33843902,-0.11100784,0.39873397,0.31032008,0.14006147,-0.17772463,-0.001452591,-0.0022819575,0.0019284785,-0.00022669137,0.86384135,-0.5649978,0.33656025,-0.9345793,-0.9179099,-0.68320847,-0.027137544,0.000961784
55,0.6587676,0.6554184,0.6140333,0.5223211,0.23655929,0.35039678,0.15524256,0.075123474,0.035569932,0.32243636,0.26610896,0.108022355,0.1813748,0.2703829,0.3313892,-0.15400273,-0.118420795,0.10913387,0.55910784,0.17373487,0.16814885,-0.36070344,0.110975206,0.35202095,0.29391974,0.81896895,-0.34716344,-0.162214,0.367751,0.297257,0.13986544,-0.1779778,-0.002540871,-0.0030785834,0.0017324537,-0.0004798621,0.8624054,-0.7177765,0.041208833,-0.93808234,-0.93334115,-0.7895811,-0.014514277,-0.013671153
56,0.6828727,0.64133537,0.6166626,0.54624397,0.22685769,0.34477594,0.13203576,0.06381811,0.038561378,0.3217203,0.25330922,0.13180687,0.2112973,0.25388882,0.33301374,-0.19790055,-0.088498294,0.092639774,0.57034874,0.14102954,0.10327362,-0.36473718,0.122216105,0.3193156,0.26223367,0.801634,-0.3545196,-0.20780858,0.33606493,0.27992207,0.13966969,-0.17838967,-0.0019920815,-0.005325297,0.0015366971,-0.0008917302,0.8447186,-0.8239849,-0.2283801,-0.9420962,-0.94147015,-0.8614808,-0.000864282,-0.030163594
57,0.7058715,0.6191158,0.61302984,0.5783587,0.22233175,0.34592468,0.110059425,0.053204134,0.04104544,0.3115819,0.24092443,0.1585524,0.24089688,0.23391269,0.32681957,-0.23398528,-0.058898717,0.07266365,0.5759325,0.10797725,0.04142602,-0.36850294,0.12779987,0.28626332,0.2299821,0.7806356,-0.36026636,-0.24606739,0.30381337,0.25892365,0.13952178,-0.17895718,-0.0014689318,-0.0067954445,0.0013887882,-0.0014592409,0.77059287,-0.8555989,-0.36029196,-0.94950026,-0.9437661,-0.9021096,0.00025129318,-0.028014716
58,0.7267136,0.5990551,0.6075366,0.6095733,0.21949692,0.34966,0.09243514,0.04412409,0.042803403,0.2979915,0.22916229,0.18144791,0.26739445,0.21204884,0.27821627,-0.24740493,-0.032401145,0.050799802,0.57643014,0.07459143,-0.012419879,-0.37217885,0.12829751,0.2528775,0.19730726,0.7566325,-0.36444768,-0.27701733,0.27113855,0.23492056,0.1393269,-0.17949036,-0.0025133754,-0.005488631,0.0011939108,-0.0019924194,0.3310161,-0.7191596,-0.43489397,-0.95801675,-0.94247866,-0.92466813,-0.014116765,-0.0039204718
59,0.72278464,0.5923645,0.5920635,0.6211798,0.20814995,0.3641532,0.084327534,0.039548565,0.043783303,0.29449263,0.23766677,0.19948556,0.28632027,0.1924098,0.17632185,-0.20361495,-0.013475329,0.031160757,0.57240826,0.04089072,-0.06082176,-0.37558907,0.124275625,0.2191768,0.16433448,0.7302376,-0.3673226,-0.3014068,0.23816575,0.20852566,0.13893567,-0.17975365,-0.005263717,-0.0016439073,0.00080268085,-0.002255708,-0.32340357,-0.18061244,-0.51506853,-0.9645485,-0.93986857,-0.9364378,-0.03378686,0.02472566
60,0.6783429,0.6177905,0.5494047,0.58349794,0.1807563,0.40305194,0.09434801,0.040119544,0.047543358,0.32215405,0.28153756,0.2014532,0.2971336,0.17849165,0.09206137,-0.13016196,-0.002662003,0.01724261,0.5641518,0.006918761,-0.10719634,-0.3784048,0.11601919,0.18520483,0.13117146,0.70197725,-0.3690556,-0.3203024,0.20500274,0.1802653,0.13840117,-0.17975827,-0.0062764785,0.00074528356,0.0002681762,-0.0022603273,-0.4018003,0.22549234,-0.61580026,-0.96713006,-0.9356366,-0.9424725,-0.023286914,0.01978214
61,0.6181102,0.65231735,0.4894104,0.53403175,0.15304081,0.4585466,0.118136115,0.042476952,0.052042976,0.34783217,0.33941287,0.19464184,0.30189198,0.170574,0.033275623,-0.06688004,0.0020963848,0.009324953,0.55187726,-0.027258495,-0.15097801,-0.38041854,0.103744626,0.15102758,0.09790814,0.6722893,-0.36986092,-0.33464757,0.17173941,0.15057737,0.13785802,-0.17963846,-0.0059143715,0.0016238998,-0.00027497113,-0.002140522,-0.35770407,0.3074143,-0.70580757,-0.96614975,-0.93069243,-0.94420755,-0.01207013,0.010649372
62,0.5312128,0.68302864,0.4270924,0.48100904,0.13010825,0.51746166,0.15136419,0.045617837,0.05544594,0.36762676,0.42316934,0.18686311,0.3030146,0.1669369,0.0020723687,-0.027178396,0.0032190084,0.0056878626,0.5358937,-0.061538972,-0.1909041,-0.38113195,0.087761045,0.1167471,0.06459659,0.64155924,-0.37026182,-0.34484392,0.13842787,0.1198473,0.13728714,-0.1794059,-0.0065574083,0.003064087,-0.0008458495,-0.0019079596,-0.22884351,0.22981636,-0.7767056,-0.95818084,-0.9286618,-0.938582,-0.021216294,0.018461622
63,0.45079282,0.6991007,0.37245795,0.44206128,0.11505855,0.5704236,0.1792115,0.046958752,0.057118434,0.37872726,0.50224847,0.18584082,0.3026679,0.16550414,-0.0068149725,-0.010290251,0.0028722882,0.004255101,0.5167321,-0.095712185,-0.22390847,-0.37898764,0.06859946,0.08257389,0.031284638,0.61020523,-0.37006837,-0.3501447,0.10511591,0.08849329,0.13656622,-0.17895019,-0.008736359,0.0060631465,-0.0015667677,-0.0014522523,-0.0836925,0.10093548,-0.8073038,-0.9313864,-0.9237207,-0.91511726,-0.03818303,0.037650812
